,ds,y
23165,2019-01-01,5521
110067,2019-01-02,5530
110090,2019-01-03,5537
153737,2019-01-04,5557
112946,2019-01-05,5565
138480,2019-01-06,5566
85931,2019-01-07,5456
144606,2019-01-08,5637
113258,2019-01-09,5671
146765,2019-01-10,5983
113542,2019-01-11,6093
153211,2019-01-12,6135
73602,2019-01-13,6142
131510,2019-01-14,6144
130902,2019-01-15,6471
146829,2019-01-16,6578
6813,2019-01-17,6633
86725,2019-01-18,6708
153272,2019-01-19,6742
138938,2019-01-20,6757
110026,2019-01-21,6778
146770,2019-01-22,6916
110140,2019-01-23,6999
110079,2019-01-24,7077
110217,2019-01-25,7112
124394,2019-01-26,7125
131193,2019-01-27,7127
157087,2019-01-28,7131
109746,2019-01-29,7155
138764,2019-01-30,7184
147342,2019-01-31,7210
157085,2019-02-01,7230
86194,2019-02-02,7245
106432,2019-02-03,7254
147136,2019-02-04,7256
112210,2019-02-05,7855
126555,2019-02-06,7889
153420,2019-02-07,5652
131580,2019-02-08,5686
127524,2019-02-09,5707
84152,2019-02-10,5716
87447,2019-02-11,5703
139150,2019-02-12,5786
132197,2019-02-13,5856
131202,2019-02-14,5892
134171,2019-02-15,5924
36396,2019-02-16,5946
137564,2019-02-17,5950
158732,2019-02-18,5950
132379,2019-02-19,6082
131569,2019-02-20,6144
131268,2019-02-21,6185
139094,2019-02-22,6205
110209,2019-02-23,6217
133923,2019-02-24,6218
86247,2019-02-25,6225
131263,2019-02-26,6265
132137,2019-02-27,6157
109982,2019-02-28,6175
139164,2019-03-01,6209
113440,2019-03-02,6239
153645,2019-03-03,6244
132165,2019-03-04,6221
132324,2019-03-05,6394
87153,2019-03-06,6458
132146,2019-03-07,6484
153600,2019-03-08,6512
152633,2019-03-09,6510
164073,2019-03-10,6499
6847,2019-03-11,6501
153691,2019-03-12,6573
156950,2019-03-13,6611
156946,2019-03-14,6635
52029,2019-03-15,6656
134023,2019-03-16,6688
129116,2019-03-17,6695
132063,2019-03-18,6695
153964,2019-03-19,6710
70053,2019-03-20,6727
77172,2019-03-21,6752
153822,2019-03-22,6774
164091,2019-03-23,6785
164058,2019-03-24,6799
164081,2019-03-25,6807
86539,2019-03-26,6830
61551,2019-03-27,6851
