,Start Date,counts
473,2016-12-19,894
474,2016-12-21,895
475,2016-12-26,896
476,2016-12-28,897
477,2016-12-30,899
478,2016-12-31,920
12,2017-01-01,919
479,2017-01-01,944
480,2017-01-02,960
481,2017-01-03,973
482,2017-01-04,981
483,2017-01-05,994
484,2017-01-06,996
485,2017-01-07,1001
486,2017-01-08,1020
13,2017-01-08,1019
487,2017-01-09,1103
14,2017-01-10,1098
488,2017-01-10,1150
15,2017-01-11,1131
489,2017-01-11,1147
490,2017-01-12,1155
16,2017-01-12,1152
491,2017-01-13,1153
492,2017-01-14,1156
17,2017-01-14,1155
18,2017-01-15,1140
493,2017-01-15,1163
494,2017-01-16,1226
19,2017-01-16,1225
495,2017-01-17,1380
496,2017-01-18,1398
497,2017-01-19,1405
20,2017-01-19,1404
498,2017-01-20,1419
499,2017-01-21,1420
500,2017-01-22,1423
501,2017-01-23,1457
502,2017-01-24,1466
503,2017-01-25,1472
504,2017-01-26,1476
505,2017-01-27,1480
506,2017-01-29,1482
507,2017-01-30,1518
508,2017-01-31,1605
21,2017-01-31,1603
509,2017-02-01,1666
510,2017-02-02,1670
22,2017-02-02,1669
511,2017-02-03,1715
512,2017-02-04,1719
513,2017-02-05,1733
514,2017-02-06,1790
515,2017-02-07,1809
516,2017-02-08,1822
517,2017-02-09,1824
518,2017-02-10,1825
519,2017-02-11,1826
520,2017-02-12,1843
521,2017-02-13,1860
23,2017-02-13,1856
522,2017-02-14,1868
24,2017-02-14,1846
523,2017-02-15,1858
524,2017-02-16,1863
525,2017-02-17,1869
526,2017-02-18,1871
527,2017-02-19,1877
25,2017-02-19,1876
528,2017-02-20,1882
529,2017-02-21,1885
26,2017-02-22,1884
530,2017-02-22,1886
531,2017-02-23,1888
532,2017-02-24,1899
533,2017-02-25,1901
534,2017-02-26,1913
535,2017-02-27,1915
536,2017-02-28,1926
537,2017-03-01,1948
538,2017-03-02,1960
539,2017-03-03,1977
540,2017-03-04,1982
541,2017-03-05,1988
542,2017-03-06,2020
543,2017-03-07,2034
544,2017-03-08,2041
545,2017-03-09,2052
546,2017-03-10,2054
547,2017-03-11,2060
548,2017-03-12,2068
549,2017-03-13,2081
27,2017-03-14,2080
550,2017-03-14,2085
551,2017-03-15,2091
552,2017-03-16,2093
553,2017-03-17,2098
554,2017-03-18,2099
555,2017-03-19,2104
556,2017-03-20,2113
28,2017-03-20,2111
557,2017-03-21,2124
558,2017-03-22,2129
29,2017-03-23,2128
559,2017-03-23,2134
560,2017-03-24,2136
561,2017-03-25,2138
30,2017-03-26,2135
562,2017-03-26,2141
563,2017-03-27,2142
564,2017-03-28,2144
565,2017-03-29,2146
31,2017-03-30,2145
566,2017-04-01,2149
567,2017-04-02,2157
568,2017-04-03,2172
569,2017-04-04,2182
570,2017-04-05,2186
571,2017-04-06,2188
572,2017-04-07,2190
573,2017-04-08,2191
574,2017-04-09,2193
575,2017-04-10,2202
576,2017-04-11,2207
577,2017-04-12,2220
32,2017-04-13,2216
578,2017-04-13,2219
579,2017-04-14,2226
580,2017-04-15,2227
581,2017-04-16,2231
33,2017-04-17,2228
582,2017-04-17,2236
583,2017-04-18,2245
584,2017-04-19,2255
585,2017-04-20,2261
586,2017-04-21,2262
587,2017-04-23,2267
34,2017-04-24,2265
588,2017-04-24,2277
589,2017-04-25,2290
35,2017-04-27,2288
590,2017-04-28,2289
591,2017-04-29,2290
592,2017-04-30,2298
593,2017-05-01,2315
594,2017-05-02,2334
595,2017-05-03,2359
596,2017-05-04,2375
597,2017-05-05,2381
598,2017-05-06,2385
599,2017-05-07,2400
36,2017-05-08,2399
600,2017-05-08,2433
601,2017-05-09,2454
602,2017-05-10,2474
37,2017-05-11,2472
603,2017-05-11,2476
604,2017-05-12,2484
605,2017-05-13,2488
606,2017-05-14,2507
607,2017-05-15,2514
38,2017-05-15,2513
608,2017-05-16,2529
609,2017-05-17,2541
610,2017-05-18,2551
611,2017-05-19,2557
612,2017-05-21,2564
39,2017-05-21,2561
613,2017-05-22,2575
614,2017-05-23,2585
615,2017-05-24,2593
616,2017-05-25,2602
617,2017-05-26,2605
618,2017-05-27,2607
619,2017-05-28,2616
620,2017-05-29,2637
40,2017-05-29,2636
621,2017-05-30,2642
41,2017-05-30,2640
622,2017-05-31,2643
623,2017-06-01,2654
624,2017-06-02,2657
625,2017-06-03,2658
626,2017-06-04,2659
627,2017-06-05,2678
42,2017-06-05,2677
628,2017-06-06,2699
629,2017-06-07,2708
630,2017-06-08,2714
631,2017-06-09,2719
43,2017-06-11,2718
632,2017-06-11,2721
633,2017-06-12,2730
44,2017-06-12,2729
634,2017-06-13,2733
635,2017-06-14,2737
636,2017-06-15,2745
637,2017-06-16,2749
638,2017-06-17,2752
639,2017-06-18,2756
640,2017-06-19,2773
641,2017-06-20,2786
642,2017-06-21,2794
643,2017-06-22,2802
644,2017-06-23,2809
645,2017-06-24,2812
45,2017-06-25,2811
646,2017-06-25,2861
46,2017-06-26,2860
647,2017-06-26,2890
648,2017-06-27,2905
649,2017-06-28,2916
47,2017-06-29,2915
650,2017-06-29,2916
651,2017-07-02,2931
48,2017-07-03,2930
652,2017-07-03,2952
653,2017-07-04,2958
654,2017-07-05,2960
655,2017-07-06,2961
656,2017-07-07,2963
657,2017-07-08,2971
658,2017-07-09,2973
659,2017-07-10,2985
49,2017-07-11,2850
660,2017-07-11,2855
661,2017-07-12,2863
662,2017-07-13,2867
663,2017-07-14,2868
664,2017-07-15,2872
665,2017-07-16,2877
666,2017-07-17,2882
667,2017-07-18,2885
668,2017-07-19,2890
669,2017-07-20,2897
670,2017-07-21,2899
671,2017-07-22,2900
672,2017-07-23,2919
673,2017-07-24,2950
674,2017-07-25,2954
50,2017-07-25,2953
675,2017-07-26,2959
51,2017-07-27,2956
676,2017-07-27,2963
677,2017-07-28,2965
678,2017-07-30,2971
679,2017-07-31,2994
52,2017-08-01,2993
680,2017-08-01,3009
681,2017-08-02,3013
682,2017-08-03,3017
683,2017-08-04,3019
684,2017-08-05,3023
685,2017-08-06,3055
53,2017-08-07,3054
686,2017-08-07,3088
687,2017-08-08,3097
688,2017-08-09,3100
689,2017-08-10,3109
690,2017-08-11,3111
691,2017-08-12,3114
692,2017-08-13,3118
693,2017-08-14,3127
54,2017-08-14,3125
694,2017-08-15,3135
695,2017-08-16,3139
55,2017-08-16,3138
696,2017-08-17,3143
697,2017-08-18,3145
698,2017-08-19,3150
699,2017-08-20,3156
56,2017-08-21,3155
700,2017-08-21,3167
701,2017-08-22,3173
57,2017-08-23,3172
702,2017-08-23,3173
703,2017-08-24,3179
704,2017-08-25,3180
705,2017-08-26,3181
706,2017-08-27,3182
707,2017-08-28,3184
708,2017-08-29,3186
58,2017-08-30,3183
709,2017-08-30,3187
59,2017-08-31,3186
710,2017-08-31,3193
711,2017-09-01,3200
712,2017-09-02,3202
713,2017-09-03,3214
60,2017-09-04,3213
714,2017-09-04,3222
715,2017-09-05,3228
716,2017-09-06,3245
717,2017-09-07,3248
718,2017-09-08,3255
719,2017-09-09,3259
720,2017-09-10,3268
61,2017-09-11,3266
721,2017-09-11,3288
722,2017-09-12,3296
723,2017-09-13,3302
724,2017-09-14,3333
62,2017-09-14,3332
725,2017-09-15,3341
726,2017-09-16,3344
63,2017-09-17,3343
727,2017-09-17,3367
728,2017-09-18,3380
729,2017-09-19,3397
64,2017-09-19,3393
730,2017-09-20,3404
65,2017-09-21,3392
731,2017-09-21,3396
732,2017-09-22,3398
733,2017-09-23,3401
734,2017-09-24,3413
735,2017-09-25,3433
736,2017-09-26,3440
66,2017-09-27,3425
737,2017-09-27,3437
738,2017-09-28,3441
739,2017-09-29,3442
740,2017-09-30,3443
741,2017-10-01,3448
742,2017-10-02,3451
743,2017-10-03,3459
744,2017-10-04,3464
745,2017-10-05,3470
746,2017-10-06,3473
747,2017-10-07,3483
748,2017-10-08,3494
749,2017-10-09,3519
67,2017-10-09,3515
750,2017-10-10,3530
751,2017-10-11,3581
68,2017-10-12,3580
752,2017-10-12,3586
753,2017-10-13,3587
754,2017-10-14,3591
755,2017-10-15,3599
756,2017-10-16,3610
757,2017-10-17,3624
758,2017-10-18,3627
759,2017-10-19,3633
760,2017-10-20,3636
761,2017-10-21,3637
69,2017-10-22,3633
762,2017-10-22,3637
763,2017-10-23,3640
764,2017-10-24,3644
70,2017-10-24,3643
765,2017-10-25,3644
766,2017-10-26,3646
71,2017-10-26,3626
767,2017-10-28,3629
768,2017-10-29,3638
72,2017-10-29,3632
769,2017-10-30,3641
73,2017-10-30,3635
770,2017-10-31,3641
771,2017-11-01,3648
74,2017-11-01,3647
772,2017-11-02,3649
773,2017-11-03,3650
774,2017-11-04,3653
775,2017-11-05,3661
776,2017-11-06,3671
75,2017-11-07,3667
777,2017-11-07,3670
76,2017-11-08,3669
778,2017-11-08,3678
77,2017-11-09,3677
779,2017-11-09,3687
780,2017-11-10,3692
781,2017-11-11,3693
782,2017-11-12,3699
783,2017-11-13,3705
78,2017-11-13,3704
784,2017-11-14,3717
785,2017-11-15,3731
79,2017-11-16,3662
786,2017-11-16,3687
787,2017-11-17,3689
788,2017-11-18,3695
80,2017-11-19,3687
789,2017-11-19,3709
81,2017-11-20,3707
790,2017-11-20,3727
791,2017-11-21,3749
82,2017-11-21,3748
792,2017-11-22,3749
83,2017-11-22,3748
84,2017-11-23,3743
793,2017-11-23,3746
85,2017-11-25,3745
794,2017-11-26,3801
86,2017-11-26,3799
795,2017-11-27,3826
87,2017-11-27,3765
88,2017-11-28,3754
796,2017-11-28,3757
89,2017-11-29,3741
797,2017-11-29,3751
798,2017-11-30,3755
90,2017-11-30,3647
799,2017-12-01,3649
91,2017-12-01,3645
800,2017-12-02,3646
801,2017-12-03,3649
802,2017-12-04,3656
92,2017-12-04,3619
803,2017-12-05,3622
93,2017-12-05,3598
94,2017-12-06,3287
804,2017-12-06,3289
805,2017-12-07,3291
95,2017-12-07,3288
96,2017-12-08,3278
806,2017-12-09,3279
97,2017-12-09,3278
807,2017-12-10,3287
808,2017-12-11,3293
98,2017-12-11,3291
809,2017-12-12,3295
99,2017-12-12,3294
100,2017-12-13,3293
101,2017-12-14,3191
810,2017-12-14,3192
811,2017-12-15,3193
812,2017-12-16,3196
813,2017-12-17,3200
814,2017-12-18,3203
102,2017-12-21,3202
815,2017-12-22,3204
816,2017-12-26,3205
103,2017-12-27,3203
104,2017-12-29,3202
817,2017-12-29,3203
818,2017-12-30,3204
105,2017-12-30,3200
819,2017-12-31,3204
106,2017-12-31,3200
820,2018-01-01,3295
107,2018-01-01,3251
821,2018-01-02,3269
822,2018-01-03,3278
823,2018-01-04,3284
824,2018-01-05,3288
825,2018-01-06,3296
108,2018-01-07,3283
826,2018-01-07,3359
827,2018-01-08,3666
109,2018-01-08,3646
828,2018-01-09,3724
110,2018-01-09,3723
829,2018-01-10,3757
830,2018-01-11,3786
111,2018-01-11,3782
831,2018-01-12,3790
112,2018-01-13,3789
832,2018-01-13,3795
833,2018-01-14,3831
113,2018-01-15,3829
834,2018-01-15,3969
114,2018-01-16,3794
835,2018-01-16,4149
836,2018-01-17,4526
837,2018-01-18,4577
838,2018-01-19,4591
839,2018-01-20,4611
840,2018-01-21,4666
115,2018-01-22,4564
841,2018-01-22,4674
842,2018-01-23,4732
116,2018-01-24,4731
843,2018-01-24,4743
844,2018-01-25,4754
845,2018-01-26,4757
117,2018-01-27,4756
846,2018-01-27,4763
847,2018-01-28,4791
118,2018-01-28,4789
119,2018-01-29,4788
848,2018-01-29,5009
849,2018-01-30,5120
120,2018-01-30,5075
850,2018-01-31,5196
121,2018-01-31,5190
851,2018-02-01,5349
122,2018-02-01,5348
852,2018-02-02,5376
853,2018-02-03,5389
123,2018-02-04,5384
854,2018-02-04,5583
124,2018-02-05,5577
855,2018-02-05,5829
125,2018-02-06,5826
856,2018-02-06,5926
126,2018-02-07,5924
857,2018-02-07,5984
858,2018-02-08,6024
859,2018-02-09,6032
860,2018-02-10,6043
861,2018-02-11,6084
127,2018-02-12,6075
862,2018-02-12,6129
863,2018-02-13,6157
128,2018-02-13,6154
864,2018-02-14,6176
865,2018-02-15,6201
129,2018-02-15,6197
866,2018-02-16,6204
130,2018-02-16,6202
867,2018-02-17,6207
868,2018-02-18,6236
131,2018-02-18,6231
132,2018-02-19,6230
869,2018-02-19,6273
133,2018-02-20,6272
870,2018-02-20,6304
871,2018-02-21,6322
134,2018-02-21,6316
872,2018-02-22,6341
135,2018-02-22,6336
873,2018-02-23,6353
874,2018-02-24,6354
136,2018-02-24,6353
875,2018-02-25,6368
137,2018-02-25,6367
876,2018-02-26,6390
877,2018-02-27,6423
138,2018-02-27,6409
878,2018-02-28,6483
139,2018-02-28,6466
879,2018-03-01,6494
140,2018-03-01,6493
141,2018-03-02,6492
880,2018-03-02,6503
881,2018-03-03,6513
142,2018-03-04,6509
882,2018-03-04,6694
143,2018-03-05,6682
883,2018-03-05,6771
144,2018-03-06,6770
884,2018-03-06,6798
145,2018-03-07,6797
885,2018-03-07,6830
146,2018-03-08,6828
886,2018-03-08,6845
147,2018-03-09,6841
887,2018-03-09,6854
888,2018-03-10,6857
889,2018-03-11,6877
148,2018-03-11,6828
890,2018-03-12,6879
149,2018-03-12,6821
891,2018-03-13,6839
150,2018-03-13,6784
892,2018-03-14,6815
151,2018-03-14,6683
893,2018-03-15,6691
152,2018-03-15,6621
894,2018-03-16,6626
895,2018-03-17,6630
153,2018-03-18,6600
896,2018-03-18,6637
154,2018-03-19,6634
897,2018-03-19,6685
898,2018-03-20,6705
155,2018-03-20,6704
899,2018-03-21,6733
156,2018-03-22,6722
900,2018-03-22,6772
901,2018-03-23,6780
902,2018-03-24,6786
157,2018-03-24,6784
158,2018-03-25,6781
903,2018-03-25,6801
159,2018-03-26,6788
904,2018-03-26,6808
905,2018-03-27,6833
160,2018-03-27,6820
161,2018-03-28,6808
906,2018-03-28,6818
162,2018-03-29,6817
907,2018-03-29,6818
908,2018-03-30,6819
909,2018-03-31,6824
910,2018-04-01,6867
163,2018-04-01,5440
164,2018-04-02,5428
911,2018-04-02,5461
912,2018-04-03,5508
165,2018-04-03,5498
913,2018-04-04,5529
166,2018-04-04,5516
167,2018-04-05,5515
914,2018-04-05,5536
915,2018-04-06,5559
916,2018-04-07,5564
917,2018-04-08,5601
168,2018-04-08,5599
169,2018-04-09,5588
918,2018-04-09,5674
919,2018-04-10,5741
170,2018-04-10,5733
920,2018-04-11,5769
171,2018-04-11,5765
172,2018-04-12,5764
921,2018-04-12,5812
922,2018-04-13,5824
173,2018-04-14,5823
923,2018-04-14,5827
174,2018-04-15,5711
924,2018-04-15,5729
175,2018-04-16,5724
925,2018-04-16,5766
176,2018-04-17,5751
926,2018-04-17,5788
177,2018-04-18,5777
927,2018-04-18,5814
178,2018-04-19,5813
928,2018-04-19,5836
929,2018-04-20,5856
930,2018-04-21,5876
931,2018-04-22,5911
179,2018-04-23,5909
932,2018-04-23,5971
933,2018-04-24,5998
180,2018-04-24,5981
934,2018-04-25,5987
181,2018-04-25,5976
935,2018-04-26,5991
936,2018-04-27,5992
182,2018-04-27,5991
937,2018-04-28,6003
938,2018-04-29,6027
183,2018-04-29,6019
939,2018-04-30,6096
940,2018-05-01,6172
184,2018-05-01,6147
941,2018-05-02,6185
185,2018-05-02,6184
942,2018-05-03,6227
186,2018-05-03,6206
187,2018-05-04,6202
943,2018-05-04,6230
188,2018-05-05,6228
944,2018-05-05,6243
189,2018-05-06,6239
945,2018-05-06,6289
190,2018-05-07,6288
946,2018-05-07,6359
947,2018-05-08,6403
191,2018-05-09,6399
948,2018-05-09,6435
192,2018-05-10,6429
949,2018-05-10,6444
950,2018-05-11,6454
951,2018-05-12,6458
193,2018-05-12,6453
194,2018-05-13,6447
952,2018-05-13,6457
953,2018-05-14,6549
195,2018-05-14,6528
954,2018-05-15,6604
196,2018-05-15,6566
197,2018-05-16,6483
955,2018-05-16,6570
956,2018-05-17,6651
198,2018-05-17,6611
199,2018-05-18,6609
957,2018-05-18,6647
958,2018-05-19,6666
200,2018-05-20,6645
959,2018-05-20,6665
960,2018-05-21,6763
961,2018-05-22,6814
201,2018-05-22,6805
202,2018-05-23,6784
962,2018-05-23,6856
203,2018-05-24,6850
963,2018-05-24,6905
204,2018-05-25,6904
964,2018-05-25,6929
965,2018-05-26,6939
966,2018-05-27,6952
205,2018-05-27,6944
206,2018-05-28,6932
967,2018-05-28,7002
207,2018-05-29,6990
968,2018-05-29,7034
969,2018-05-30,7078
208,2018-05-30,7073
209,2018-05-31,7054
970,2018-05-31,7078
971,2018-06-01,7117
210,2018-06-02,7115
972,2018-06-02,7126
973,2018-06-03,7144
211,2018-06-03,7135
974,2018-06-04,7258
212,2018-06-04,7247
213,2018-06-05,7241
975,2018-06-05,7275
976,2018-06-06,7318
214,2018-06-06,7304
215,2018-06-07,7302
977,2018-06-07,7325
978,2018-06-08,7349
979,2018-06-09,7354
216,2018-06-09,7353
217,2018-06-10,7352
980,2018-06-10,7363
218,2018-06-11,7359
981,2018-06-11,7420
982,2018-06-12,7437
219,2018-06-12,7429
220,2018-06-13,7427
983,2018-06-13,7478
221,2018-06-14,7477
984,2018-06-14,7505
985,2018-06-15,7521
986,2018-06-16,7524
222,2018-06-17,7516
987,2018-06-17,7528
988,2018-06-18,7577
223,2018-06-18,7576
989,2018-06-19,7594
224,2018-06-19,7593
225,2018-06-20,7587
990,2018-06-20,7605
226,2018-06-21,7578
991,2018-06-21,7595
992,2018-06-22,7614
993,2018-06-23,7622
227,2018-06-24,7615
994,2018-06-24,7618
228,2018-06-25,7614
995,2018-06-25,7623
996,2018-06-26,7634
229,2018-06-26,7610
997,2018-06-27,7617
230,2018-06-27,7605
998,2018-06-28,7617
231,2018-06-28,7608
999,2018-06-29,7619
232,2018-06-29,7618
233,2018-06-30,7617
1000,2018-07-01,7629
234,2018-07-01,7623
235,2018-07-02,7613
1001,2018-07-02,7656
236,2018-07-03,7646
1002,2018-07-03,7660
1003,2018-07-04,7672
237,2018-07-04,7635
238,2018-07-05,7618
1004,2018-07-05,7637
1005,2018-07-06,7642
1006,2018-07-07,7647
239,2018-07-08,7619
1007,2018-07-08,7623
240,2018-07-09,7622
1008,2018-07-09,7643
241,2018-07-10,7633
1009,2018-07-10,7646
242,2018-07-11,7627
1010,2018-07-11,7639
243,2018-07-12,7638
1011,2018-07-12,7661
244,2018-07-13,7660
1012,2018-07-13,7668
1013,2018-07-14,7671
1014,2018-07-15,7675
1015,2018-07-16,7732
245,2018-07-16,7703
246,2018-07-17,7680
1016,2018-07-17,7724
1017,2018-07-18,7760
1018,2018-07-19,7793
247,2018-07-19,7789
1019,2018-07-20,7796
1020,2018-07-21,7799
248,2018-07-22,7794
1021,2018-07-22,7796
1022,2018-07-23,7806
249,2018-07-23,7801
250,2018-07-24,7800
1023,2018-07-24,7819
1024,2018-07-25,7826
251,2018-07-26,7821
1025,2018-07-26,7828
252,2018-07-27,7827
1026,2018-07-27,7839
1027,2018-07-28,7842
1028,2018-07-29,7849
253,2018-07-29,7848
1029,2018-07-30,7930
254,2018-07-30,7927
1030,2018-07-31,7962
255,2018-07-31,7955
1031,2018-08-01,8072
256,2018-08-01,8071
1032,2018-08-02,8098
1033,2018-08-03,8116
1034,2018-08-04,8122
257,2018-08-05,8121
1035,2018-08-05,8127
1036,2018-08-06,8220
258,2018-08-06,8217
259,2018-08-07,8206
1037,2018-08-07,8252
1038,2018-08-08,8292
1039,2018-08-09,8297
260,2018-08-09,8296
1040,2018-08-10,8330
1041,2018-08-11,8336
1042,2018-08-12,8349
261,2018-08-13,8341
1043,2018-08-13,8403
1044,2018-08-14,8461
1045,2018-08-15,8513
262,2018-08-16,8512
1046,2018-08-16,8535
1047,2018-08-17,8548
1048,2018-08-18,8554
1049,2018-08-19,8567
263,2018-08-20,8536
1050,2018-08-20,8588
264,2018-08-21,8587
1051,2018-08-21,8648
265,2018-08-22,8635
1052,2018-08-22,8655
266,2018-08-23,8654
1053,2018-08-23,8667
1054,2018-08-24,8703
1055,2018-08-25,8710
1056,2018-08-26,8717
1057,2018-08-27,8747
267,2018-08-27,8724
1058,2018-08-28,8748
1059,2018-08-29,8792
1060,2018-08-30,8815
1061,2018-08-31,8824
1062,2018-09-01,8832
268,2018-09-01,8831
1063,2018-09-02,8836
269,2018-09-02,8830
1064,2018-09-03,9018
