,ds,y
3725,2021-05-07,218
1109,2021-05-09,217
401,2021-05-10,215
2437,2021-05-11,214
4237,2021-05-12,215
2416,2021-05-13,215
5194,2021-05-15,208
822,2021-05-16,208
4766,2021-05-17,208
1183,2021-05-18,208
4240,2021-05-19,207
4511,2021-05-20,207
911,2021-05-23,205
1570,2021-05-24,204
1853,2021-05-25,203
4178,2021-05-26,203
4183,2021-05-27,202
2549,2021-05-30,202
1544,2021-05-31,202
1402,2021-06-01,196
548,2021-06-02,195
5085,2021-06-03,196
550,2021-06-05,196
31,2021-06-06,196
4892,2021-06-07,196
4903,2021-06-08,197
2747,2021-06-09,195
4849,2021-06-10,195
1188,2021-06-11,197
2902,2021-06-13,197
727,2021-06-14,197
1577,2021-06-15,198
2483,2021-06-16,198
2485,2021-06-17,198
927,2021-06-20,199
1471,2021-06-21,199
14,2021-06-22,199
11,2021-06-23,198
4902,2021-06-24,198
2643,2021-06-27,195
6407,2021-06-28,192
1465,2021-06-29,192
4697,2021-06-30,191
102,2021-07-01,191
3482,2021-07-04,190
3813,2021-07-05,190
3810,2021-07-06,190
5062,2021-07-07,190
1852,2021-07-08,191
211,2021-07-12,189
3815,2021-07-13,189
3817,2021-07-14,189
3689,2021-07-15,188
2343,2021-07-18,187
4343,2021-07-19,186
4655,2021-07-20,186
2368,2021-07-21,185
5125,2021-07-25,184
3625,2021-07-26,184
3691,2021-07-27,184
5124,2021-07-28,184
1581,2021-07-29,184
3684,2021-07-30,182
3816,2021-07-31,182
1942,2021-08-01,182
2194,2021-08-02,181
5137,2021-08-03,181
815,2021-08-05,181
54,2021-08-08,181
2602,2021-08-09,181
2195,2021-08-10,181
4094,2021-08-11,181
2552,2021-08-12,181
3570,2021-08-15,181
3254,2021-08-16,181
1302,2021-08-19,181
2192,2021-08-22,181
3695,2021-08-23,181
60,2021-08-24,181
3242,2021-08-25,181
3663,2021-08-26,181
254,2021-08-27,181
1176,2021-08-29,181
5079,2021-08-30,181
2338,2021-08-31,180
1653,2021-09-04,180
5117,2021-09-05,179
3880,2021-09-06,179
5213,2021-09-09,179
2551,2021-09-14,179
3726,2021-09-15,179
3931,2021-09-16,179
904,2021-09-19,178
4482,2021-09-20,178
4852,2021-09-21,178
4851,2021-09-22,178
1348,2021-09-23,177
2402,2021-09-25,177
5072,2021-09-26,177
4142,2021-09-27,177
5107,2021-09-28,177
205,2021-09-29,176
31,2021-09-30,145
2372,2021-10-02,144
3429,2021-10-03,142
4624,2021-10-04,142
3575,2021-10-05,142
3076,2021-10-06,142
3698,2021-10-07,142
469,2021-10-10,141
4687,2021-10-11,141
4611,2021-10-12,141
3072,2021-10-13,139
4059,2021-10-14,139
4936,2021-10-15,137
934,2021-10-17,138
2302,2021-10-18,139
931,2021-10-19,138
3082,2021-10-20,137
3426,2021-10-21,137
4939,2021-10-22,137
2109,2021-10-24,137
5167,2021-10-25,137
4379,2021-10-26,137
2493,2021-10-27,136
2107,2021-10-28,136
4895,2021-10-31,136
15,2021-11-01,136
4512,2021-11-02,136
4621,2021-11-03,137
1349,2021-11-04,137
4498,2021-11-06,137
5114,2021-11-07,136
5208,2021-11-08,135
4237,2021-11-09,134
6165,2021-11-10,134
5145,2021-11-11,134
4397,2021-11-13,134
38,2021-11-14,134
2481,2021-11-15,134
19,2021-11-16,132
3872,2021-11-17,132
6215,2021-11-18,132
4485,2021-11-20,132
4296,2021-11-21,132
4613,2021-11-22,132
4505,2021-11-23,131
4297,2021-11-24,131
4062,2021-11-25,131
1220,2021-11-28,131
4246,2021-11-29,131
4948,2021-11-30,131
4961,2021-12-01,131
2018,2021-12-02,131
3094,2021-12-05,129
4962,2021-12-06,129
4064,2021-12-07,129
4964,2021-12-08,129
5140,2021-12-09,127
4065,2021-12-12,126
7,2021-12-13,126
3065,2021-12-14,126
4895,2021-12-16,126
3631,2021-12-30,126
1184,2022-01-02,126
3483,2022-01-03,126
415,2022-01-04,127
742,2022-01-06,127
1188,2022-01-07,127
1599,2022-01-09,127
5222,2022-01-10,127
3557,2022-01-11,127
2783,2022-01-12,127
39,2022-01-13,127
413,2022-01-15,127
1964,2022-01-16,127
3707,2022-01-17,127
1904,2022-01-18,126
1665,2022-01-19,126
4854,2022-01-20,126
4051,2022-01-23,126
4765,2022-01-24,125
3230,2022-01-25,124
1160,2022-01-27,122
4857,2022-01-30,122
4846,2022-01-31,122
1898,2022-02-01,122
2353,2022-02-02,122
1167,2022-02-03,122
4679,2022-02-05,121
1632,2022-02-06,121
3422,2022-02-07,120
461,2022-02-08,120
1880,2022-02-09,120
711,2022-02-10,120
1594,2022-02-12,120
1878,2022-02-13,120
3090,2022-02-14,120
4235,2022-02-15,120
1153,2022-02-16,120
4700,2022-02-19,120
497,2022-02-20,120
1583,2022-02-21,120
4401,2022-02-22,120
420,2022-02-23,121
2145,2022-02-24,121
6409,2022-02-27,121
4769,2022-02-28,121
3082,2022-03-01,122
4193,2022-03-02,122
1105,2022-03-03,121
4785,2022-03-06,121
4906,2022-03-07,121
3071,2022-03-08,120
472,2022-03-09,120
4156,2022-03-10,120
4927,2022-03-13,120
4951,2022-03-14,120
3527,2022-03-15,120
4707,2022-03-16,120
839,2022-03-17,120
4919,2022-03-20,120
3148,2022-03-21,120
5166,2022-03-22,120
3705,2022-03-23,120
4786,2022-03-24,121
4497,2022-03-26,121
3149,2022-03-27,121
3091,2022-03-28,122
3530,2022-03-29,122
5059,2022-03-30,122
1905,2022-03-31,122
5026,2022-04-03,122
3087,2022-04-04,120
3093,2022-04-05,120
3576,2022-04-06,121
4022,2022-04-07,121
938,2022-04-08,121
4067,2022-04-10,121
3153,2022-04-11,121
2116,2022-04-12,121
503,2022-04-13,121
1346,2022-04-14,122
4200,2022-04-15,122
4201,2022-04-16,122
2189,2022-04-17,122
4094,2022-04-18,122
848,2022-04-19,121
2285,2022-04-20,121
5141,2022-04-21,121
1770,2022-04-24,120
1951,2022-04-25,120
945,2022-04-26,120
1775,2022-04-27,120
1778,2022-04-28,120
5127,2022-04-29,120
4714,2022-05-01,120
2782,2022-05-02,120
4100,2022-05-03,120
1673,2022-05-04,120
3936,2022-05-05,121
41,2022-05-08,122
1806,2022-05-09,120
4476,2022-05-10,121
1792,2022-05-11,121
3938,2022-05-12,121
2169,2022-05-15,121
4940,2022-05-16,121
4952,2022-05-17,121
4962,2022-05-18,121
4716,2022-05-19,121
2208,2022-05-22,121
5078,2022-05-23,121
4411,2022-05-24,120
4409,2022-05-25,121
942,2022-05-26,121
916,2022-05-28,121
4415,2022-05-29,121
1228,2022-05-30,122
3903,2022-05-31,125
4538,2022-06-01,127
1353,2022-06-02,129
4213,2022-06-04,128
419,2022-06-05,127
747,2022-06-06,127
3737,2022-06-07,127
187,2022-06-08,126
4787,2022-06-09,126
3738,2022-06-11,126
1192,2022-06-12,126
2512,2022-06-13,128
2503,2022-06-14,129
5060,2022-06-15,129
1190,2022-06-16,129
851,2022-06-19,128
1919,2022-06-20,127
4303,2022-06-21,127
4104,2022-06-22,125
959,2022-06-23,125
4792,2022-06-24,127
4633,2022-06-26,128
2455,2022-06-27,128
5238,2022-06-28,129
4066,2022-06-29,131
4175,2022-06-30,132
856,2022-07-03,132
3951,2022-07-04,132
4106,2022-07-05,132
4793,2022-07-06,133
1210,2022-07-07,132
814,2022-07-09,132
3952,2022-07-10,132
4637,2022-07-11,132
4812,2022-07-12,133
1911,2022-07-13,134
3960,2022-07-14,134
1956,2022-07-18,134
2426,2022-07-19,134
4305,2022-07-20,135
5198,2022-07-21,135
2461,2022-07-24,135
4249,2022-07-25,135
2446,2022-07-26,134
4807,2022-07-27,133
857,2022-07-28,133
5045,2022-07-30,132
4058,2022-07-31,132
3148,2022-08-01,132
2032,2022-08-02,131
453,2022-08-03,131
2399,2022-08-04,130
1198,2022-08-07,130
2515,2022-08-08,129
3460,2022-08-09,129
948,2022-08-10,129
4457,2022-08-11,127
4613,2022-08-12,121
4424,2022-08-14,121
402,2022-08-15,121
4084,2022-08-16,122
4417,2022-08-17,122
793,2022-08-21,122
927,2022-08-22,121
2158,2022-08-23,121
4725,2022-08-24,121
1205,2022-08-25,117
1360,2022-08-28,117
5173,2022-08-29,117
3648,2022-08-30,117
4520,2022-08-31,118
1870,2022-09-01,117
2320,2022-09-04,117
959,2022-09-05,117
1100,2022-09-06,117
5255,2022-09-07,116
937,2022-09-08,116
399,2022-09-11,116
4975,2022-09-12,116
2795,2022-09-13,116
430,2022-09-14,115
850,2022-09-15,115
2223,2022-09-18,114
4815,2022-09-19,114
4693,2022-09-20,114
4734,2022-09-21,114
2164,2022-09-22,114
400,2022-09-24,114
195,2022-09-25,114
4454,2022-09-26,112
2061,2022-09-27,108
2163,2022-09-28,109
303,2022-09-29,108
4974,2022-09-30,108
5293,2022-10-02,108
4816,2022-10-03,107
4817,2022-10-04,107
3884,2022-10-05,107
4429,2022-10-06,107
3464,2022-10-09,107
3581,2022-10-10,106
440,2022-10-11,106
5175,2022-10-12,106
3905,2022-10-13,106
3427,2022-10-16,105
5030,2022-10-17,105
1682,2022-10-18,105
2523,2022-10-19,105
3463,2022-10-20,105
4200,2022-10-21,101
4738,2022-10-23,101
3162,2022-10-24,101
5247,2022-10-25,101
2111,2022-10-26,101
6402,2022-10-27,100
2168,2022-10-30,100
1340,2022-10-31,101
198,2022-11-01,102
441,2022-11-02,102
4252,2022-11-03,104
5281,2022-11-06,105
4437,2022-11-07,105
2100,2022-11-08,105
2531,2022-11-09,105
1191,2022-11-10,105
2074,2022-11-11,104
3431,2022-11-12,104
1966,2022-11-13,104
1097,2022-11-14,103
2132,2022-11-15,103
5148,2022-11-16,102
420,2022-11-17,102
3724,2022-11-18,101
196,2022-11-20,101
4548,2022-11-21,100
5283,2022-11-22,100
3589,2022-11-23,100
3920,2022-11-24,99
5290,2022-11-27,100
3590,2022-11-28,100
4745,2022-11-29,100
1913,2022-11-30,100
4646,2022-12-01,99
3742,2022-12-04,99
3921,2022-12-05,99
2075,2022-12-06,99
4733,2022-12-08,99
3911,2022-12-11,99
6382,2022-12-14,99
5252,2022-12-22,99
2459,2022-12-23,99
1194,2022-12-31,99
6420,2023-01-01,99
5269,2023-01-02,99
778,2023-01-05,99
4982,2023-01-08,99
1258,2023-01-09,99
1297,2023-01-10,99
740,2023-01-11,99
3561,2023-01-15,99
1906,2023-01-16,99
3687,2023-01-17,99
2307,2023-01-18,99
2160,2023-01-19,99
454,2023-01-22,98
763,2023-01-23,97
5175,2023-01-24,97
433,2023-01-25,96
4681,2023-01-26,96
844,2023-01-29,96
5039,2023-01-30,96
192,2023-01-31,95
2838,2023-02-01,95
4746,2023-02-02,95
2603,2023-02-05,95
2831,2023-02-06,95
2840,2023-02-07,95
3967,2023-02-08,94
1702,2023-02-09,94
3731,2023-02-10,92
4106,2023-02-12,92
2066,2023-02-13,91
3143,2023-02-14,91
5196,2023-02-15,91
4400,2023-02-16,89
4266,2023-02-17,85
2451,2023-02-19,85
4516,2023-02-20,85
5296,2023-02-21,84
2321,2023-02-22,84
4862,2023-02-23,84
3457,2023-02-25,84
2303,2023-02-26,84
3455,2023-02-27,84
391,2023-02-28,82
947,2023-03-01,82
2128,2023-03-02,82
5281,2023-03-04,80
43,2023-03-05,80
439,2023-03-06,78
2109,2023-03-07,78
4029,2023-03-08,78
2514,2023-03-09,77
4632,2023-03-10,77
2469,2023-03-12,77
2824,2023-03-13,75
4527,2023-03-14,73
3144,2023-03-15,72
2468,2023-03-16,70
3581,2023-03-17,70
915,2023-03-19,70
4277,2023-03-20,68
5060,2023-03-21,67
3155,2023-03-22,67
806,2023-03-23,67
5236,2023-03-26,67
4647,2023-03-27,65
2077,2023-03-28,65
2068,2023-03-29,65
1230,2023-03-30,65
2219,2023-03-31,65
4514,2023-04-01,64
4750,2023-04-02,64
4860,2023-04-03,63
2245,2023-04-04,62
852,2023-04-07,62
5170,2023-04-09,62
795,2023-04-10,62
4751,2023-04-11,62
4010,2023-04-12,62
5033,2023-04-13,60
4309,2023-04-14,60
3916,2023-04-16,60
3573,2023-04-17,60
4201,2023-04-18,59
4787,2023-04-19,59
3682,2023-04-20,59
3697,2023-04-23,59
4792,2023-04-24,55
4314,2023-04-25,55
1660,2023-04-27,55
2231,2023-04-29,54
759,2023-04-30,54
2456,2023-05-01,54
1345,2023-05-02,54
3582,2023-05-03,54
2232,2023-05-04,54
4428,2023-05-06,54
4324,2023-05-07,54
1726,2023-05-08,55
1987,2023-05-09,46
3480,2023-05-10,43
5034,2023-05-12,41
4001,2023-05-14,40
2508,2023-05-16,38
4464,2023-05-17,37
429,2023-05-18,35
2483,2023-05-21,29
5248,2023-05-22,29
3443,2023-05-23,29
4868,2023-05-24,29
2803,2023-05-25,29
4732,2023-05-26,29
3464,2023-05-28,29
4790,2023-05-30,28
5273,2023-05-31,26
5292,2023-06-01,26
971,2023-06-03,26
4795,2023-06-04,26
3585,2023-06-05,25
5040,2023-06-06,24
522,2023-06-07,24
1482,2023-06-08,24
4335,2023-06-11,25
3932,2023-06-12,29
843,2023-06-13,29
3975,2023-06-14,28
4443,2023-06-15,28
793,2023-06-18,28
812,2023-06-19,22
5131,2023-06-21,22
4817,2023-06-22,22
2510,2023-06-25,22
4064,2023-06-26,22
3162,2023-06-27,22
4071,2023-06-28,22
734,2023-06-29,22
4308,2023-07-02,22
4317,2023-07-03,20
4203,2023-07-04,17
3919,2023-07-05,17
4431,2023-07-06,17
4334,2023-07-09,17
4810,2023-07-10,12
4809,2023-07-11,12
1744,2023-07-12,12
3920,2023-07-16,12
3165,2023-07-17,12
5135,2023-07-18,12
2121,2023-07-19,12
405,2023-07-23,12
4812,2023-07-24,11
838,2023-07-25,11
3952,2023-07-26,11
2463,2023-07-27,11
3657,2023-07-29,11
4808,2023-07-30,11
3961,2023-07-31,10
1144,2023-08-02,9
957,2023-08-03,9
3723,2023-08-06,9
4689,2023-08-07,9
418,2023-08-09,9
1777,2023-08-10,8
4548,2023-08-13,8
5226,2023-08-14,8
2142,2023-08-15,8
4544,2023-08-20,8
3463,2023-08-21,8
4418,2023-08-22,8
4704,2023-08-23,8
4731,2023-08-24,8
4714,2023-08-27,8
2136,2023-08-28,8
5148,2023-08-29,8
2224,2023-08-30,8
5228,2023-08-31,8
4716,2023-09-02,8
4546,2023-09-03,8
2101,2023-09-04,7
2077,2023-09-05,7
4719,2023-09-06,7
1735,2023-09-07,7
2086,2023-09-10,7
888,2023-09-11,6
2525,2023-09-12,6
2073,2023-09-13,6
5123,2023-09-14,6
871,2023-09-16,6
4861,2023-09-17,6
3962,2023-09-18,6
2075,2023-09-19,6
3798,2023-09-21,6
5057,2023-09-25,4
2076,2023-09-28,2
5284,2023-09-30,2
5219,2023-10-01,2
3536,2023-10-02,2
4972,2023-10-03,2
2528,2023-10-04,2
3539,2023-10-08,2
3538,2023-10-09,2
4976,2023-10-10,2
4981,2023-10-11,2
4410,2023-10-12,2
4735,2023-10-14,2
3255,2023-10-16,2
