,ds,y
79145,2018-07-27,851
138730,2018-07-28,851
129112,2018-07-29,851
152604,2018-07-30,853
144425,2018-07-31,872
129302,2018-08-01,874
152515,2018-08-02,894
152562,2018-08-03,894
163864,2018-08-04,895
106368,2018-08-05,897
129419,2018-08-06,898
129070,2018-08-07,932
109531,2018-08-08,945
104942,2018-08-09,951
129218,2018-08-10,952
129549,2018-08-11,952
163900,2018-08-12,953
139448,2018-08-13,953
152591,2018-08-14,958
129096,2018-08-15,962
152717,2018-08-16,968
109549,2018-08-17,968
152588,2018-08-18,970
152691,2018-08-19,970
152781,2018-08-20,970
79261,2018-08-21,971
109536,2018-08-22,982
129474,2018-08-23,983
146198,2018-08-24,988
152666,2018-08-25,990
152664,2018-08-26,991
153510,2018-08-27,992
129502,2018-08-28,999
36236,2018-08-29,1009
129193,2018-08-30,1019
129556,2018-08-31,1033
129809,2018-09-01,1035
84790,2018-09-02,1036
146410,2018-09-03,1036
129453,2018-09-04,1061
133562,2018-09-05,1077
129378,2018-09-06,1112
130172,2018-09-07,1165
113033,2018-09-08,1168
84717,2018-09-09,1168
113075,2018-09-10,1170
105708,2018-09-11,1192
22758,2018-09-12,1085
129591,2018-09-13,1087
138402,2018-09-14,1101
156646,2018-09-15,1102
152641,2018-09-16,1106
146671,2018-09-17,1108
133622,2018-09-18,1148
138272,2018-09-19,1214
138422,2018-09-20,1216
138279,2018-09-21,1228
96414,2018-09-22,1234
112356,2018-09-23,1234
112073,2018-09-24,1235
113391,2018-09-25,1240
129716,2018-09-26,1253
146591,2018-09-27,1274
106818,2018-09-28,1278
129834,2018-09-29,1285
74604,2018-09-30,1285
130238,2018-10-01,1285
129951,2018-10-02,1295
112260,2018-10-03,1314
112519,2018-10-04,1319
156717,2018-10-05,1330
112568,2018-10-06,1334
146303,2018-10-07,1334
130003,2018-10-08,1334
146228,2018-10-09,1347
146322,2018-10-10,1390
130239,2018-10-11,1418
112597,2018-10-12,1425
69890,2018-10-13,1438
153011,2018-10-14,1438
113378,2018-10-15,1439
152941,2018-10-16,1456
138439,2018-10-17,1488
130399,2018-10-18,1508
156607,2018-10-19,1523
138652,2018-10-20,1547
130490,2018-10-21,1547
130388,2018-10-22,1547
69940,2018-10-23,1560
112750,2018-10-24,1591
126258,2018-10-25,1613
146483,2018-10-26,1620
112573,2018-10-27,1629
163863,2018-10-28,1629
30858,2018-10-29,1630
153081,2018-10-30,1638
152499,2018-10-31,1639
130514,2018-11-01,1655
133764,2018-11-02,1658
124935,2018-11-03,1668
106346,2018-11-04,1669
69928,2018-11-05,1669
133682,2018-11-06,1728
130507,2018-11-07,1746
85976,2018-11-08,1748
129510,2018-11-09,1756
112197,2018-11-10,1759
85489,2018-11-11,1759
85781,2018-11-12,1759
133711,2018-11-13,1776
112228,2018-11-14,1799
130499,2018-11-15,1801
112188,2018-11-16,1806
113355,2018-11-18,1809
112158,2018-11-19,1806
112276,2018-11-20,1808
86932,2018-11-21,1809
112371,2018-11-22,1810
130567,2018-11-23,1810
130277,2018-11-24,1811
85498,2018-11-25,1811
138487,2018-11-26,1811
163901,2018-11-27,1817
138444,2018-11-28,1820
108416,2018-11-29,1834
100657,2018-11-30,1847
145481,2018-12-02,1855
109663,2018-12-03,1855
