,ds,y
1530,2019-01-03,14
1036,2019-01-04,14
5537,2019-01-05,14
568,2019-01-06,14
1627,2019-01-07,14
4591,2019-01-08,14
5725,2019-01-09,14
1294,2019-01-10,14
2978,2019-01-13,14
3185,2019-01-14,14
1293,2019-01-15,14
4993,2019-01-16,14
4988,2019-01-17,14
2925,2019-01-20,14
167,2019-01-21,14
3351,2019-01-22,14
5420,2019-01-23,14
5500,2019-01-24,14
2573,2019-01-27,14
6220,2019-01-28,14
6501,2019-01-29,14
329,2019-01-30,14
1374,2019-01-31,14
1530,2019-02-03,14
5776,2019-02-04,14
3830,2019-02-05,14
1437,2019-02-06,14
6371,2019-02-09,14
6257,2019-02-10,14
373,2019-02-11,14
2720,2019-02-12,14
1079,2019-02-13,14
5349,2019-02-14,14
676,2019-02-17,14
4667,2019-02-18,14
5013,2019-02-19,14
5004,2019-02-20,14
2584,2019-02-21,14
4596,2019-02-23,14
4594,2019-02-24,14
3976,2019-02-25,14
5945,2019-02-26,14
6016,2019-02-27,14
2084,2019-02-28,14
5931,2019-03-01,14
658,2019-03-03,14
893,2019-03-04,14
6372,2019-03-05,14
2250,2019-03-06,14
868,2019-03-07,14
1626,2019-03-09,14
4603,2019-03-10,14
5911,2019-03-11,14
5630,2019-03-12,14
2684,2019-03-13,14
5891,2019-03-14,14
4865,2019-03-17,14
5627,2019-03-18,14
5018,2019-03-19,14
870,2019-03-20,14
2262,2019-03-21,14
2276,2019-03-22,14
2270,2019-03-24,14
6367,2019-03-25,14
3409,2019-03-26,14
144,2019-03-27,14
6113,2019-03-28,14
4985,2019-03-29,14
2274,2019-03-30,14
1866,2019-03-31,14
3227,2019-04-01,14
331,2019-04-02,14
3399,2019-04-03,14
4363,2019-04-04,14
2434,2019-04-06,14
897,2019-04-07,14
3323,2019-04-08,14
3283,2019-04-09,14
3362,2019-04-10,14
4282,2019-04-11,14
1127,2019-04-14,14
5191,2019-04-15,14
2428,2019-04-16,14
4037,2019-04-17,14
3027,2019-04-21,14
6130,2019-04-22,14
4653,2019-04-23,14
3014,2019-04-24,15
2589,2019-04-25,15
4463,2019-04-28,15
1846,2019-04-29,15
6203,2019-04-30,15
4166,2019-05-01,15
2987,2019-05-02,15
3802,2019-05-03,15
3803,2019-05-04,15
4167,2019-05-05,15
4658,2019-05-06,15
1477,2019-05-07,15
2936,2019-05-08,15
2692,2019-05-09,15
1863,2019-05-10,15
3175,2019-05-12,15
6143,2019-05-13,15
2898,2019-05-14,15
2086,2019-05-15,16
3187,2019-05-16,16
3797,2019-05-19,16
2277,2019-05-20,16
3220,2019-05-21,16
4151,2019-05-22,16
3215,2019-05-23,16
379,2019-05-26,16
6561,2019-05-27,16
3798,2019-05-28,16
6562,2019-05-29,16
1882,2019-05-30,17
4283,2019-05-31,17
6084,2019-06-01,17
5327,2019-06-02,17
6201,2019-06-03,17
4368,2019-06-04,17
2902,2019-06-05,17
6114,2019-06-06,17
681,2019-06-09,17
1492,2019-06-10,17
6551,2019-06-11,17
3064,2019-06-12,17
882,2019-06-13,17
4390,2019-06-17,17
2760,2019-06-18,17
2904,2019-06-19,17
3313,2019-06-20,17
3411,2019-06-22,17
529,2019-06-23,17
110,2019-06-24,17
6128,2019-06-25,17
2006,2019-06-26,17
1311,2019-06-27,17
1885,2019-06-29,17
6150,2019-06-30,17
132,2019-07-01,17
5549,2019-07-02,17
4227,2019-07-04,17
6531,2019-07-07,17
6542,2019-07-08,17
3029,2019-07-09,17
4587,2019-07-10,17
519,2019-07-11,17
108,2019-07-14,17
6343,2019-07-15,17
2007,2019-07-16,17
6558,2019-07-17,17
1299,2019-07-18,17
2271,2019-07-21,17
1278,2019-07-23,17
1277,2019-07-24,17
4136,2019-07-25,17
3854,2019-07-28,17
2665,2019-07-29,17
2672,2019-07-30,17
3412,2019-07-31,17
6524,2019-08-01,17
6040,2019-08-02,17
3235,2019-08-04,17
6366,2019-08-05,17
896,2019-08-06,17
1504,2019-08-07,17
6413,2019-08-08,17
368,2019-08-09,17
3862,2019-08-11,17
5013,2019-08-12,17
538,2019-08-13,17
599,2019-08-14,17
581,2019-08-15,17
1386,2019-08-18,17
5723,2019-08-19,17
3620,2019-08-20,18
380,2019-08-21,18
2655,2019-08-22,18
683,2019-08-25,18
2325,2019-08-26,18
385,2019-08-27,18
4578,2019-08-29,18
4606,2019-09-01,18
5737,2019-09-02,18
3033,2019-09-03,18
1551,2019-09-04,18
2542,2019-09-05,18
894,2019-09-08,18
6564,2019-09-09,18
386,2019-09-10,18
4162,2019-09-11,18
2597,2019-09-14,18
2471,2019-09-15,18
4160,2019-09-16,18
3135,2019-09-17,18
3243,2019-09-25,18
1397,2019-09-26,18
3922,2019-09-27,18
3242,2019-09-29,18
3534,2019-09-30,18
3250,2019-10-01,18
5890,2019-10-02,18
1093,2019-10-03,18
4499,2019-10-04,18
4678,2019-10-06,18
5629,2019-10-07,18
4554,2019-10-08,18
3926,2019-10-09,18
277,2019-10-10,18
4279,2019-10-13,18
4679,2019-10-15,18
6553,2019-10-19,18
2249,2019-10-20,18
1939,2019-10-21,18
2449,2019-10-22,18
2436,2019-10-23,18
1946,2019-10-24,18
456,2019-10-27,18
3666,2019-10-28,18
3663,2019-10-29,18
4389,2019-10-30,18
2440,2019-10-31,18
4368,2019-11-03,18
2093,2019-11-04,18
2358,2019-11-05,18
3855,2019-11-06,18
4492,2019-11-07,18
4501,2019-11-09,18
2010,2019-11-10,18
2008,2019-11-11,18
2089,2019-11-12,18
4001,2019-11-13,18
4003,2019-11-14,18
3815,2019-11-15,19
3833,2019-11-16,19
689,2019-11-17,19
489,2019-11-18,19
4006,2019-11-19,19
2699,2019-11-20,19
5154,2019-11-21,19
4670,2019-11-22,19
4764,2019-11-24,19
2468,2019-11-25,19
3868,2019-11-26,19
4009,2019-11-27,19
700,2019-11-28,19
701,2019-12-01,19
4006,2019-12-02,19
4080,2019-12-03,19
51,2019-12-04,19
1927,2019-12-05,19
5893,2019-12-08,19
54,2019-12-09,19
3839,2019-12-12,19
1718,2019-12-15,19
1533,2019-12-22,19
1517,2019-12-30,19
1629,2019-12-31,19
183,2020-01-02,19
2279,2020-01-05,19
3226,2020-01-06,19
1322,2020-01-07,19
55,2020-01-08,19
459,2020-01-09,19
2282,2020-01-12,19
279,2020-01-13,19
4881,2020-01-14,19
2542,2020-01-15,19
284,2020-01-16,19
285,2020-01-19,19
281,2020-01-20,19
208,2020-01-21,19
4373,2020-01-22,19
1,2020-01-23,19
881,2020-01-26,19
5633,2020-01-27,19
3033,2020-01-28,19
280,2020-01-29,19
381,2020-01-30,19
3675,2020-01-31,19
386,2020-02-01,19
5895,2020-02-02,19
4254,2020-02-03,19
3238,2020-02-04,19
3665,2020-02-05,19
2283,2020-02-06,19
2765,2020-02-09,19
6013,2020-02-10,19
1948,2020-02-12,19
2030,2020-02-13,19
2018,2020-02-14,19
