Year,Quarter,Month,Day,SmartStart ECD - FBProphet,SmartStart ECD - SS Targets
,,,,,1661112
2015,Qtr 1,January,1,-173.430421029817,
2015,Qtr 1,January,18,-120.8040495848266,
2015,Qtr 1,January,26,-87.50236600588323,
2015,Qtr 1,March,1,10.45996586888933,
2015,Qtr 1,March,2,10.63617229779992,
2015,Qtr 1,March,24,55.4691365538693,
2015,Qtr 2,April,1,58.51643332669907,
2015,Qtr 2,April,13,66.82106622145356,
2015,Qtr 2,May,7,62.48241524952095,
2015,Qtr 2,May,11,59.27893545960097,
2015,Qtr 2,May,12,61.12097344837859,
2015,Qtr 2,June,5,69.64072998369704,
2015,Qtr 2,June,15,68.12483788388008,
2015,Qtr 3,September,15,-38.15360981389689,
2015,Qtr 4,October,5,-63.62903867411573,
2015,Qtr 4,October,26,-86.73664472073615,
2015,Qtr 4,November,22,-116.5789159959349,
2016,Qtr 1,January,3,-115.3108267573134,
2016,Qtr 1,January,4,-114.6317223130609,
2016,Qtr 1,January,8,-100.2993398967327,
2016,Qtr 1,January,9,-97.36412224916475,
2016,Qtr 1,January,10,-95.04928176376703,
2016,Qtr 1,January,11,-94.29684001382819,
2016,Qtr 1,January,12,-89.59338745251901,
2016,Qtr 1,January,17,-72.15097440223602,
2016,Qtr 1,January,31,-9.122655153974486,
2016,Qtr 1,February,2,-0.6684896705131571,
2016,Qtr 1,February,4,8.714046451509443,
2016,Qtr 1,February,12,33.66922970331322,
2016,Qtr 1,February,15,36.73068464914202,
2016,Qtr 1,February,17,41.05421586808831,
2016,Qtr 1,February,21,48.23060485204884,
2016,Qtr 1,February,26,57.40261718150055,
2016,Qtr 1,March,1,65.08636332335422,
2016,Qtr 1,March,23,108.1288316732784,
2016,Qtr 2,April,13,121.8805122988351,
2016,Qtr 2,April,28,122.0013025865516,
2016,Qtr 2,May,11,113.8734450845132,
2016,Qtr 2,May,31,122.9070168603417,
2016,Qtr 2,June,1,122.1154649165055,
2016,Qtr 2,June,6,119.8513980958396,
2016,Qtr 2,June,7,121.3517661066939,
2016,Qtr 2,June,12,122.5488098670549,
2016,Qtr 2,June,21,129.4183827344864,
2016,Qtr 3,July,1,134.4491934114162,
2016,Qtr 3,July,27,79.71687389972263,
2016,Qtr 3,July,29,78.70296973261443,
2016,Qtr 3,August,16,42.78418613630288,
2016,Qtr 3,August,17,39.60858784409335,
2016,Qtr 3,August,25,24.03112081536612,
2016,Qtr 3,August,26,22.77075922588306,
2016,Qtr 3,September,1,18.03323682319354,
2016,Qtr 3,September,2,17.98253893259979,
2016,Qtr 3,September,7,16.25280356156759,
2016,Qtr 4,November,4,-49.29749160268341,
2016,Qtr 4,November,14,-60.8715733797156,
2016,Qtr 4,November,23,-66.33188947968596,
2016,Qtr 4,December,30,-110.8871737926941,
2017,Qtr 1,January,1,-107.7451922774022,
2017,Qtr 1,January,2,-108.1270290635521,
2017,Qtr 1,January,3,-104.6428330875608,
2017,Qtr 1,January,4,-103.4254801465695,
2017,Qtr 1,January,7,-96.2466862098007,
2017,Qtr 1,January,8,-95.05356538009158,
2017,Qtr 1,January,9,-95.44381740157081,
2017,Qtr 1,January,10,-91.90506559426046,
2017,Qtr 1,January,11,-90.55161965718646,
2017,Qtr 1,January,12,-86.92555733833457,
2017,Qtr 1,January,15,-80.5892511449672,
2017,Qtr 1,January,16,-80.30253577442693,
2017,Qtr 1,January,17,-75.98457045570547,
2017,Qtr 1,January,18,-73.76245943957011,
2017,Qtr 1,January,20,-65.90995277047982,
2017,Qtr 1,January,23,-58.5320608711024,
2017,Qtr 1,January,25,-50.17608602091121,
2017,Qtr 1,January,26,-44.84755944561756,
2017,Qtr 1,January,29,-34.06186916916218,
2017,Qtr 1,January,31,-27.47384474991452,
2017,Qtr 1,February,1,-24.66835812968915,
2017,Qtr 1,February,2,-19.82820412299908,
2017,Qtr 1,February,3,-16.60081702110796,
2017,Qtr 1,February,4,-13.69518298200331,
2017,Qtr 1,February,5,-11.65952802721743,
2017,Qtr 1,February,6,-11.46445642622711,
2017,Qtr 1,February,7,-7.62118484419707,
2017,Qtr 1,February,8,-6.263670492972105,
2017,Qtr 1,February,9,-2.948930361580365,
2017,Qtr 1,February,10,-1.293287471036781,
2017,Qtr 1,February,13,-0.8275668042068318,
2017,Qtr 1,February,14,1.578950148722917,
2017,Qtr 1,February,22,4.792391446572253,
2017,Qtr 1,February,24,7.842106894862383,
2017,Qtr 1,February,26,8.993005885373002,
2017,Qtr 1,February,27,7.805771816312863,
2017,Qtr 1,February,28,10.61870672809721,
2017,Qtr 1,March,1,11.29382190004044,
2017,Qtr 1,March,6,17.79381745600182,
2017,Qtr 1,March,9,25.19035377553451,
2017,Qtr 1,March,11,28.2472822590754,
2017,Qtr 1,March,16,32.96034425031522,
2017,Qtr 1,March,21,32.83831230878787,
2017,Qtr 1,March,23,33.17820997564905,
2017,Qtr 1,March,25,32.32949324615526,
2017,Qtr 1,March,26,31.09283169805845,
2017,Qtr 1,March,27,28.20567553994888,
2017,Qtr 2,April,1,27.85510486951135,
2017,Qtr 2,April,2,26.71704452422735,
2017,Qtr 2,April,4,25.27690568018633,
2017,Qtr 2,April,7,25.56817761635259,
2017,Qtr 2,April,10,22.19911064075556,
2017,Qtr 2,April,11,23.66455312217379,
2017,Qtr 2,April,12,22.85072555250454,
2017,Qtr 2,April,13,24.17910402656885,
2017,Qtr 2,April,18,20.53060364181925,
2017,Qtr 2,April,19,20.41098220685933,
2017,Qtr 2,April,20,22.34267622479837,
2017,Qtr 2,April,25,21.01624267777431,
2017,Qtr 2,April,30,18.97970397040255,
2017,Qtr 2,May,1,16.16356850605524,
2017,Qtr 2,May,2,17.2612348567459,
2017,Qtr 2,May,3,16.16245010345799,
2017,Qtr 2,May,4,17.32742482929319,
2017,Qtr 2,May,5,17.15011940062327,
2017,Qtr 2,May,6,16.95683529734411,
2017,Qtr 2,May,7,16.22758723242139,
2017,Qtr 2,May,8,14.01222166707277,
2017,Qtr 2,May,9,15.81165850623553,
2017,Qtr 2,May,10,15.49547344712865,
2017,Qtr 2,May,14,19.03411907983848,
2017,Qtr 2,May,15,17.6510247067439,
2017,Qtr 2,May,16,20.22139565019086,
2017,Qtr 2,May,17,20.59427979643046,
2017,Qtr 2,May,25,29.47862701977031,
2017,Qtr 2,May,29,28.70673797201738,
2017,Qtr 2,May,31,30.17052825240344,
2017,Qtr 2,June,1,31.86930208845946,
2017,Qtr 2,June,5,29.3722233840262,
2017,Qtr 2,June,6,31.09212246166637,
2017,Qtr 2,June,9,32.83063864898975,
2017,Qtr 2,June,11,33.11057938165843,
2017,Qtr 2,June,12,31.48245658333371,
2017,Qtr 2,June,13,33.85728274093868,
2017,Qtr 2,June,14,34.10229225366747,
2017,Qtr 2,June,15,36.65251390416397,
2017,Qtr 2,June,17,39.06614725501093,
2017,Qtr 2,June,18,39.6775300701624,
2017,Qtr 2,June,20,41.69213480380336,
2017,Qtr 2,June,21,42.40890646152668,
2017,Qtr 2,June,22,45.29119143134348,
2017,Qtr 2,June,23,46.68571486105517,
2017,Qtr 2,June,25,48.29398747380709,
2017,Qtr 2,June,26,46.95913613919212,
2017,Qtr 2,June,27,49.33875281439024,
2017,Qtr 2,June,28,49.27733757753055,
2017,Qtr 2,June,30,51.45023042384683,
2017,Qtr 3,July,3,47.45669832421095,
2017,Qtr 3,July,4,48.2140068066673,
2017,Qtr 3,July,9,40.96888953639917,
2017,Qtr 3,July,10,36.64104915069947,
2017,Qtr 3,July,12,33.17728701251082,
2017,Qtr 3,July,14,30.18148401086518,
2017,Qtr 3,July,15,27.83281001932396,
2017,Qtr 3,July,18,19.75281007434942,
2017,Qtr 3,July,21,14.85688174645389,
2017,Qtr 3,July,23,10.85627552199527,
2017,Qtr 3,July,24,7.103311902658284,
2017,Qtr 3,July,26,5.452007026240281,
2017,Qtr 3,July,27,5.835960500609396,
2017,Qtr 3,July,28,4.859842524710494,
2017,Qtr 3,July,30,2.146712031153513,
2017,Qtr 3,July,31,-0.137437342832385,
2017,Qtr 3,August,1,1.447125623455179,
2017,Qtr 3,August,3,2.179936640331533,
2017,Qtr 3,August,5,1.816345687569001,
2017,Qtr 3,August,6,0.7691115624671454,
2017,Qtr 3,August,7,-2.005023099756311,
2017,Qtr 3,August,8,-1.015640553254407,
2017,Qtr 3,August,10,-1.70202121735284,
2017,Qtr 3,August,11,-2.551039438314699,
2017,Qtr 3,August,12,-3.620314126403171,
2017,Qtr 3,August,14,-8.910871459900665,
2017,Qtr 3,August,15,-8.555297224341533,
2017,Qtr 3,August,17,-10.18396559129957,
2017,Qtr 3,August,18,-11.30026543387228,
2017,Qtr 3,August,20,-14.22807221309143,
2017,Qtr 3,August,21,-17.48017191163801,
2017,Qtr 3,August,22,-16.71748675078152,
2017,Qtr 3,August,23,-18.05189920898913,
2017,Qtr 3,August,26,-17.40848939414127,
2017,Qtr 3,August,29,-18.01281376766829,
2017,Qtr 3,August,30,-18.03630392708836,
2017,Qtr 3,September,4,-14.03424459455853,
2017,Qtr 3,September,6,-10.35396829415192,
2017,Qtr 3,September,7,-7.422757248998895,
2017,Qtr 3,September,8,-5.943141541751825,
2017,Qtr 3,September,9,-4.628826984338335,
2017,Qtr 3,September,12,-2.465323623791463,
2017,Qtr 3,September,13,-2.156577222391057,
2017,Qtr 3,September,14,0.2170235328273264,
2017,Qtr 3,September,15,1.02595002562305,
2017,Qtr 3,September,18,-0.6200133190299439,
2017,Qtr 3,September,19,1.179385508900779,
2017,Qtr 3,September,21,2.181344150034192,
2017,Qtr 3,September,24,1.312295971823147,
2017,Qtr 3,September,25,-1.111943272061325,
2017,Qtr 4,October,2,-1.277100965598066,
2017,Qtr 4,October,9,2.188148576369457,
2017,Qtr 4,October,10,4.501987351416325,
2017,Qtr 4,October,11,4.557064164567898,
2017,Qtr 4,October,12,6.773886795429348,
2017,Qtr 4,October,16,5.96039251179262,
2017,Qtr 4,October,19,8.894473380122506,
2017,Qtr 4,October,20,8.900136850361292,
2017,Qtr 4,October,22,7.644050776517275,
2017,Qtr 4,October,23,4.906307015796997,
2017,Qtr 4,October,29,2.699089834254792,
2017,Qtr 4,November,2,0.3981835553711761,
2017,Qtr 4,November,4,-0.1897067085415927,
2017,Qtr 4,November,9,0.0201410301078937,
2017,Qtr 4,November,13,-0.1200773226537422,
2017,Qtr 4,November,16,4.969161477847265,
2017,Qtr 4,November,18,6.683492491005907,
2017,Qtr 4,November,19,6.714187108009625,
2017,Qtr 4,November,20,5.026345030578327,
2017,Qtr 4,November,23,8.48716518458528,
2017,Qtr 4,November,26,7.444793890637769,
2017,Qtr 4,November,29,-3.96203877127914,
2017,Qtr 4,December,9,-38.3832978810855,
2017,Qtr 4,December,26,-51.41351395419422,
2017,Qtr 4,December,30,-44.65947080689091,
2017,Qtr 4,December,31,-43.80013525481736,
2018,Qtr 1,January,1,-44.5532798574789,
2018,Qtr 1,January,2,-41.4333762964483,
2018,Qtr 1,January,4,-37.55026072057662,
2018,Qtr 1,January,5,-35.9708593122466,
2018,Qtr 1,January,6,-34.52342819043024,
2018,Qtr 1,January,7,-33.730989052032,
2018,Qtr 1,January,8,-34.5403826293677,
2018,Qtr 1,January,9,-31.44134970978799,
2018,Qtr 1,January,10,-30.54945573972766,
2018,Qtr 1,January,11,-27.40713164596586,
2018,Qtr 1,January,12,-25.6205445165502,
2018,Qtr 1,January,13,-23.86123956904814,
2018,Qtr 1,January,14,-22.6450704476368,
2018,Qtr 1,January,15,-22.91644296861107,
2018,Qtr 1,January,16,-19.16748445872389,
2018,Qtr 1,January,17,-17.52090865710373,
2018,Qtr 1,January,18,-13.53085077470654,
2018,Qtr 1,January,19,-10.81939261517906,
2018,Qtr 1,January,20,-8.077729558247206,
2018,Qtr 1,January,21,-5.844510622965785,
2018,Qtr 1,January,22,-5.089394289263403,
2018,Qtr 1,January,23,-0.3314526447366006,
2018,Qtr 1,January,25,7.159339563939099,
2018,Qtr 1,January,26,10.66112741801564,
2018,Qtr 1,January,27,14.06761332439142,
2018,Qtr 1,January,28,16.81726811347242,
2018,Qtr 1,January,29,17.92073326697936,
2018,Qtr 1,January,30,22.84304904752934,
2018,Qtr 1,January,31,25.4221332549227,
2018,Qtr 1,February,1,30.06919615901411,
2018,Qtr 1,February,2,33.13333459731002,
2018,Qtr 1,February,3,35.9013201596147,
2018,Qtr 1,February,4,37.82002176920184,
2018,Qtr 1,February,5,37.91339714210546,
2018,Qtr 1,February,6,41.66440401333297,
2018,Qtr 1,February,7,42.93302870620035,
2018,Qtr 1,February,8,46.15613045776485,
2018,Qtr 1,February,9,47.71136085097341,
2018,Qtr 1,February,10,48.91619265722598,
2018,Qtr 1,February,11,49.24952022919891,
2018,Qtr 1,February,12,47.7677895657816,
2018,Qtr 1,February,14,49.79503611057457,
2018,Qtr 1,February,15,51.66034546840335,
2018,Qtr 1,February,16,51.98542467995786,
2018,Qtr 1,February,18,51.53102658957037,
2018,Qtr 1,February,19,49.31844119712714,
2018,Qtr 1,February,20,50.99576437209303,
2018,Qtr 1,February,21,50.45711080163814,
2018,Qtr 1,February,23,52.51930003453261,
2018,Qtr 1,February,24,52.84439857406505,
2018,Qtr 1,February,25,52.62199165074544,
2018,Qtr 1,February,26,50.9015377908861,
2018,Qtr 1,February,27,53.20159325184216,
2018,Qtr 1,February,28,53.37079890434588,
2018,Qtr 1,March,1,55.8442882273275,
2018,Qtr 1,March,2,56.98885711306579,
2018,Qtr 1,March,4,58.63606714817966,
2018,Qtr 1,March,5,57.61139140347238,
2018,Qtr 1,March,6,60.50221962127808,
2018,Qtr 1,March,7,61.15315614026505,
2018,Qtr 1,March,8,63.97989715522305,
2018,Qtr 1,March,9,65.3338034391408,
2018,Qtr 1,March,10,66.50171190504234,
2018,Qtr 1,March,11,66.9284254958838,
2018,Qtr 1,March,12,65.63381397823804,
2018,Qtr 1,March,13,68.09487359757088,
2018,Qtr 1,March,14,68.16393929961058,
2018,Qtr 1,March,15,70.26874323002443,
2018,Qtr 1,March,17,70.99356133077616,
2018,Qtr 1,March,18,70.38655312604513,
2018,Qtr 1,March,19,67.999517825805,
2018,Qtr 1,March,20,69.3348598428282,
2018,Qtr 1,March,21,68.27085313792833,
2018,Qtr 1,March,22,69.26091377976485,
2018,Qtr 1,March,23,68.69698839504048,
2018,Qtr 1,March,24,67.90810976007805,
2018,Qtr 1,March,26,63.17887142323066,
2018,Qtr 1,March,27,63.81627505724294,
2018,Qtr 1,March,28,62.18212110014377,
2018,Qtr 1,March,29,62.73570550081475,
2018,Qtr 1,March,30,61.87056342755161,
2018,Qtr 1,March,31,60.91302532075282,
2018,Qtr 2,April,2,56.21279513833105,
2018,Qtr 2,April,3,57.02282146007812,
2018,Qtr 2,April,4,55.64461803279615,
2018,Qtr 2,April,6,56.01397336614549,
2018,Qtr 2,April,7,55.43706751310727,
2018,Qtr 2,April,9,51.46364378253152,
2018,Qtr 2,April,10,52.57541405945753,
2018,Qtr 2,April,11,51.43072060421684,
2018,Qtr 2,April,12,52.45157335331334,
2018,Qtr 2,April,13,51.99536636917639,
2018,Qtr 2,April,16,46.89405753562188,
2018,Qtr 2,April,17,47.5801105494896,
2018,Qtr 2,April,18,45.8935015246963,
2018,Qtr 2,April,19,46.26518393548874,
2018,Qtr 2,April,20,45.06521230799058,
2018,Qtr 2,April,21,43.60208266498408,
2018,Qtr 2,April,22,41.34466996128889,
2018,Qtr 2,April,23,37.33871065396395,
2018,Qtr 2,April,24,37.08819583789716,
2018,Qtr 2,April,26,33.94767147688387,
2018,Qtr 2,April,28,29.67861691504226,
2018,Qtr 2,April,29,26.75460661566676,
2018,Qtr 2,April,30,22.19745749892492,
2018,Qtr 2,May,1,21.52580294108979,
2018,Qtr 2,May,2,18.63050201322085,
2018,Qtr 2,May,3,17.97364307424891,
2018,Qtr 2,May,4,18.19582599153249,
2018,Qtr 2,May,5,18.38252599077143,
2018,Qtr 2,May,7,16.15485082261931,
2018,Qtr 2,May,8,18.29992758888261,
2018,Qtr 2,May,9,18.3269898603037,
2018,Qtr 2,May,11,21.7294299185166,
2018,Qtr 2,May,13,23.30601429304896,
2018,Qtr 2,May,14,22.3203093315536,
2018,Qtr 2,May,15,25.30952548103299,
2018,Qtr 2,May,16,26.12487305153224,
2018,Qtr 2,May,17,29.18779994837707,
2018,Qtr 2,May,18,30.85443683530524,
2018,Qtr 2,May,20,33.31783299832762,
2018,Qtr 2,May,21,32.5833003958713,
2018,Qtr 2,May,22,35.68907973371271,
2018,Qtr 2,May,23,36.48684367987767,
2018,Qtr 2,May,24,39.4027419169918,
2018,Qtr 2,May,25,40.80169201500011,
2018,Qtr 2,May,26,41.98682183273492,
2018,Qtr 2,May,28,41.1459880941447,
2018,Qtr 2,May,29,43.65880903362123,
2018,Qtr 2,May,30,43.83448604550177,
2018,Qtr 2,May,31,46.12291682098252,
2018,Qtr 2,June,1,46.91292092400385,
2018,Qtr 2,June,2,47.53091672200016,
2018,Qtr 2,June,3,47.46221300311748,
2018,Qtr 2,June,4,45.76688266430048,
2018,Qtr 2,June,5,47.96060207946395,
2018,Qtr 2,June,6,47.9316853086105,
2018,Qtr 2,June,7,50.14004108750106,
2018,Qtr 2,June,8,50.98033855256198,
2018,Qtr 2,June,9,51.78043890390831,
2018,Qtr 2,June,10,52.02257366574633,
2018,Qtr 2,June,11,50.75924125404348,
2018,Qtr 2,June,12,53.49420574784012,
2018,Qtr 2,June,13,54.09982324924711,
2018,Qtr 2,June,14,57.01641602856205,
2018,Qtr 2,June,15,58.61596891272475,
2018,Qtr 2,June,16,60.20119019618495,
2018,Qtr 2,June,17,61.22739980998189,
2018,Qtr 2,June,18,60.71919605473241,
2018,Qtr 2,June,19,64.15226250214282,
2018,Qtr 2,June,20,65.37151692118077,
2018,Qtr 2,June,21,68.7912983496388,
2018,Qtr 2,June,22,70.7598428533696,
2018,Qtr 2,June,23,72.55906720186545,
2018,Qtr 2,June,25,72.97550410739886,
2018,Qtr 2,June,26,76.07149985643112,
2018,Qtr 2,June,27,76.7564368456586,
2018,Qtr 2,June,28,79.44614155906986,
2018,Qtr 2,June,29,80.49542119373666,
2018,Qtr 3,July,1,81.00744030468067,
2018,Qtr 3,July,2,78.95666710241969,
2018,Qtr 3,July,3,80.53698504818877,
2018,Qtr 3,July,4,79.61725764624711,
2018,Qtr 3,July,5,80.64327253178068,
2018,Qtr 3,July,7,80.10118411034985,
2018,Qtr 3,July,8,78.80394970313456,
2018,Qtr 3,July,9,75.71506331927431,
2018,Qtr 3,July,11,74.62207416165523,
2018,Qtr 3,July,12,74.98356308074767,
2018,Qtr 3,July,14,72.55243577595675,
2018,Qtr 3,July,15,70.59851684271456,
2018,Qtr 3,July,16,67.05388390419208,
2018,Qtr 3,July,17,67.4400775627706,
2018,Qtr 3,July,18,65.64816966392195,
2018,Qtr 3,July,19,66.13785021708965,
2018,Qtr 3,July,20,65.30082160324403,
2018,Qtr 3,July,22,63.088837952746,
2018,Qtr 3,July,23,60.23219417368649,
2018,Qtr 3,July,24,61.38333981623411,
2018,Qtr 3,July,25,60.4040891986589,
2018,Qtr 3,July,26,61.72428971840878,
2018,Qtr 3,July,29,60.98490814655629,
2018,Qtr 3,July,30,58.75002691424363,
2018,Qtr 3,July,31,60.41222238752024,
2018,Qtr 3,August,1,59.81690643681758,
2018,Qtr 3,August,2,61.38194447195649,
2018,Qtr 3,August,3,61.46224225700136,
2018,Qtr 3,August,6,57.92541481256547,
2018,Qtr 3,August,7,59.12679049230989,
2018,Qtr 3,August,8,57.96075830651107,
2018,Qtr 3,August,9,58.86529726304494,
2018,Qtr 3,August,10,58.21853803576475,
2018,Qtr 3,August,11,57.33784785935454,
2018,Qtr 3,August,12,55.70149016871135,
2018,Qtr 3,August,13,52.36481578547968,
2018,Qtr 3,August,14,52.84135999250107,
2018,Qtr 3,August,15,51.02006696687219,
2018,Qtr 3,August,16,51.36436362166784,
2018,Qtr 3,August,17,50.27536489297088,
2018,Qtr 3,August,20,43.98194917464496,
2018,Qtr 3,August,22,43.18885401560146,
2018,Qtr 3,August,24,43.68200683390552,
2018,Qtr 3,August,28,42.20886563991382,
2018,Qtr 3,August,29,42.01857308596455,
2018,Qtr 3,August,30,44.20500752060124,
2018,Qtr 3,August,31,45.13256408005421,
2018,Qtr 3,September,2,46.54645999219057,
2018,Qtr 3,September,3,45.50084950953088,
2018,Qtr 3,September,4,48.43151065973444,
2018,Qtr 3,September,5,49.18078958436078,
2018,Qtr 3,September,6,52.1621458858929,
2018,Qtr 3,September,7,53.72472792892447,
2018,Qtr 3,September,8,55.15318937392904,
2018,Qtr 3,September,10,54.95348746832353,
2018,Qtr 3,September,11,57.81804470222737,
2018,Qtr 3,September,12,58.33421767892746,
2018,Qtr 3,September,13,60.92784526098013,
2018,Qtr 3,September,16,62.74499259975208,
2018,Qtr 3,September,17,60.9967972234299,
2018,Qtr 3,September,18,63.00488687718814,
2018,Qtr 3,September,19,62.64637020801131,
2018,Qtr 3,September,20,64.37364103379642,
2018,Qtr 3,September,21,64.5777628889137,
2018,Qtr 3,September,23,63.8881137137257,
2018,Qtr 3,September,24,61.54195445137685,
2018,Qtr 3,September,25,63.06447628380801,
2018,Qtr 3,September,26,62.34366391035467,
2018,Qtr 3,September,27,63.83854521796023,
2018,Qtr 3,September,28,63.9424263914901,
2018,Qtr 3,September,29,63.98142593344013,
2018,Qtr 3,September,30,63.43578501432668,
2018,Qtr 4,October,1,61.35592150257153,
2018,Qtr 4,October,2,63.24360621736492,
2018,Qtr 4,October,3,62.96948060781878,
2018,Qtr 4,October,4,64.97262923666142,
2018,Qtr 4,October,7,66.23995091001504,
2018,Qtr 4,October,8,64.6873825629979,
2018,Qtr 4,October,9,67.04986223285862,
2018,Qtr 4,October,10,67.17757317529103,
2018,Qtr 4,October,11,69.49157911315402,
2018,Qtr 4,October,13,71.03929321642022,
2018,Qtr 4,October,14,71.01362867769576,
2018,Qtr 4,October,15,69.2950427454489,
2018,Qtr 4,October,16,71.36396505694495,
2018,Qtr 4,October,17,71.07576155456546,
2018,Qtr 4,October,18,72.86083416979588,
2018,Qtr 4,October,19,73.08883499633033,
2018,Qtr 4,October,20,73.06801950008436,
2018,Qtr 4,October,21,72.26719044029838,
2018,Qtr 4,October,22,69.73217977777496,
2018,Qtr 4,October,23,70.96723333247708,
2018,Qtr 4,October,24,69.85251033138113,
2018,Qtr 4,October,25,70.84341111017754,
2018,Qtr 4,October,26,70.33400703533611,
2018,Qtr 4,October,27,69.65562111529195,
2018,Qtr 4,October,28,68.29803464970038,
2018,Qtr 4,October,29,65.32528991188676,
2018,Qtr 4,October,30,66.25647470482087,
2018,Qtr 4,October,31,64.98271973334283,
2018,Qtr 4,November,1,65.96613800949287,
2018,Qtr 4,November,2,65.60299297552966,
2018,Qtr 4,November,4,64.30631042012432,
2018,Qtr 4,November,5,61.9079420296097,
2018,Qtr 4,November,6,63.53038305197535,
2018,Qtr 4,November,7,63.04524824118344,
2018,Qtr 4,November,8,64.89191161427279,
2018,Qtr 4,November,9,65.44131844758058,
2018,Qtr 4,November,10,65.99516832984217,
2018,Qtr 4,November,12,64.50362597510596,
2018,Qtr 4,November,13,66.95777436564894,
2018,Qtr 4,November,14,67.21563738468534,
2018,Qtr 4,November,15,69.6925182806358,
2018,Qtr 4,November,19,70.33547785492783,
2018,Qtr 4,November,20,72.62240399609338,
2018,Qtr 4,November,21,72.53927436066434,
2018,Qtr 4,November,22,74.50866421946564,
2018,Qtr 4,November,23,74.89291652585153,
2018,Qtr 4,November,24,72.58184011538111,
2018,Qtr 4,November,26,64.54061286208392,
2018,Qtr 4,November,28,59.76754820423596,
2018,Qtr 4,November,30,55.16500833686302,
2018,Qtr 4,December,2,47.88235734213075,
2018,Qtr 4,December,3,42.24305576232086,
2018,Qtr 4,December,4,40.49251166291319,
2018,Qtr 4,December,5,36.53458381007445,
2018,Qtr 4,December,11,19.84659720311029,
2018,Qtr 4,December,14,15.56783427975904,
2018,Qtr 4,December,24,13.96698883653542,
2018,Qtr 4,December,26,17.99667524009587,
2019,Qtr 1,January,1,29.40366965716399,
2019,Qtr 1,January,2,30.66989267106869,
2019,Qtr 1,January,3,34.11248637739756,
2019,Qtr 1,January,4,36.10446914737554,
2019,Qtr 1,January,5,37.95787805690485,
2019,Qtr 1,January,6,39.14536154450109,
2019,Qtr 1,January,7,38.71630606558266,
2019,Qtr 1,January,8,42.1778738924281,
2019,Qtr 1,January,9,43.41217620923841,
2019,Qtr 1,January,10,46.87530602004286,
2019,Qtr 1,January,11,48.96051508834829,
2019,Qtr 1,January,12,50.99659211386231,
2019,Qtr 1,January,13,52.46892454923318,
2019,Qtr 1,January,14,52.43521920764827,
2019,Qtr 1,January,15,56.40627060421021,
2019,Qtr 1,January,16,58.26300893260681,
2019,Qtr 1,January,17,62.45555568337053,
2019,Qtr 1,January,18,65.36657025176245,
2019,Qtr 1,January,19,68.30993954123514,
2019,Qtr 1,January,20,70.75228359571943,
2019,Qtr 1,January,21,71.72923915080565,
2019,Qtr 1,January,22,76.7268932891701,
2019,Qtr 1,January,23,79.5995793411626,
2019,Qtr 1,January,24,84.76974085718703,
2019,Qtr 1,January,25,88.5921230528861,
2019,Qtr 1,January,26,92.35331872293705,
2019,Qtr 1,January,27,95.49411631700619,
2019,Qtr 1,January,28,97.02658714226497,
2019,Qtr 1,January,29,102.4162600946906,
2019,Qtr 1,January,30,105.500574117115,
2019,Qtr 1,January,31,110.6892947467355,
2019,Qtr 1,February,1,114.3291377372746,
2019,Qtr 1,February,2,117.7036138613171,
2019,Qtr 1,February,3,120.2555335955083,
2019,Qtr 1,February,4,121.0041038212848,
2019,Qtr 1,February,5,125.4269644083563,
2019,Qtr 1,February,6,127.378358652201,
2019,Qtr 1,February,7,131.289131895553,
2019,Qtr 1,February,8,133.5308132433994,
2019,Qtr 1,February,9,135.4148100062332,
2019,Qtr 1,February,10,136.4141722509727,
2019,Qtr 1,February,11,135.579880867745,
2019,Qtr 1,February,12,138.4220302710195,
2019,Qtr 1,February,13,138.827124251528,
2019,Qtr 1,February,14,141.2572044326199,
2019,Qtr 1,February,15,142.1130912040347,
2019,Qtr 1,February,16,142.7327908586797,
2019,Qtr 1,February,17,142.6125488056319,
2019,Qtr 1,February,18,140.8225225358599,
2019,Qtr 1,February,19,142.8874629016065,
2019,Qtr 1,February,20,142.7036363445388,
2019,Qtr 1,February,21,144.7377179161703,
2019,Qtr 1,February,22,145.3899413347447,
2019,Qtr 1,February,23,145.9925619665261,
2019,Qtr 1,February,24,146.0311105291388,
2019,Qtr 1,February,25,144.5604049280664,
2019,Qtr 1,February,26,147.0856985399811,
2019,Qtr 1,February,27,147.4801836540827,
2019,Qtr 1,February,28,150.1845627321611,
2019,Qtr 1,March,1,151.5709538007517,
2019,Qtr 1,March,2,152.9421637751984,
2019,Qtr 1,March,3,153.7537839194544,
2019,Qtr 1,March,4,153.0310504477626,
2019,Qtr 1,March,5,156.2508240815115,
2019,Qtr 1,March,6,157.2598833938829,
2019,Qtr 1,March,7,160.4752220418147,
2019,Qtr 1,March,8,162.2485956117501,
2019,Qtr 1,March,9,163.8663338600999,
2019,Qtr 1,March,10,164.7718576213589,
2019,Qtr 1,March,11,163.9828319715523,
2019,Qtr 1,March,12,166.9733018758459,
2019,Qtr 1,March,13,167.5920016093415,
2019,Qtr 1,March,14,170.2625286352164,
2019,Qtr 1,March,15,171.3476323447439,
2019,Qtr 1,March,17,172.1274858314891,
2019,Qtr 1,March,18,170.3232472627133,
2019,Qtr 1,March,19,172.2336248573114,
2019,Qtr 1,March,20,171.7325059424489,
2019,Qtr 1,March,21,173.2693680636306,
2019,Qtr 1,March,22,173.2327815318698,
2019,Qtr 1,March,23,172.9490610465751,
