Year,Quarter,Month,Day,SmartStart ECD - FBProphet,SmartStart ECD - SS Targets
2027,Qtr 3,August,5,15183.91943490402,44558
2027,Qtr 3,August,6,15188.86769213383,44779
2027,Qtr 3,August,7,15193.5843554861,44828
2027,Qtr 3,August,8,15197.52990756704,44846
2027,Qtr 3,August,9,15199.74214400738,44865
2027,Qtr 3,August,10,15205.71779792509,44901
2027,Qtr 3,August,11,15209.33026909242,45041
2027,Qtr 3,August,12,15215.0291651321,45051
2027,Qtr 3,August,13,15219.20392317318,45105
2027,Qtr 3,August,14,15223.18255525139,45160
2027,Qtr 3,August,15,15226.45298821087,45205
2027,Qtr 3,August,16,15228.0789642289,45217
2027,Qtr 3,August,17,15233.58088475665,45225
2027,Qtr 3,August,18,15236.85282668615,45351
2027,Qtr 3,August,19,15242.36145880614,
2027,Qtr 3,August,20,15246.50914509694,45440
2027,Qtr 3,August,21,15250.63229312175,45624
2027,Qtr 3,August,22,15254.22242966618,45665
2027,Qtr 3,August,23,15256.34197723371,45824
2027,Qtr 3,August,24,15262.50511755601,45939
2027,Qtr 3,August,25,15266.59497008273,45993
2027,Qtr 3,August,26,15273.06280848683,46034
2027,Qtr 3,August,27,15278.29159268448,46080
2027,Qtr 3,August,28,15283.59486182399,46165
2027,Qtr 3,August,29,15288.43845422296,46210
2027,Qtr 3,August,30,15291.85700880171,
2027,Qtr 3,August,31,15299.33561279111,46252
2027,Qtr 3,September,1,15304.72780060869,46275
2027,Qtr 3,September,2,15312.45560286425,
2027,Qtr 3,September,3,15318.87389862145,46356
2027,Qtr 3,September,4,15325.27009242164,46359
2027,Qtr 3,September,5,15331.08655922695,46366
2027,Qtr 3,September,6,15335.33779080743,46522
2027,Qtr 3,September,7,15343.49258973976,46558
2027,Qtr 3,September,8,15349.39250025968,46580
2027,Qtr 3,September,9,15357.45216269059,46633
2027,Qtr 3,September,10,15364.02383610412,46674
2027,Qtr 3,September,11,15370.39710625745,46688
2027,Qtr 3,September,12,15376.02122163705,46713
2027,Qtr 3,September,13,15379.92199493865,46897
2027,Qtr 3,September,14,15387.58362396885,46929
2027,Qtr 3,September,15,15392.86663279976,46972
2027,Qtr 3,September,16,15400.20763490757,46977
2027,Qtr 3,September,17,15405.983180927,47115
2027,Qtr 3,September,18,15411.50872846929,47344
2027,Qtr 3,September,19,15416.26019905148,47422
2027,Qtr 3,September,20,15419.29008283668,47477
2027,Qtr 3,September,21,15426.10846899411,47662
2027,Qtr 3,September,22,15430.60022607613,47708
2027,Qtr 3,September,23,15437.22405675155,47770
2027,Qtr 3,September,24,15442.37571050402,47776
2027,Qtr 3,September,25,15447.38641046561,47812
2027,Qtr 3,September,26,15451.74397534754,48066
2027,Qtr 3,September,27,15454.50860980089,48075
2027,Qtr 3,September,28,15461.19374999598,48136
2027,Qtr 3,September,29,15465.68319388205,48181
2027,Qtr 3,September,30,15472.43024146668,48182
2027,Qtr 4,October,1,15477.82112563662,48377
2027,Qtr 4,October,2,15483.17378261222,48384
2027,Qtr 4,October,3,15487.95943214407,48412
2027,Qtr 4,October,4,15491.21892648603,48428
2027,Qtr 4,October,5,15498.444237621,48437
2027,Qtr 4,October,6,15503.49629239603,48499
2027,Qtr 4,October,7,15510.80485920623,48549
2027,Qtr 4,October,8,15516.73274380638,48654
2027,Qtr 4,October,9,15522.57531984787,48689
2027,Qtr 4,October,10,15527.78284090956,48707
2027,Qtr 4,October,11,15531.3774705753,48708
2027,Qtr 4,October,12,15538.83537908744,49001
2027,Qtr 4,October,13,15544.00509745353,49016
2027,Qtr 4,October,14,15551.30781660061,49035
2027,Qtr 4,October,15,15557.10187633127,49084
2027,Qtr 4,October,16,15562.68246046504,49107
2027,Qtr 4,October,17,15567.50393961333,49114
2027,Qtr 4,October,18,15570.59679687839,49205
2027,Qtr 4,October,19,15577.44948784859,49209
2027,Qtr 4,October,20,15581.92643263577,49251
2027,Qtr 4,October,21,15588.46783824568,49256
2027,Qtr 4,October,22,15593.45361024695,49282
2027,Qtr 4,October,23,15598.20238742854,49306
2027,Qtr 4,October,24,15602.19316078321,49348
2027,Qtr 4,October,25,15604.48143398951,49364
2027,Qtr 4,October,26,15610.58029998679,49387
2027,Qtr 4,October,27,15614.3776552592,49472
2027,Qtr 4,October,28,15620.33527392351,49512
2027,Qtr 4,October,29,15624.85202360911,49515
2027,Qtr 4,October,30,15629.2622783709,49568
2027,Qtr 4,October,31,15633.05700939988,49628
2027,Qtr 4,November,1,15635.29952741807,49651
2027,Qtr 4,November,2,15641.50626484537,49656
2027,Qtr 4,November,3,15645.56382920829,49688
2027,Qtr 4,November,4,15651.92805579305,49707
2027,Qtr 4,November,5,15656.98734330012,49712
2027,Qtr 4,November,6,15662.06132529955,49771
2027,Qtr 4,November,7,15666.62235165629,49777
2027,Qtr 4,November,8,15669.7117432388,49815
2027,Qtr 4,November,9,15676.8211937444,49889
2027,Qtr 4,November,10,15681.81053258175,49922
2027,Qtr 4,November,11,15689.10755651267,49937
2027,Qtr 4,November,12,15695.07219132644,50027
2027,Qtr 4,November,13,15700.99601233329,50035
2027,Qtr 4,November,14,15706.32457300453,50041
2027,Qtr 4,November,15,15710.07448013243,50113
2027,Qtr 4,November,16,15717.71556503478,50114
2027,Qtr 4,November,17,15723.08934178722,50125
2027,Qtr 4,November,18,15730.60943925824,50188
2027,Qtr 4,November,19,15736.62624994427,50214
2027,Qtr 4,November,20,15742.4268093144,
2027,Qtr 4,November,21,15747.45734356804,50242
2027,Qtr 4,November,22,15750.74041675463,50260
2027,Qtr 4,November,23,15757.75702359009,50302
2027,Qtr 4,November,24,15762.36482010618,50367
2027,Qtr 4,November,25,15768.99818438423,50368
2027,Qtr 4,November,26,15774.03236002971,50381
2027,Qtr 4,November,27,15778.78270967085,50390
2027,Qtr 4,November,28,15782.72653349136,50398
2027,Qtr 4,November,29,15784.91940390197,50484
2027,Qtr 4,November,30,15790.87638531473,50608
2027,Qtr 4,December,1,15794.48935560897,50613
2027,Qtr 4,December,2,15800.22614711615,50650
2027,Qtr 4,December,3,15804.49378574024,50683
2027,Qtr 4,December,4,15808.63688109144,50729
2027,Qtr 4,December,5,15812.15864713325,50770
2027,Qtr 4,December,6,15814.13652712306,50826
2027,Qtr 4,December,7,15820.10281201135,50840
2027,Qtr 4,December,8,15823.96148603237,50970
2027,Qtr 4,December,9,15830.18703089665,51015
2027,Qtr 4,December,10,15835.18747683099,51068
2027,Qtr 4,December,11,15840.30275873615,51087
2027,Qtr 4,December,12,15845.02585795834,51111
2027,Qtr 4,December,13,15848.41870002174,51113
2027,Qtr 4,December,14,15855.99318972476,51121
2027,Qtr 4,December,15,15861.62860545878,51142
2027,Qtr 4,December,16,15869.77106851958,51174
2027,Qtr 4,December,17,15876.79735669921,51193
2027,Qtr 4,December,18,15884.01409870116,51198
2027,Qtr 4,December,19,15890.87980600513,51202
2027,Qtr 4,December,20,15896.42168720731,51220
2027,Qtr 4,December,21,15906.11760019635,51293
2027,Qtr 4,December,22,15913.81433801384,51318
2027,Qtr 4,December,23,15923.92793894344,51326
2027,Qtr 4,December,24,15932.80826640267,51545
2027,Qtr 4,December,25,15941.73887366253,51788
2027,Qtr 4,December,26,15950.15959132078,51845
2027,Qtr 4,December,27,15957.08376720875,51872
2027,Qtr 4,December,28,15967.98050254001,51951
2027,Qtr 4,December,29,15976.69307272231,52019
2027,Qtr 4,December,30,15987.63922028263,52035
2027,Qtr 4,December,31,15997.17556680075,52057
2028,Qtr 1,January,1,16006.59716456918,52114
2028,Qtr 1,January,2,16015.35963579528,52138
2028,Qtr 1,January,3,16022.49584281805,52139
2028,Qtr 1,January,4,16033.49745043579,52159
2028,Qtr 1,January,5,16042.23258903854,52177
2028,Qtr 1,January,6,16053.14532865624,52187
2028,Qtr 1,January,7,16062.61923520362,52232
2028,Qtr 1,January,8,16071.97605503394,52236
2028,Qtr 1,January,9,16080.69700127775,52296
2028,Qtr 1,January,10,16087.83861061572,52367
2028,Qtr 1,January,11,16098.91355553917,52430
2028,Qtr 1,January,12,16107.80764283141,52452
2028,Qtr 1,January,13,16118.97872786204,52554
2028,Qtr 1,January,14,16128.81983232943,52583
2028,Qtr 1,January,15,16138.65752431948,52605
2028,Qtr 1,January,16,16147.97304294474,52609
2028,Qtr 1,January,17,16155.8181407814,52617
2028,Qtr 1,January,18,16167.69602937849,52686
2028,Qtr 1,January,19,16177.47865444598,52712
2028,Qtr 1,January,20,16189.60602196421,52846
2028,Qtr 1,January,21,16200.44985053028,52852
2028,Qtr 1,January,22,16211.31259288283,52939
2028,Qtr 1,January,23,16221.64928980812,52970
2028,Qtr 1,January,24,16230.48420801116,52989
2028,Qtr 1,January,25,16243.29262365725,53007
2028,Qtr 1,January,26,16253.91895337729,53071
2028,Qtr 1,January,27,16266.77692865334,53202
2028,Qtr 1,January,28,16278.21406380092,53234
2028,Qtr 1,January,29,16289.51143635389,53236
2028,Qtr 1,January,30,16300.10622058964,53323
2028,Qtr 1,January,31,16309.00890563793,53328
2028,Qtr 1,February,1,16321.68554265207,53345
2028,Qtr 1,February,2,16331.97620902583,53400
2028,Qtr 1,February,3,16344.29537557659,53414
2028,Qtr 1,February,4,16354.99642102271,53426
2028,Qtr 1,February,5,16365.37131094593,53447
2028,Qtr 1,February,6,16374.87288467775,53457
2028,Qtr 1,February,7,16382.53168849005,53464
2028,Qtr 1,February,8,16393.8377105326,53515
2028,Qtr 1,February,9,16402.65822016682,53582
2028,Qtr 1,February,10,16413.43741555541,53582
2028,Qtr 1,February,11,16422.56014451681,53594
2028,Qtr 1,February,12,16431.35073865466,53599
2028,Qtr 1,February,13,16439.29442848919,53625
2028,Qtr 1,February,14,16445.45330301798,53663
2028,Qtr 1,February,15,16455.3471942228,53675
2028,Qtr 1,February,16,16462.87071354447,53682
2028,Qtr 1,February,17,16472.49216714456,53684
2028,Qtr 1,February,18,16480.616635845,53737
2028,Qtr 1,February,19,16488.5842779548,53845
2028,Qtr 1,February,20,16495.89133770248,53868
2028,Qtr 1,February,21,16501.60583405634,53909
2028,Qtr 1,February,22,16511.24831784417,54036
2028,Qtr 1,February,23,16518.70892742258,54076
2028,Qtr 1,February,24,16528.44646869387,54082
2028,Qtr 1,February,25,16536.85180013063,54467
2028,Qtr 1,February,26,16545.24657174111,54610
2028,Qtr 1,February,27,16553.10478765426,54655
2028,Qtr 1,February,28,16559.46915069374,54664
2028,Qtr 1,February,29,16569.8325575562,54686
2028,Qtr 1,March,1,16578.05595323621,54727
2028,Qtr 1,March,2,16588.56824721465,54782
2028,Qtr 1,March,3,16597.73054780168,54918
2028,Qtr 1,March,4,16606.83573902376,54934
2028,Qtr 1,March,5,16615.33084563257,55045
2028,Qtr 1,March,6,16622.23412165173,
2028,Qtr 1,March,7,16633.01720993726,55269
2028,Qtr 1,March,8,16641.52356268167,55272
2028,Qtr 1,March,9,16652.16880963164,55286
2028,Qtr 1,March,10,16661.30531807982,
2028,Qtr 1,March,11,16670.22196045263,55319
2028,Qtr 1,March,12,16678.36653050588,55329
2028,Qtr 1,March,13,16684.76274309475,55361
2028,Qtr 1,March,14,16694.89216865881,55387
2028,Qtr 1,March,15,16702.61230000468,55408
2028,Qtr 1,March,16,16712.35644955466,55558
2028,Qtr 1,March,17,16720.49773591259,55617
2028,Qtr 1,March,18,16728.34819330118,55618
2028,Qtr 1,March,19,16735.38046501917,55634
2028,Qtr 1,March,20,16740.64403781887,55651
2028,Qtr 1,March,21,16749.64639141951,55860
2028,Qtr 1,March,22,16756.27028426495,55908
2028,Qtr 1,March,23,16764.9728969704,55967
2028,Qtr 1,March,24,16772.14911464744,55971
2028,Qtr 1,March,25,16779.13000239914,55974
2028,Qtr 1,March,26,16785.40395366111,56103
2028,Qtr 1,March,27,16790.03248406403,56128
2028,Qtr 1,March,28,16798.531057595,56159
2028,Qtr 1,March,29,16804.78617515439,56244
2028,Qtr 1,March,30,16813.25445211205,56245
2028,Qtr 1,March,31,16820.32596724234,56265
2028,Qtr 2,April,1,16827.32293453109,56266
2028,Qtr 2,April,2,16833.72117084094,56283
2028,Qtr 2,April,3,16838.56632174307,56291
2028,Qtr 2,April,4,16847.35521857392,56319
2028,Qtr 2,April,5,16853.95358016232,56327
2028,Qtr 2,April,6,16862.79576676013,56426
2028,Qtr 2,April,7,16870.24884764406,56580
2028,Qtr 2,April,8,16877.61201176424,56591
2028,Qtr 2,April,9,16884.33877177025,56654
2028,Qtr 2,April,10,16889.45390121497,56740
2028,Qtr 2,April,11,16898.4354563087,56748
2028,Qtr 2,April,12,16905.13307546015,56811
2028,Qtr 2,April,13,16913.96824600835,56913
2028,Qtr 2,April,14,16921.29878410782,56974
2028,Qtr 2,April,15,16928.41854472318,57149
2028,Qtr 2,April,16,16934.77980309917,57169
2028,Qtr 2,April,17,16939.41024226055,57383
2028,Qtr 2,April,18,16947.79489654055,57468
2028,Qtr 2,April,19,16953.79424690753,57484
2028,Qtr 2,April,20,16961.8441638522,57536
2028,Qtr 2,April,21,16968.31995378489,57570
2028,Qtr 2,April,22,16974.53553920812,57607
2028,Qtr 2,April,23,16979.96523025678,57917
2028,Qtr 2,April,24,16983.6600408102,57955
2028,Qtr 2,April,25,16991.12891968327,57975
2028,Qtr 2,April,26,16996.25611441085,57999
2028,Qtr 2,April,27,17003.50038571159,58059
2028,Qtr 2,April,28,17009.25835080735,58066
2028,Qtr 2,April,29,17014.86300732118,58133
2028,Qtr 2,April,30,17019.80491538588,58146
2028,Qtr 2,May,1,17023.14800918354,58167
2028,Qtr 2,May,2,17030.41042386871,58213
2028,Qtr 2,May,3,17035.4815677992,58215
2028,Qtr 2,May,4,17042.82116715558,58284
2028,Qtr 2,May,5,17048.8225664337,58399
2028,Qtr 2,May,6,17054.81133799031,58454
2028,Qtr 2,May,7,17060.26667583476,58482
2028,Qtr 2,May,8,17064.23753861964,58505
2028,Qtr 2,May,9,17072.223917876,58592
2028,Qtr 2,May,10,17078.09444816304,58603
2028,Qtr 2,May,11,17086.28607001057,
2028,Qtr 2,May,12,17093.16801047192,58930
2028,Qtr 2,May,13,17100.04111389755,58982
2028,Qtr 2,May,14,17106.35997626702,59040
2028,Qtr 2,May,15,17111.14982555004,59080
2028,Qtr 2,May,16,17119.88850170996,59090
2028,Qtr 2,May,17,17126.4247313144,59147
2028,Qtr 2,May,18,17135.17838731009,59157
2028,Qtr 2,May,19,17142.50498045716,59170
2028,Qtr 2,May,20,17149.6953992671,59175
2028,Qtr 2,May,21,17156.1983390527,59212
2028,Qtr 2,May,22,17161.03735325994,59242
2028,Qtr 2,May,23,17169.6928751104,59258
2028,Qtr 2,May,24,17176.02040282912,59278
2028,Qtr 2,May,25,17184.45054128067,59373
2028,Qtr 2,May,26,17191.35315267333,59381
2028,Qtr 2,May,27,17198.03664306502,59578
2028,Qtr 2,May,28,17203.96983860764,59641
2028,Qtr 2,May,29,17208.1984010766,59675
2028,Qtr 2,May,30,17216.22614965908,59760
2028,Qtr 2,May,31,17221.93250322694,59813
2028,Qtr 2,June,1,17229.77175825497,59932
2028,Qtr 2,June,2,17236.13647810246,59947
2028,Qtr 2,June,3,17242.35604348405,59950
2028,Qtr 2,June,4,17247.91784050027,59983
2028,Qtr 2,June,5,17251.88305687869,60009
2028,Qtr 2,June,6,17259.76747253563,60171
2028,Qtr 2,June,7,17265.45847527742,60227
2028,Qtr 2,June,8,17273.41403034346,60246
2028,Qtr 2,June,9,17280.02588958674,60259
2028,Qtr 2,June,10,17286.61809641567,60328
2028,Qtr 2,June,11,17292.66826518501,60432
2028,Qtr 2,June,12,17297.22360393749,60473
2028,Qtr 2,June,13,17305.78206082763,60505
2028,Qtr 2,June,14,17312.20981539253,60565
2028,Qtr 2,June,15,17320.94083011488,60740
2028,Qtr 2,June,16,17328.3407315902,60847
2028,Qtr 2,June,17,17335.70605818896,60932
2028,Qtr 2,June,18,17342.48633147472,60948
2028,Qtr 2,June,19,17347.70089728582,61097
2028,Qtr 2,June,20,17356.82089292157,61101
2028,Qtr 2,June,21,17363.68753751349,61152
2028,Qtr 2,June,22,17372.7124374561,61284
2028,Qtr 2,June,23,17380.24215384982,61290
2028,Qtr 2,June,24,17387.5580483583,61310
2028,Qtr 2,June,25,17394.09884673531,61312
2028,Qtr 2,June,26,17398.87785094085,61494
2028,Qtr 2,June,27,17407.3651447689,61535
2028,Qtr 2,June,28,17413.40598236729,61555
2028,Qtr 2,June,29,17421.42104788087,
2028,Qtr 2,June,30,17427.77083370311,
2028,Qtr 3,July,1,17433.75515844542,61777
2028,Qtr 3,July,2,17438.83527263437,61794
2028,Qtr 3,July,3,17442.05049561564,61827
2028,Qtr 3,July,4,17448.89974459614,61837
2028,Qtr 3,July,5,17453.25916420185,61851
2028,Qtr 3,July,6,17459.58156622596,61859
2028,Qtr 3,July,7,17464.25995031887,61868
2028,Qtr 3,July,8,17468.62615114778,61881
2028,Qtr 3,July,9,17472.17208489649,
2028,Qtr 3,July,10,17473.96556316512,61971
2028,Qtr 3,July,11,17479.53105878448,61976
2028,Qtr 3,July,12,17482.76665382412,61979
2028,Qtr 3,July,13,17488.14289904412,61982
2028,Qtr 3,July,14,17492.06587222387,61991
2028,Qtr 3,July,15,17495.8754941901,62007
2028,Qtr 3,July,16,17499.066584935,62025
2028,Qtr 3,July,17,17500.70463334749,62026
2028,Qtr 3,July,18,17506.30666631658,62036
2028,Qtr 3,July,19,17509.75844447121,62075
2028,Qtr 3,July,20,17515.5137066181,62095
2028,Qtr 3,July,21,17519.95773915386,62095
2028,Qtr 3,July,22,17524.40631447159,62103
2028,Qtr 3,July,23,17528.32746273439,62105
2028,Qtr 3,July,24,17530.75802982554,62121
2028,Qtr 3,July,25,17537.18538443066,62157
2028,Qtr 3,July,26,17541.46547728232,62172
2028,Qtr 3,July,27,17548.02294967125,62187
2028,Qtr 3,July,28,17553.21554254446,62217
2028,Qtr 3,July,29,17558.33382598317,62230
2028,Qtr 3,July,30,17562.82369063709,62240
2028,Qtr 3,July,31,17565.70353322639,
2028,Qtr 3,August,1,17572.44648106342,62261
2028,Qtr 3,August,2,17576.89884384312,62267
2028,Qtr 3,August,3,17583.48047867197,62267
2028,Qtr 3,August,4,17588.54931249244,62270
2028,Qtr 3,August,5,17593.40103870789,62279
2028,Qtr 3,August,6,17597.49143085649,62354
2028,Qtr 3,August,7,17599.85321093518,62357
2028,Qtr 3,August,8,17605.97782687007,62401
2028,Qtr 3,August,9,17609.73334069769,62407
2028,Qtr 3,August,10,17615.56413012084,62470
2028,Qtr 3,August,11,17619.85466717675,62492
2028,Qtr 3,August,12,17623.92841271559,62503
2028,Qtr 3,August,13,17627.26929309894,62522
2028,Qtr 3,August,14,17628.93772125948,62529
2028,Qtr 3,August,15,17634.45154141709,62566
2028,Qtr 3,August,16,17637.70312334838,62593
2028,Qtr 3,August,17,17643.15833202802,62617
2028,Qtr 3,August,18,17647.21965768137,62632
2028,Qtr 3,August,19,17651.22456377197,62639
2028,Qtr 3,August,20,17654.66653513878,62659
2028,Qtr 3,August,21,17656.61080074781,62672
2028,Qtr 3,August,22,17662.57511884165,62698
2028,Qtr 3,August,23,17666.44685479323,62706
2028,Qtr 3,August,24,17672.68207769144,62729
2028,Qtr 3,August,25,17677.66895670643,62761
2028,Qtr 3,August,26,17682.72650669297,62762
2028,Qtr 3,August,27,17687.32615334903,62763
2028,Qtr 3,August,28,17690.50807702325,62805
2028,Qtr 3,August,29,17697.7627045666,62873
2028,Qtr 3,August,30,17702.94855867681,62876
2028,Qtr 3,August,31,17710.49216805302,62884
2028,Qtr 3,September,1,17716.7522955184,62888
2028,Qtr 3,September,2,17723.01950920382,62911
2028,Qtr 3,September,3,17728.73854298839,62953
2028,Qtr 3,September,4,17732.92538212232,62983
2028,Qtr 3,September,5,17741.0494218942,62998
2028,Qtr 3,September,6,17746.95188952354,63023
2028,Qtr 3,September,7,17755.04621615789,63031
2028,Qtr 3,September,8,17761.68260300324,63041
2028,Qtr 3,September,9,17768.14779724039,63047
2028,Qtr 3,September,10,17773.88751844369,63056
2028,Qtr 3,September,11,17777.92347006122,63063
2028,Qtr 3,September,12,17785.73528659745,63067
2028,Qtr 3,September,13,17791.17861351185,63106
2028,Qtr 3,September,14,17798.68501738788,63137
2028,Qtr 3,September,15,17804.62598459344,63140
2028,Qtr 3,September,16,17810.31204136734,
2028,Qtr 3,September,17,17815.2144558988,63279
2028,Qtr 3,September,18,17818.38147878432,63318
2028,Qtr 3,September,19,17825.3194956492,63335
2028,Qtr 3,September,20,17829.9103127234,63350
2028,Qtr 3,September,21,17836.61029662335,63406
2028,Qtr 3,September,22,17841.81364947261,63472
2028,Qtr 3,September,23,17846.85087374151,63498
2028,Qtr 3,September,24,17851.20990671404,63578
2028,Qtr 3,September,25,17853.95189763004,63585
2028,Qtr 3,September,26,17860.59201478227,63587
2028,Qtr 3,September,27,17865.01651328102,63602
2028,Qtr 3,September,28,17871.68179079855,63604
2028,Qtr 3,September,29,17876.97771445064,63672
2028,Qtr 3,September,30,17882.22627112507,63677
2028,Qtr 4,October,1,17886.90301506948,63706
2028,Qtr 4,October,2,17890.05327585078,63780
2028,Qtr 4,October,3,17897.17350049155,63803
2028,Qtr 4,October,4,17902.12894389148,63836
2028,Qtr 4,October,5,17909.35341561128,63983
2028,Qtr 4,October,6,17915.21334489017,64015
2028,Qtr 4,October,7,17921.00719351184,64066
2028,Qtr 4,October,8,17926.18766690806,64080
2028,Qtr 4,October,9,17929.77866316738,64088
2028,Qtr 4,October,10,17937.25731099353,64123
2028,Qtr 4,October,11,17942.47228932916,64141
2028,Qtr 4,October,12,17949.84411734539,64143
2028,Qtr 4,October,13,17955.72965989073,64166
2028,Qtr 4,October,14,17961.42186434322,64219
2028,Qtr 4,October,15,17966.37216910838,64219
2028,Qtr 4,October,16,17969.60751711556,64237
2028,Qtr 4,October,17,17976.61232307192,64246
2028,Qtr 4,October,18,17981.24658900862,64250
2028,Qtr 4,October,19,17987.94586269612,64268
2028,Qtr 4,October,20,17993.08529378639,64273
2028,Qtr 4,October,21,17997.97881699419,64275
2028,Qtr 4,October,22,18002.10091913698,64279
2028,Qtr 4,October,23,18004.50294268235,64296
2028,Qtr 4,October,24,18010.694296005,64298
2028,Qtr 4,October,25,18014.55978783904,64325
2028,Qtr 4,October,26,18020.55880427656,64406
2028,Qtr 4,October,27,18025.08860705857,64423
2028,Qtr 4,October,28,18029.48280575464,64449
2028,Qtr 4,October,29,18033.23248263215,64474
2028,Qtr 4,October,30,18035.4019428806,64525
2028,Qtr 4,October,31,18041.50947783655,64531
2028,Qtr 4,November,1,18045.44437303572,64533
2028,Qtr 4,November,2,18051.66589024099,64566
2028,Qtr 4,November,3,18056.56650910892,64568
2028,Qtr 4,November,4,18061.47048390573,64631
2028,Qtr 4,November,5,18065.85519268551,
2028,Qtr 4,November,6,18068.76724602599,64685
2028,Qtr 4,November,7,18075.70373336617,64702
2028,Qtr 4,November,8,18080.52982540415,64706
2028,Qtr 4,November,9,18087.67844494939,64707
2028,Qtr 4,November,10,18093.51427223239,64724
2028,Qtr 4,November,11,18099.33311808607,64797
2028,Qtr 4,November,12,18104.58411871611,64844
2028,Qtr 4,November,13,18108.28669445446,64884
2028,Qtr 4,November,14,18115.91262555515,64925
2028,Qtr 4,November,15,18121.30443895611,64952
2028,Qtr 4,November,16,18128.87579504127,64986
2028,Qtr 4,November,17,18134.97611890943,64992
2028,Qtr 4,November,18,18140.89049057136,64995
2028,Qtr 4,November,19,18146.06223186942,65000
2028,Qtr 4,November,20,18149.51012013918,65009
2028,Qtr 4,November,21,18156.71057322149,65053
2028,Qtr 4,November,22,18161.51599548589,65057
2028,Qtr 4,November,23,18168.35497396212,65073
2028,Qtr 4,November,24,18173.59657349142,65106
2028,Qtr 4,November,25,18178.54975395296,65140
2028,Qtr 4,November,26,18182.68535998523,65164
2028,Qtr 4,November,27,18185.05262948767,65170
2028,Qtr 4,November,28,18191.16058495537,65175
2028,Qtr 4,November,29,18194.89551937543,65213
2028,Qtr 4,November,30,18200.72028984429,65237
2028,Qtr 4,December,1,18205.03769318019,65243
2028,Qtr 4,December,2,18209.18897251989,65287
2028,Qtr 4,December,3,18212.67493107637,65298
2028,Qtr 4,December,4,18214.57162417686,65342
2028,Qtr 4,December,5,18220.41101682619,65386
2028,Qtr 4,December,6,18224.09783940372,65387
2028,Qtr 4,December,7,18230.10837261011,65427
2028,Qtr 4,December,8,18234.85345045371,65428
2028,Qtr 4,December,9,18239.67674091426,65430
2028,Qtr 4,December,10,18244.07578693188,65438
2028,Qtr 4,December,11,18247.11778094371,65482
2028,Qtr 4,December,12,18254.32045788403,65486
2028,Qtr 4,December,13,18259.56933255933,65502
2028,Qtr 4,December,14,18267.31700164144,65560
2028,Qtr 4,December,15,18273.94678433152,65609
2028,Qtr 4,December,16,18280.77174315641,65675
2028,Qtr 4,December,17,18287.25654645407,65734
2028,Qtr 4,December,18,18292.43412237401,65775
2028,Qtr 4,December,19,18301.78746428273,65797
2028,Qtr 4,December,20,18309.16778755299,65813
2028,Qtr 4,December,21,18318.99473189152,65815
2028,Qtr 4,December,22,18327.62085776621,65831
2028,Qtr 4,December,23,18336.33145423577,65858
2028,Qtr 4,December,24,18344.56709761173,65870
2028,Qtr 4,December,25,18351.34089131949,65878
2028,Qtr 4,December,26,18362.12073061837,65916
2028,Qtr 4,December,27,18370.74777962402,65925
2028,Qtr 4,December,28,18381.63684630482,65976
2028,Qtr 4,December,29,18391.14089982232,65988
2028,Qtr 4,December,30,18400.55074773668,66040
2028,Qtr 4,December,31,18409.3173171169,66059
2029,Qtr 1,January,1,18416.46847878663,66062
2029,Qtr 1,January,2,18427.49077121688,
2029,Qtr 1,January,3,18436.24722796674,66146
2029,Qtr 1,January,4,18447.1770139225,66158
2029,Qtr 1,January,5,18456.65913683025,66163
2029,Qtr 1,January,6,18466.01127566145,66191
2029,Qtr 1,January,7,18474.71119506328,66220
2029,Qtr 1,January,8,18481.81271078848,66221
2029,Qtr 1,January,9,18492.82658798341,66303
2029,Qtr 1,January,10,18501.63760056459,66324
2029,Qtr 1,January,11,18512.70347951641,66382
2029,Qtr 1,January,12,18522.41803678122,66404
2029,Qtr 1,January,13,18532.10952346588,66419
2029,Qtr 1,January,14,18541.26170531143,66430
2029,Qtr 1,January,15,18548.92963012816,66480
2029,Qtr 1,January,16,18560.6204747151,66493
2029,Qtr 1,January,17,18570.21070080769,66510
2029,Qtr 1,January,18,18582.14524483859,66518
2029,Qtr 1,January,19,18592.80102087119,66541
2029,Qtr 1,January,20,18603.48578407255,66542
2029,Qtr 1,January,21,18613.65982260681,66544
2029,Qtr 1,January,22,18622.35243432506,66605
2029,Qtr 1,January,23,18635.04355472299,66616
2029,Qtr 1,January,24,18645.58174256065,66637
2029,Qtr 1,January,25,18658.38422336179,66647
2029,Qtr 1,January,26,18669.80124488303,66687
2029,Qtr 1,January,27,18681.11576669547,66709
2029,Qtr 1,January,28,18691.76592731541,66714
2029,Qtr 1,January,29,18700.76222231305,66718
2029,Qtr 1,January,30,18713.56973909109,66723
2029,Qtr 1,January,31,18724.02663672257,66731
2029,Qtr 1,February,1,18736.54455635756,66743
2029,Qtr 1,February,2,18747.4732053102,66754
2029,Qtr 1,February,3,18758.10013003102,66795
2029,Qtr 1,February,4,18767.87311870926,66866
2029,Qtr 1,February,5,18775.81716855954,66887
2029,Qtr 1,February,6,18787.41636937695,66892
2029,Qtr 1,February,7,18796.53190173283,66914
2029,Qtr 1,February,8,18807.60184909884,66922
2029,Qtr 1,February,9,18817.00508417615,66942
2029,Qtr 1,February,10,18826.06026468562,66996
2029,Qtr 1,February,11,18834.24740170809,67027
2029,Qtr 1,February,12,18840.6239596157,67051
2029,Qtr 1,February,13,18850.70586410351,67073
