Year,Quarter,Month,Day,Daymother - FBProphet,Daymother - SS Targets,Sum of Daymother
,,,,,4941723,77975790.3395054
2021,Qtr 2,April,18,7039.829443424496,,7107.197958146116
2021,Qtr 2,April,19,7061.012792181933,,7129.460826090311
2021,Qtr 2,April,20,7114.707307851609,,7183.523904738803
2021,Qtr 2,April,21,7148.666143254894,,7218.251571832479
2021,Qtr 2,April,22,7180.197973316923,,7250.638385982122
2021,Qtr 2,April,23,7213.434127417078,,7284.155915670849
2021,Qtr 2,April,24,7240.464107841985,,
2021,Qtr 2,April,25,7258.444672822646,,7330.13976584779
2021,Qtr 2,April,26,7278.925517850478,,7351.712159402781
2021,Qtr 2,April,27,7332.019947170607,,7405.189673801844
2021,Qtr 2,April,28,7365.511501033732,,7439.466990100449
2021,Qtr 2,April,29,7396.735635675581,,7471.565258798767
2021,Qtr 2,April,30,7429.84600193764,,7504.978076675236
2021,Qtr 2,May,1,7456.949274454713,,7532.869851371929
2021,Qtr 2,May,2,7475.213732996638,,7551.365394472527
2021,Qtr 2,May,3,7496.194646453338,,7573.462038580938
2021,Qtr 2,May,4,7550.004861256349,,7627.679434650587
2021,Qtr 2,May,5,7584.421562459448,,7662.905283815178
2021,Qtr 2,May,6,7616.768299700011,,7696.148204478402
2021,Qtr 2,May,7,7651.181811933575,,7730.884283510917
2021,Qtr 2,May,8,7679.747583914532,,7760.25619734981
2021,Qtr 2,May,9,7699.609310703137,,7780.363717374245
2021,Qtr 2,May,10,7722.295289806676,,7804.176863082414
2021,Qtr 2,May,11,7777.890107269874,,7860.18682273534
2021,Qtr 2,May,12,7814.142546985994,,7897.252855694936
2021,Qtr 2,May,13,7848.348774287287,,7932.356335050151
2021,Qtr 2,May,14,7884.62028566544,,7968.948436446241
2021,Qtr 2,May,15,7915.020516063844,,8000.150316632823
2021,Qtr 2,May,16,7936.675240380352,,8022.044555887747
2021,Qtr 2,May,17,7961.099752380025,,8047.589091057309
2021,Qtr 2,May,18,8018.371155409874,,8105.268726797507
2021,Qtr 2,May,19,8056.236667878828,,8143.942413008941
2021,Qtr 2,May,20,8091.996974828319,,8180.597427636546
2021,Qtr 2,May,21,8129.774105057603,,8218.696958908258
2021,Qtr 2,May,22,8161.647720744844,,8251.37992679896
2021,Qtr 2,May,23,8184.764959894707,,8274.751822548482
2021,Qtr 2,May,24,8210.666826738068,,8301.797806064606
2021,Qtr 2,May,25,8269.459484423838,,8361.033170060939
2021,Qtr 2,May,26,8308.921380464722,,8401.349387854985
2021,Qtr 2,May,27,8346.385270589846,,8439.766919834583
2021,Qtr 2,May,28,8386.004660680668,,8479.781314418764
2021,Qtr 2,May,29,8419.888598680192,,8514.561489771282
2021,Qtr 2,May,30,8445.210005171364,,8540.239024918932
2021,Qtr 2,May,31,8473.530588084754,,8569.819751786303
2021,Qtr 2,June,1,8534.97074663901,,8631.83280894944
2021,Qtr 2,June,2,8577.315444588248,,
2021,Qtr 2,June,3,8617.895165310309,,8716.864651621432
2021,Qtr 2,June,4,8660.851511043715,,8760.382632954766
2021,Qtr 2,June,5,8698.27141511104,,8798.874321945761
2021,Qtr 2,June,6,8707.15488601679,,8806.442658855947
2021,Qtr 2,June,7,8719.16084982351,,8818.041797740036
2021,Qtr 2,June,8,8764.356510916134,,8862.144995752507
2021,Qtr 2,June,9,8790.464212705774,,8887.583995690518
2021,Qtr 2,June,10,8814.74340538261,,8911.301836326073
2021,Qtr 2,June,11,8841.25756645602,,8936.699507661026
2021,Qtr 2,June,12,8862.0100168427,,8956.83534671095
2021,Qtr 2,June,13,8874.053815938387,,8967.715995225797
2021,Qtr 2,June,14,8888.818759456828,,8982.2101867822
2021,Qtr 2,June,15,8936.283847258459,,9028.70048341164
2021,Qtr 2,June,16,8964.086147843647,,9055.931172848506
2021,Qtr 2,June,17,8989.405104300986,,9080.763478048728
2021,Qtr 2,June,18,9016.23176354124,,9106.524574081433
2021,Qtr 2,June,19,9036.506806473628,,9126.209241229846
2021,Qtr 2,June,20,9047.232498303287,,9135.772910019492
2021,Qtr 2,June,21,9059.801521187263,,9148.047302908393
2021,Qtr 2,June,22,9104.170999439943,,9191.393734936464
2021,Qtr 2,June,23,9127.972593170405,,9214.552233139913
2021,Qtr 2,June,24,9148.397662146239,,9234.397583270604
2021,Qtr 2,June,25,9169.466947894663,,9254.28876537013
2021,Qtr 2,June,26,9183.168628177238,,9267.270584164084
2021,Qtr 2,June,27,9186.569850663105,,9269.366238661942
2021,Qtr 2,June,28,9191.144707399922,,9273.49203643025
2021,Qtr 2,June,29,9226.946971589517,,9308.109327841783
2021,Qtr 2,June,30,9241.718495717942,,9322.071845238852
2021,Qtr 3,July,1,9252.77230742258,,9332.379592329777
2021,Qtr 3,July,2,9264.259896349866,,9342.525792969582
2021,Qtr 3,July,3,9268.30660097375,,9345.695762586805
2021,Qtr 3,July,5,9257.316196522655,,9332.668362711333
2021,Qtr 3,July,6,9284.086820378876,,9358.133721519003
2021,Qtr 3,July,7,9290.307009472372,,9363.441286233105
2021,Qtr 3,July,8,9293.41420032825,,9365.716900711006
2021,Qtr 3,July,9,9297.672868615762,,9368.567651265881
2021,Qtr 3,July,10,9295.307345226951,,9365.278141052306
2021,Qtr 3,July,11,9283.608211111516,,9352.097821552461
2021,Qtr 3,July,12,9274.25536287704,,9342.15072000803
2021,Qtr 3,July,13,9297.486196844986,,9364.082766706708
2021,Qtr 3,July,14,9301.199929128234,,9366.90502737959
2021,Qtr 3,July,15,9302.837195682687,,9367.744094719137
2021,Qtr 3,July,16,9306.644519205975,,9370.186242186597
2021,Qtr 3,July,17,9304.807628864608,,9367.474280035904
2021,Qtr 3,July,19,9287.50170914116,,9348.19538618967
2021,Qtr 3,July,20,9313.780936950503,,9373.222165370114
2021,Qtr 3,July,21,9321.189221145038,,9379.777272136884
2021,Qtr 3,July,22,9327.04941300206,,9384.866101291302
2021,Qtr 3,July,23,9335.481936235636,,9391.945672752629
2021,Qtr 3,July,24,9338.5412331119,,9394.124707311896
2021,Qtr 3,July,26,9331.309045020898,,9384.847965581383
2021,Qtr 3,July,27,9362.506554172918,,9414.723494684868
2021,Qtr 3,July,28,9374.591888108996,,9425.862524804392
2021,Qtr 3,July,29,9384.778680378278,,9435.161203861539
2021,Qtr 3,July,30,9397.091223888461,,9445.981044909413
2021,Qtr 3,July,31,9403.503143500899,,9451.351220761884
2021,Qtr 3,August,1,9401.049852603857,,9447.262104107236
2021,Qtr 3,August,2,9401.157733366228,,9446.58123539192
2021,Qtr 3,August,3,9433.818334568246,,9477.70676487372
2021,Qtr 3,August,4,9443.862715593066,,9489.412281122926
2021,Qtr 3,August,5,9451.353624634987,,9498.61532639128
2021,Qtr 3,August,6,9460.347586231215,,9508.7136794661
2021,Qtr 3,August,7,9462.868141341569,,9512.790611800765
2021,Qtr 3,August,9,9451.299563288636,,9504.013578649916
2021,Qtr 3,August,10,9478.799965606098,,9532.604998172232
2021,Qtr 3,August,11,9486.285236232985,,9541.562977775297
2021,Qtr 3,August,12,9491.08898685422,,9547.91066771077
2021,Qtr 3,August,13,9497.377356764708,,9555.158212231054
2021,Qtr 3,August,14,9497.28343075034,,9556.500603552662
2021,Qtr 3,August,15,9488.015014400145,,9548.106364656915
2021,Qtr 3,August,16,9481.178834925575,,9543.028376604927
2021,Qtr 3,August,17,9506.949597164554,,9569.85203720267
2021,Qtr 3,August,18,9513.17490056665,,9577.539045593663
2021,Qtr 3,August,19,9517.255155795834,,9583.17806268697
2021,Qtr 3,August,20,9523.408088979522,,9590.32885305078
2021,Qtr 3,August,21,9523.801827101983,,9592.218857078733
2021,Qtr 3,August,22,9515.661806217387,,9585.031075456629
2021,Qtr 3,August,23,9510.594590676192,,9581.814600009035
2021,Qtr 3,August,24,9538.75703967621,,9611.132982208139
2021,Qtr 3,August,25,9547.96181997328,,9621.90872435881
2021,Qtr 3,August,26,9555.558383080855,,9631.175120110624
2021,Qtr 3,August,27,9565.698961972535,,
2021,Qtr 3,August,28,9570.473536044501,,9648.794378546354
2021,Qtr 3,August,30,9566.845216823984,,9648.135299554226
2021,Qtr 3,August,31,9600.007352302622,,9682.51110492038
2021,Qtr 3,September,1,9614.213693776774,,9698.325426273514
2021,Qtr 3,September,2,9626.709712900672,,9712.505529150669
2021,Qtr 3,September,3,9641.54681594709,,9728.439104237264
2021,Qtr 3,September,4,9650.719996744674,,9739.175583992712
2021,Qtr 3,September,5,9651.2794557091,,9740.718892698265
2021,Qtr 3,September,6,9654.659141141035,,9745.942827460138
2021,Qtr 3,September,7,9690.850517835497,,9783.244126343176
2021,Qtr 3,September,8,9707.512434999628,,9801.391378766915
2021,Qtr 3,September,9,9721.856092932623,,9817.280883782254
2021,Qtr 3,September,10,9737.914555851023,,9834.285916792125
2021,Qtr 3,September,11,9747.680666191141,,9845.458211747726
2021,Qtr 3,September,12,9748.218470212625,,9846.820406307086
2021,Qtr 3,September,13,9750.99112120831,,9851.28066045833
2021,Qtr 3,September,14,9786.03358804437,,9887.284530670957
2021,Qtr 3,September,15,9801.061075525386,,9903.66229270086
2021,Qtr 3,September,16,9813.352201283396,,9917.382867603083
2021,Qtr 3,September,17,9827.01643121421,,9931.900869941714
2021,Qtr 3,September,18,9834.129691186983,,9940.35565140283
2021,Qtr 3,September,19,9831.843333170287,,9938.861159287713
2021,Qtr 3,September,20,9831.70949431788,,9940.417896089695
2021,Qtr 3,September,21,9863.851250792808,,9973.562139432332
2021,Qtr 3,September,22,9876.06854655269,,9987.210691992525
2021,Qtr 3,September,23,9885.719013072568,,9998.41238954268
2021,Qtr 3,September,24,9896.98324881276,,10010.69295465667
2021,Qtr 3,September,25,9901.998536545461,,10017.25213086318
2021,Qtr 3,September,26,9897.966228967316,,10014.25196958043
2021,Qtr 3,September,27,9896.475883855092,,10014.72759868818
2021,Qtr 3,September,28,9927.674582504038,,
2021,Qtr 3,September,29,9939.372432016798,,10060.69872723375
2021,Qtr 3,September,30,9948.92337562238,,10072.15687007288
2021,Qtr 4,October,1,9960.490875725516,,10085.11306004766
2021,Qtr 4,October,2,9970.281462744133,,10094.10987386557
2021,Qtr 4,October,3,9971.35619649325,,10093.88313061582
2021,Qtr 4,October,4,9975.253394575984,,10097.41027386431
2021,Qtr 4,October,5,10012.06070176844,,10133.18209333363
2021,Qtr 4,October,6,10029.52260072099,,10150.04928838437
2021,Qtr 4,October,7,10044.92339450605,,10164.97638656555
2021,Qtr 4,October,8,10062.35515871751,,10181.38952736878
2021,Qtr 4,October,9,10073.854555496,,10192.37695364756
2021,Qtr 4,October,10,10076.51364212065,,10193.98097856718
2021,Qtr 4,October,11,10081.80764853962,,10199.11264345003
2021,Qtr 4,October,12,10119.76804479022,,10236.20413791537
2021,Qtr 4,October,13,10138.09178353797,,10254.05714969314
2021,Qtr 4,October,14,10154.02572745677,,10269.59825873316
2021,Qtr 4,October,15,10171.63571594822,,10286.22784176854
2021,Qtr 4,October,18,10189.41209103886,,10302.15252842543
2021,Qtr 4,October,19,10226.11086471816,,10337.87324934998
2021,Qtr 4,October,20,10242.86759748174,,10354.02307492421
2021,Qtr 4,October,21,10256.97230280953,,10367.57691282386
2021,Qtr 4,October,22,10272.54238177041,,10381.99228292985
2021,Qtr 4,October,23,10281.65842760738,,10390.40863659314
2021,Qtr 4,October,24,10281.47341680368,,10388.93751357986
2021,Qtr 4,October,25,10283.53831078693,,10390.57480690237
2021,Qtr 4,October,26,10317.97245595517,,10423.85027935312
2021,Qtr 4,October,27,10332.56974896719,,10437.67258699505
2021,Qtr 4,October,28,10344.67967129818,,10449.08102498265
2021,Qtr 4,October,29,10358.47275163792,,10461.59057256575
2021,Qtr 4,October,30,10366.07442614038,,10468.38916382574
2021,Qtr 4,October,31,10364.67252127478,,10465.62605100939
2021,Qtr 4,November,1,10365.84143750717,,10466.32258682743
2021,Qtr 4,November,2,10399.71146730161,,10499.02061686683
2021,Qtr 4,November,3,10414.07425057034,,10512.62677448557
2021,Qtr 4,November,4,10426.26349706147,,10524.16391935796
2021,Qtr 4,November,5,10440.42054828277,,10537.11631022589
2021,Qtr 4,November,6,10448.62875108746,,10544.62743959206
2021,Qtr 4,November,7,10448.02185778591,,10542.7893858196
2021,Qtr 4,November,8,10450.10950937194,,10544.55498531146
2021,Qtr 4,November,9,10484.9482025455,,10578.38798057661
2021,Qtr 4,November,10,10500.24870058995,,10593.10939053728
2021,Qtr 4,November,11,10513.25896545892,,10605.65128883992
2021,Qtr 4,November,12,10528.03212393336,,10619.40451747811
2021,Qtr 4,November,14,10535.90097873533,,10625.69679534958
2021,Qtr 4,November,15,10537.47432590575,,10627.10504241901
2021,Qtr 4,November,16,10571.26739284242,,10660.03067080705
2021,Qtr 4,November,17,10584.9284957516,,10673.22825570002
2021,Qtr 4,November,18,10595.65534116913,,10683.57621065715
2021,Qtr 4,November,19,10607.46482983777,,10694.42642365758
2021,Qtr 4,November,20,10612.33146680939,,10698.80633396375
2021,Qtr 4,November,21,10607.29947884017,,10692.71218624993
2021,Qtr 4,November,22,10603.81158990095,,10689.02465428998
2021,Qtr 4,November,23,10631.88276071262,,10716.16189135344
2021,Qtr 4,November,24,10639.20977123396,,10722.92816946777
2021,Qtr 4,November,25,10643.05565824522,,10726.26922592793
2021,Qtr 4,November,26,10647.51847340266,,10729.62079564968
2021,Qtr 4,November,27,10644.66823979868,,10726.10915909823
2021,Qtr 4,November,28,10631.65724355374,,10711.84247992517
2021,Qtr 4,November,29,10620.04665664649,,10699.82417259775
2021,Qtr 4,November,30,10676.15863923987,,10756.28117959456
2021,Qtr 4,December,1,10711.64092005835,,10792.47655724236
2021,Qtr 4,December,2,10743.89081672006,,10825.49521328442
2021,Qtr 4,December,3,10777.14034853974,,10858.91169354121
2021,Qtr 4,December,4,10803.59033334214,,10885.9877500045
2021,Qtr 4,December,5,10820.51788817368,,10902.96077381746
2021,Qtr 4,December,6,10839.6003995715,,10922.95440578705
2021,Qtr 4,December,7,10891.08438870291,,10974.6265065054
2021,Qtr 4,December,8,10922.89027103062,,11007.01277435202
2021,Qtr 4,December,9,10952.49214143227,,11037.27725364561
2021,Qtr 4,December,10,10984.18216381771,,11069.05632989524
2021,Qtr 4,December,13,11048.82616010368,,11135.22538540237
2021,Qtr 4,December,14,11103.34312155448,,11189.96869050423
2021,Qtr 4,December,16,11174.11422321001,,11262.13640317872
2021,Qtr 4,December,17,11212.02200995971,,11300.24368913221
2021,Qtr 4,December,21,11364.34655964033,,11454.91025740487
2021,Qtr 4,December,22,11410.14814139591,,11501.52351109008
2021,Qtr 4,December,27,11624.22562230347,,11719.27489086011
2021,Qtr 4,December,30,11809.77228949978,,11907.25785636848
2022,Qtr 1,January,1,11920.83507922699,,12019.67495083618
2022,Qtr 1,January,2,11965.90052194552,,12065.0971958944
2022,Qtr 1,January,3,12014.45366525518,,12114.88586536817
2022,Qtr 1,January,4,12096.5023197855,,12197.45463961551
2022,Qtr 1,January,5,12159.72450308444,,12261.59155546813
2022,Qtr 1,January,6,12221.35179166433,,12324.21319325551
2022,Qtr 1,January,7,12285.4370896678,,12388.71214968833
2022,Qtr 1,January,8,12343.99073331114,,12448.15666940687
2022,Qtr 1,January,9,12394.09010691815,,12498.58125041133
2022,Qtr 1,January,10,12447.20580290705,,12552.89950141063
2022,Qtr 1,January,11,12533.37271749306,,12639.55439834923
2022,Qtr 1,January,12,12600.29704859863,,12707.36419403137
2022,Qtr 1,January,13,12665.23829473161,,12773.27518985727
2022,Qtr 1,January,14,12732.27580326615,,12840.70793505396
2022,Qtr 1,January,15,12793.44382313958,,12902.75576344695
2022,Qtr 1,January,16,12845.84026707281,,12955.47451334184
2022,Qtr 1,January,17,12900.95223762422,,13011.79473120291
2022,Qtr 1,January,18,12988.82672288442,,13100.17152077054
2022,Qtr 1,January,19,13057.17743415517,,13169.43029735467
2022,Qtr 1,January,20,13123.26688198561,,13236.5196535369
2022,Qtr 1,January,21,13191.17322860134,,13304.85789052648
2022,Qtr 1,January,22,13252.9258537926,,13367.53210621451
2022,Qtr 1,January,23,13305.61481457424,,13420.58865936838
2022,Qtr 1,January,24,13360.71722219099,,13476.94627834968
2022,Qtr 1,January,25,13448.26890667934,,13565.04693865086
2022,Qtr 1,January,26,13515.97230209787,,13633.70272787614
2022,Qtr 1,January,27,13581.07960726183,,13699.84986091243
2022,Qtr 1,January,28,13647.6607175555,,13766.89635510962
2022,Qtr 1,January,29,13707.7398229111,,13827.92221262173
2022,Qtr 1,January,30,13758.40581214615,,13878.97088741536
2022,Qtr 1,January,31,13811.13947027651,,13932.96326671182
2022,Qtr 1,February,1,13895.98580642126,,14018.34925710274
2022,Qtr 1,February,2,13960.66241822241,,14083.95516555542
2022,Qtr 1,February,3,14022.4429267109,,14146.73801619972
2022,Qtr 1,February,4,14085.4249632287,,14210.13329809811
2022,Qtr 1,February,5,14141.66659692359,,14267.25498423232
2022,Qtr 1,February,6,14188.29634402733,,
2022,Qtr 1,February,7,14236.83975410625,,14363.89458122414
2022,Qtr 1,February,8,14317.39092675369,,14444.87902417222
2022,Qtr 1,February,9,14377.71988726696,,14506.02004820365
2022,Qtr 1,February,10,14435.15488391191,,14564.33093475007
2022,Qtr 1,February,11,14493.849122194,,14623.30457709046
2022,Qtr 1,February,12,14545.91586252881,,14676.11211909114
2022,Qtr 1,February,13,14588.53706326476,,14718.89260390744
2022,Qtr 1,February,14,14633.28860657015,,14764.66491521441
2022,Qtr 1,February,15,14710.31050321489,,14841.9771618364
2022,Qtr 1,February,16,14767.4130462496,,14899.75176252612
2022,Qtr 1,February,17,14821.95801522563,,14955.03744211127
2022,Qtr 1,February,18,14878.12448177116,,15011.35470610894
2022,Qtr 1,February,19,14928.04317353276,,15061.89370522349
2022,Qtr 1,February,20,14968.90460331156,,15102.80333644467
2022,Qtr 1,February,21,15012.2840192351,,15147.10288245731
2022,Qtr 1,February,22,15088.31158319028,,15223.33135199717
2022,Qtr 1,February,23,15144.77875120561,,15280.39278189889
2022,Qtr 1,February,24,15199.01995346087,,15335.30870813825
2022,Qtr 1,February,25,15255.17911321869,,15391.56436123894
2022,Qtr 1,February,26,15305.34494294131,,15442.30747825924
2022,Qtr 1,February,27,15346.66019899716,,15483.63855197029
2022,Qtr 1,February,28,15390.64791945564,,15528.52378671411
2022,Qtr 1,March,1,15467.38301587155,,15605.44588620327
2022,Qtr 1,March,2,15524.60015253355,,15663.25089261321
2022,Qtr 1,March,3,15579.57696796578,,15718.90224010703
2022,Qtr 1,March,4,15636.40213370338,,15775.82853256492
2022,Qtr 1,March,5,15687.11214428526,,15827.12389208117
2022,Qtr 1,March,6,15728.8019768428,,15868.83965451442
2022,Qtr 1,March,7,15772.95260434618,,15913.89863991749
2022,Qtr 1,March,8,15849.60369678695,,15990.74708536785
2022,Qtr 1,March,9,15906.46241206234,,16048.20242686865
2022,Qtr 1,March,10,15960.78730551217,,16103.20806681574
2022,Qtr 1,March,11,16016.6568339336,,16159.18161699492
2022,Qtr 1,March,12,16066.1063360403,,16209.2154512871
2022,Qtr 1,March,13,16106.23862333461,,16249.36833976302
2022,Qtr 1,March,14,16148.55116873688,,16292.57939529573
2022,Qtr 1,March,15,16223.10823811107,,16367.31943130176
2022,Qtr 1,March,16,16277.64888455062,,16422.4379358019
2022,Qtr 1,March,17,16329.4698591496,,16474.91682367284
2022,Qtr 1,March,18,16382.69294476938,,16528.21748849172
2022,Qtr 1,March,19,16429.400630425,,
2022,Qtr 1,March,20,16466.74529979429,,
2022,Qtr 1,March,21,16506.27496340224,,
2022,Qtr 1,March,22,16578.10392321366,,16725.18555717875
2022,Qtr 1,March,23,16630.01933315413,,16777.64420580219
2022,Qtr 1,March,24,16679.36275167824,,16827.61146630576
2022,Qtr 1,March,25,16730.29623274654,,16878.58967244086
2022,Qtr 1,March,26,16774.93690894363,,16923.75415831184
2022,Qtr 1,March,27,16810.46527152109,,16959.24253668798
2022,Qtr 1,March,28,16848.4502024448,,16998.06644682339
2022,Qtr 1,March,29,16919.0191661918,,17068.76093438038
2022,Qtr 1,March,30,16969.96453677559,,17120.22972544869
2022,Qtr 1,March,31,17018.62516068012,,17169.49760444539
2022,Qtr 2,April,1,17069.15269913443,,17220.05645492068
2022,Qtr 2,April,2,17113.64669316204,,17265.06386021983
2022,Qtr 2,April,3,17149.26353887983,,17300.63309030092
2022,Qtr 2,April,4,17187.54240437296,,17339.74575070662
2022,Qtr 2,April,5,17258.57646646717,,17410.90222611982
2022,Qtr 2,April,6,17310.12040871758,,17462.96814552258
2022,Qtr 2,April,7,17359.47324348828,,17512.92804007928
2022,Qtr 2,April,8,17410.74596129839,,17564.23271164671
2022,Qtr 2,April,9,17455.9979094245,,17609.99916657093
2022,Qtr 2,April,10,17492.34704591244,,17646.30189895703
2022,Qtr 2,April,11,17531.29706041182,,17686.08675878648
2022,Qtr 2,April,12,17602.90970290468,,17757.82249945995
2022,Qtr 2,April,13,17654.91322821288,,17810.34819787844
2022,Qtr 2,April,14,17704.5859905871,,17860.62768928891
2022,Qtr 2,April,15,17756.02466871956,,17912.09751179795
2022,Qtr 2,April,16,17801.28100677972,,17957.86719882432
2022,Qtr 2,April,17,17837.47220817388,,17994.01069439096
2022,Qtr 2,April,18,17876.10797120352,,18033.4801247193
2022,Qtr 2,April,19,17947.2625127158,,18104.75702620112
2022,Qtr 2,April,20,17998.68249973269,,18156.69923556872
2022,Qtr 2,April,21,18047.66994213206,,18206.29460397466
2022,Qtr 2,April,22,18098.34955154292,,18257.00805550407
2022,Qtr 2,April,23,18142.80448211301,,18301.98085929987
2022,Qtr 2,April,24,18178.18562416191,,18337.32092538809
2022,Qtr 2,April,25,18216.03747734677,,18376.01539598098
2022,Qtr 2,April,26,18286.46898880579,,18446.58067252404
2022,Qtr 2,April,27,18337.26031627296,,18497.90812505802
2022,Qtr 2,April,28,18385.74460857411,,18547.01668558411
2022,Qtr 2,April,29,18436.07434604945,,18597.39888384467
2022,Qtr 2,April,30,18480.35619075464,,18642.21922925033
2022,Qtr 2,May,1,18515.75954733452,,18677.60377910658
2022,Qtr 2,May,2,18553.84188576922,,
2022,Qtr 2,May,3,18624.71922988971,,18787.58740732637
2022,Qtr 2,May,4,18676.17278332133,,18839.60126143783
2022,Qtr 2,May,5,18725.53078973985,,18889.60715835403
2022,Qtr 2,May,6,18776.93516708485,,18941.08643752377
2022,Qtr 2,May,7,18822.47685535531,,
2022,Qtr 2,May,8,18859.30506161836,,19024.01498333122
2022,Qtr 2,May,9,18898.9534296449,,19064.54490167943
2022,Qtr 2,May,10,18971.51150849845,,19137.27313320031
2022,Qtr 2,May,11,19024.73245730591,,19191.06322283465
2022,Qtr 2,May,12,19075.91604489894,,19242.90001936245
2022,Qtr 2,May,13,19129.1764432369,,19296.23720893716
2022,Qtr 2,May,14,19176.57871228677,,19344.19737357889
2022,Qtr 2,May,15,19215.24911820056,,19382.86335398022
2022,Qtr 2,May,16,19256.70227196237,,19425.19214728728
2022,Qtr 2,May,17,19331.01342549326,,19499.6664299417
2022,Qtr 2,May,18,19385.92682928685,,19555.14189454692
2022,Qtr 2,May,19,19438.73918245488,,19608.60153930477
2022,Qtr 2,May,20,19493.5676526368,,19663.50340187149
2022,Qtr 2,May,21,19542.48634916548,,19712.98057362463
2022,Qtr 2,May,22,19582.63638481898,,19753.1322679007
2022,Qtr 2,May,23,19625.55251496071,,19796.93717542563
2022,Qtr 2,May,24,19701.33470093241,,19872.90420802092
2022,Qtr 2,May,25,19757.755519751,,19929.9188388092
2022,Qtr 2,May,26,19812.14247665707,,19984.99620454247
2022,Qtr 2,May,27,19868.64473066878,,20041.62749609607
2022,Qtr 2,May,28,19919.36815537583,,20092.97851349986
2022,Qtr 2,May,29,19961.48391418584,,20135.17920447906
2022,Qtr 2,May,30,20006.55358646588,,20181.23546884733
2022,Qtr 2,May,31,20084.69924143119,,20259.67838120058
2022,Qtr 2,June,1,20143.70943263125,,20319.40909216661
2022,Qtr 2,June,2,20200.92021963347,,
2022,Qtr 2,June,3,20260.48077476663,,20437.29314160608
2022,Qtr 2,June,4,20314.48754099038,,20492.09160020971
2022,Qtr 2,June,5,20360.09215859808,,20537.95465999028
2022,Qtr 2,June,6,20408.82622903994,,20587.85614926746
2022,Qtr 2,June,7,20490.7713367593,,20670.28427194105
2022,Qtr 2,June,8,20553.6653172088,,20734.08682760162
2022,Qtr 2,June,9,20614.78388354499,,20796.22366692328
2022,Qtr 2,June,10,20678.2071659318,,20860.11295176079
2022,Qtr 2,June,11,20735.95511562583,,20918.83012535476
2022,Qtr 2,June,12,20785.09696786247,,20968.39842502205
2022,Qtr 2,June,13,20837.07779880329,,21021.70221661893
2022,Qtr 2,June,14,20921.89055582239,,
2022,Qtr 2,June,15,20987.18450010854,,21173.46329263123
2022,Qtr 2,June,16,21050.14911856955,,21237.54860513133
2022,Qtr 2,June,17,21114.78299861164,,21302.72893306571
2022,Qtr 2,June,18,21173.03155438962,,21362.00368768536
2022,Qtr 2,June,19,21221.89873352144,,21411.3297815974
2022,Qtr 2,June,20,21272.77567488433,,21463.5370990653
2022,Qtr 2,June,21,21355.61463437388,,21546.9817032383
2022,Qtr 2,June,22,21418.03905927638,,21610.39494477222
2022,Qtr 2,June,23,21477.22881573596,,21670.63958288766
2022,Qtr 2,June,24,21537.19001780711,,21731.05938064615
2022,Qtr 2,June,25,21589.89331045837,,21784.6809783292
2022,Qtr 2,June,26,21632.38570933354,,21827.50678492412
2022,Qtr 2,June,27,21676.11895267871,,21872.43008658547
2022,Qtr 2,June,28,21751.12267871306,,21947.88743870445
2022,Qtr 2,June,29,21805.11331741875,,22002.70651598733
2022,Qtr 2,June,30,21855.37772146349,,22053.86055372113
2022,Qtr 3,July,1,21906.04101653697,13082,22104.81587593729
2022,Qtr 3,July,2,21949.20256613594,13088,22148.73135935025
2022,Qtr 3,July,3,21982.04520615611,13119,22181.74862806906
2022,Qtr 3,July,4,22016.16076584775,13152,22216.90424159582
2022,Qtr 3,July,5,22081.72025662061,13174,22282.77901343151
2022,Qtr 3,July,6,22126.57969117487,13209,22328.34271058569
2022,Qtr 3,July,7,22168.1606345462,13262,22370.70534628117
2022,Qtr 3,July,8,22210.71504554291,13270,22413.46164178037
2022,Qtr 3,July,9,22246.45838102811,13274,22449.88758536388
2022,Qtr 3,July,10,22272.67619293058,13301,22476.22795938818
2022,Qtr 3,July,11,22301.04730413048,13338,22505.60616854846
2022,Qtr 3,July,12,22361.81200741291,13349,22566.67156998424
2022,Qtr 3,July,13,22402.87630403246,13410,22608.44260976322
2022,Qtr 3,July,14,22441.69132735048,13420,22648.05702163327
2022,Qtr 3,July,15,22482.51754242658,13424,22689.11569564942
2022,Qtr 3,July,16,22517.55771397023,13482,22724.87916350587
2022,Qtr 3,July,17,22544.063879401,13486,22751.55557680195
2022,Qtr 3,July,18,22573.66140664286,13487,22782.21150291838
2022,Qtr 3,July,19,22636.51856101647,13497,22845.4207170639
2022,Qtr 3,July,20,22680.4525650793,13506,22890.1092598259
2022,Qtr 3,July,21,22722.81125210021,13520,22933.30796863844
2022,Qtr 3,July,22,22767.73984833556,13524,22978.4990322391
2022,Qtr 3,July,23,22807.31681128438,13539,23018.81544685329
2022,Qtr 3,July,24,22838.66388763628,13615,23050.33217447436
2022,Qtr 3,July,25,22873.27339162171,13617,23085.98024629277
2022,Qtr 3,July,26,22941.18104542637,13623,23154.19890461895
2022,Qtr 3,July,27,22990.07528123762,13649,23203.78396610616
2022,Qtr 3,July,28,23037.18202201188,13652,23251.64352917745
2022,Qtr 3,July,29,23086.53439546256,13664,23301.14749254101
2022,Qtr 3,July,30,23130.1112328901,13719,23345.32968689374
2022,Qtr 3,July,31,23164.94944816378,13724,23380.18135117045
2022,Qtr 3,August,1,23202.47323817216,13731,23418.56713688744
