Year,Quarter,Month,Day,ECD Centre - FBProphet,ECD Centre - SS Targets
2021,Qtr 2,May,13,3284.440056662271,
2021,Qtr 2,May,14,3293.996129339025,
2021,Qtr 2,May,15,3302.675573653625,
2021,Qtr 2,May,16,3311.131599375137,
2021,Qtr 2,May,17,3312.317550586622,
2021,Qtr 2,May,18,3323.729535774735,
2021,Qtr 2,May,19,3331.388230965292,
2021,Qtr 2,May,20,3343.022925767981,
2021,Qtr 2,May,21,3352.80308614021,
2021,Qtr 2,May,22,3361.546041197805,
2021,Qtr 2,May,23,3369.896563787896,
2021,Qtr 2,May,24,3370.805653561431,
2021,Qtr 2,May,25,3381.773330937908,
2021,Qtr 2,May,26,3388.830410863176,
2021,Qtr 2,May,27,3399.72232554264,
2021,Qtr 2,May,28,3408.640275102719,
2021,Qtr 2,May,29,3416.428324351554,
2021,Qtr 2,May,30,3423.762231600281,
2021,Qtr 2,May,31,3423.627339476936,
2021,Qtr 2,June,1,3433.560361661272,
2021,Qtr 2,June,2,3439.630063582915,
2021,Qtr 2,June,3,3449.619938166441,
2021,Qtr 2,June,4,3457.758189305247,
2021,Qtr 2,June,5,3464.923675804079,
2021,Qtr 2,June,6,3465.831839689098,
2021,Qtr 2,June,7,3459.486964276648,
2021,Qtr 2,June,8,3463.447662419296,
2021,Qtr 2,June,9,3463.798585408897,
2021,Qtr 2,June,10,3468.332495327984,
2021,Qtr 2,June,11,3471.2798292881,
2021,Qtr 2,June,12,3473.514422343801,
2021,Qtr 2,June,13,3475.731217789284,
2021,Qtr 2,June,14,3470.923330353954,
2021,Qtr 2,June,15,3476.623323565635,
2021,Qtr 2,June,16,3478.883717572116,
2021,Qtr 2,June,17,3485.459837079201,
2021,Qtr 2,June,18,3490.540310684384,
2021,Qtr 2,June,19,3494.953862955658,
2021,Qtr 2,June,20,3499.348198508604,
2021,Qtr 2,June,21,3496.668310968741,
2021,Qtr 2,June,22,3504.399043213383,
2021,Qtr 2,June,23,3508.546879067128,
2021,Qtr 2,June,24,3516.824039787377,
2021,Qtr 2,June,25,3523.380161142344,
2021,Qtr 2,June,26,3529.01015882334,
2021,Qtr 2,June,27,3534.334050682094,
2021,Qtr 2,June,28,3532.27604165529,
2021,Qtr 2,June,29,3540.307675271089,
2021,Qtr 2,June,30,3544.430014596339,
2021,Qtr 3,July,1,3552.357914336266,
2021,Qtr 3,July,2,3558.251654302564,
2021,Qtr 3,July,3,3562.924542612619,
2021,Qtr 3,July,5,3563.501291444425,
2021,Qtr 3,July,6,3569.871184957573,
2021,Qtr 3,July,7,3572.175761559737,
2021,Qtr 3,July,8,3578.176228651837,
2021,Qtr 3,July,9,3582.081581250813,
2021,Qtr 3,July,10,3584.754906392754,
2021,Qtr 3,July,11,3586.891406156311,
2021,Qtr 3,July,12,3581.495494933109,
2021,Qtr 3,July,13,3586.121829916739,
2021,Qtr 3,July,14,3586.855296487031,
2021,Qtr 3,July,15,3591.493071082033,
2021,Qtr 3,July,16,3594.274092977343,
2021,Qtr 3,July,17,3596.084613116589,
2021,Qtr 3,July,19,3591.939736951936,
2021,Qtr 3,July,20,3596.551787708034,
2021,Qtr 3,July,21,3597.549173545716,
2021,Qtr 3,July,22,3602.714062778261,
2021,Qtr 3,July,23,3606.263385881367,
2021,Qtr 3,July,24,3609.055065598979,
2021,Qtr 3,July,26,3607.371422629118,
2021,Qtr 3,July,27,3613.383642596134,
2021,Qtr 3,July,28,3615.836550450317,
2021,Qtr 3,July,29,3622.467581275895,
2021,Qtr 3,July,30,3627.449257562504,
2021,Qtr 3,July,31,3631.596650408973,
2021,Qtr 3,August,1,3635.54686121124,
2021,Qtr 3,August,2,3632.237836265468,
2021,Qtr 3,August,3,3639.151323043224,
2021,Qtr 3,August,4,3642.294969159084,
2021,Qtr 3,August,5,3649.38645140888,
2021,Qtr 3,August,6,3654.585255491554,
2021,Qtr 3,August,7,3658.700361230127,
2021,Qtr 3,August,9,3658.5392215712,
2021,Qtr 3,August,10,3664.704707204502,
2021,Qtr 3,August,11,3666.89410416601,
2021,Qtr 3,August,12,3672.85066481862,
2021,Qtr 3,August,13,3676.763860326193,
2021,Qtr 3,August,14,3679.476141701497,
2021,Qtr 3,August,15,3681.661428794037,
2021,Qtr 3,August,16,3676.302672082568,
2021,Qtr 3,August,17,3680.933335835083,
2021,Qtr 3,August,18,3681.617814505415,
2021,Qtr 3,August,19,3686.133895986775,
2021,Qtr 3,August,20,3688.70259520527,
2021,Qtr 3,August,21,3690.194019468221,
2021,Qtr 3,August,22,3691.30509214482,
2021,Qtr 3,August,23,3685.036501336,
2021,Qtr 3,August,24,3688.933739149928,
2021,Qtr 3,August,25,3689.067255282182,
2021,Qtr 3,August,26,3693.214844797514,
2021,Qtr 3,August,27,3695.591594160242,
2021,Qtr 3,August,28,3697.056041789937,
2021,Qtr 3,August,30,3692.267972583443,
2021,Qtr 3,August,31,3696.515262853398,
2021,Qtr 3,September,1,3697.07268849268,
2021,Qtr 3,September,2,3701.688078131456,
2021,Qtr 3,September,3,3704.54559380305,
2021,Qtr 3,September,4,3706.472920429151,
2021,Qtr 3,September,5,3708.120475113966,
2021,Qtr 3,September,6,3702.439955342954,
2021,Qtr 3,September,7,3706.927040908305,
2021,Qtr 3,September,8,3707.603220796233,
2021,Qtr 3,September,9,3712.199812407783,
2021,Qtr 3,September,10,3714.889446180184,
2021,Qtr 3,September,11,3716.493624007036,
2021,Qtr 3,September,12,3717.662124058261,
2021,Qtr 3,September,13,3711.351565383859,
2021,Qtr 3,September,14,3715.067946987633,
2021,Qtr 3,September,15,3714.848138042263,
2021,Qtr 3,September,16,3718.44339745594,
2021,Qtr 3,September,17,3720.050211762759,
2021,Qtr 3,September,18,3720.517080216343,
2021,Qtr 3,September,19,3720.523044115233,
2021,Qtr 3,September,20,3713.055301368177,
2021,Qtr 3,September,21,3715.650750956192,
2021,Qtr 3,September,22,3714.376475360389,
2021,Qtr 3,September,23,3717.012271023682,
2021,Qtr 3,September,24,3717.780547156032,
2021,Qtr 3,September,25,3717.552251612625,
2021,Qtr 3,September,26,3717.02464831241,
2021,Qtr 3,September,27,3709.198311382026,
2021,Qtr 3,September,28,3711.61820084109,
2021,Qtr 3,September,29,3710.353843407408,
2021,Qtr 3,September,30,3713.181738855253,
2021,Qtr 4,October,1,3714.315317119326,
2021,Qtr 4,October,2,3717.5253350888,
2021,Qtr 4,October,3,3720.575376201608,
2021,Qtr 4,October,4,3716.442115976852,
2021,Qtr 4,October,5,3722.642891387427,
2021,Qtr 4,October,6,3725.216730882812,
2021,Qtr 4,October,7,3731.907708806434,
2021,Qtr 4,October,8,3736.895920456228,
2021,Qtr 4,October,9,3741.004704432575,
2021,Qtr 4,October,10,3744.879897571835,
2021,Qtr 4,October,11,3741.468442564235,
2021,Qtr 4,October,12,3748.261163417629,
2021,Qtr 4,October,13,3751.274679619989,
2021,Qtr 4,October,14,3758.235525235155,
2021,Qtr 4,October,15,3763.31174410546,
2021,Qtr 4,October,18,3767.027211912467,
2021,Qtr 4,October,19,3773.181797980872,
2021,Qtr 4,October,20,3775.40677880419,
2021,Qtr 4,October,21,3781.452521773112,
2021,Qtr 4,October,22,3785.515600370216,
2021,Qtr 4,October,23,3788.445638503175,
2021,Qtr 4,October,24,3790.923872105819,
2021,Qtr 4,October,25,3785.940765195966,
2021,Qtr 4,October,26,3791.037521936084,
2021,Qtr 4,October,27,3792.286500522772,
2021,Qtr 4,October,28,3797.473637732958,
2021,Qtr 4,October,29,3800.828204311939,
2021,Qtr 4,October,30,3803.228551002889,
2021,Qtr 4,October,31,3805.379671996717,
2021,Qtr 4,November,1,3800.289954547914,
2021,Qtr 4,November,2,3805.511984352036,
2021,Qtr 4,November,3,3807.122436191886,
2021,Qtr 4,November,4,3812.904177252359,
2021,Qtr 4,November,5,3817.075916156653,
2021,Qtr 4,November,6,3820.498064252849,
2021,Qtr 4,November,7,3823.850636264415,
2021,Qtr 4,November,8,3820.110552915964,
2021,Qtr 4,November,9,3826.793202644277,
2021,Qtr 4,November,10,3829.933273363263,
2021,Qtr 4,November,11,3837.267957572234,
2021,Qtr 4,November,12,3842.96783481993,
2021,Qtr 4,November,14,3852.527682323508,
2021,Qtr 4,November,15,3849.948316577161,
2021,Qtr 4,November,16,3857.577154712297,
2021,Qtr 4,November,17,3861.409118349266,
2021,Qtr 4,November,18,3869.147319298826,
2021,Qtr 4,November,19,3874.935061639392,
2021,Qtr 4,November,20,3879.56399052907,
2021,Qtr 4,November,21,3883.65414967282,
2021,Qtr 4,November,22,3880.133247756518,
2021,Qtr 4,November,23,3886.479933343148,
2021,Qtr 4,November,24,3888.706037937726,
2021,Qtr 4,November,25,3894.540847100759,
2021,Qtr 4,November,26,3898.162669347932,
2021,Qtr 4,November,27,3900.406312081103,
2021,Qtr 4,November,28,3901.942242074545,
2021,Qtr 4,November,29,3895.754752695263,
2021,Qtr 4,November,30,3906.516509178487,
2021,Qtr 4,December,1,3913.171742770161,
2021,Qtr 4,December,2,3923.516632935404,
2021,Qtr 4,December,3,3931.796744207897,
2021,Qtr 4,December,4,3938.912889888155,
2021,Qtr 4,December,5,3945.598698239805,
2021,Qtr 4,December,6,3944.897245418222,
2021,Qtr 4,December,7,3954.401622719779,
2021,Qtr 4,December,8,3960.234468260862,
2021,Qtr 4,December,9,3970.229593742967,
2021,Qtr 4,December,10,3978.661045247781,
2021,Qtr 4,December,13,3995.356902564082,
2021,Qtr 4,December,14,4007.099761794591,
2021,Qtr 4,December,16,4028.844653317086,
2021,Qtr 4,December,17,4040.881457987113,
2021,Qtr 4,December,21,4086.856429542054,
2021,Qtr 4,December,22,4100.273664482597,
2021,Qtr 4,December,27,4178.852033013,
2021,Qtr 4,December,30,4238.819556374681,
2022,Qtr 1,January,1,4278.735380932269,
2022,Qtr 1,January,2,4298.271859642272,
2022,Qtr 1,January,3,4310.66246537931,
2022,Qtr 1,January,4,4333.3857204576,
2022,Qtr 1,January,5,4352.452160398821,
2022,Qtr 1,January,6,4375.587998055754,
2022,Qtr 1,January,7,4396.966056180014,
2022,Qtr 1,January,8,4417.41260097239,
2022,Qtr 1,January,9,4437.585878294813,
2022,Qtr 1,January,10,4450.453698972289,
2022,Qtr 1,January,11,4473.534923797873,
2022,Qtr 1,January,12,4492.87986256357,
2022,Qtr 1,January,13,4516.252703504712,
2022,Qtr 1,January,14,4537.861299631189,
2022,Qtr 1,January,15,4558.562976480371,
2022,Qtr 1,January,16,4579.042191029299,
2022,Qtr 1,January,17,4592.287411538779,
2022,Qtr 1,January,18,4615.832086937614,
2022,Qtr 1,January,19,4635.734732245328,
2022,Qtr 1,January,20,4659.761252475369,
2022,Qtr 1,January,21,4682.114831308754,
2022,Qtr 1,January,22,4703.642042718121,
2022,Qtr 1,January,23,4725.011002998224,
2022,Qtr 1,January,24,4739.188915188011,
2022,Qtr 1,January,25,4763.683851774609,
2022,Qtr 1,January,26,4784.525775250035,
2022,Qtr 1,January,27,4809.449888661379,
2022,Qtr 1,January,28,4832.627609702728,
2022,Qtr 1,January,29,4854.873792341735,
2022,Qtr 1,January,30,4876.825978839066,
2022,Qtr 1,January,31,4891.423000174575,
2022,Qtr 1,February,1,4916.147738438398,
2022,Qtr 1,February,2,4937.009021021398,
2022,Qtr 1,February,3,4961.725712479679,
2022,Qtr 1,February,4,4984.458275588243,
2022,Qtr 1,February,5,5006.016408412169,
2022,Qtr 1,February,6,5027.038528440055,
2022,Qtr 1,February,7,5040.470415652418,
2022,Qtr 1,February,8,5063.807827766005,
2022,Qtr 1,February,9,5083.07806296596,
2022,Qtr 1,February,10,5106.023547077424,
2022,Qtr 1,February,11,5126.832732998738,
2022,Qtr 1,February,12,5146.346940241365,
2022,Qtr 1,February,13,5165.238930688231,
2022,Qtr 1,February,14,5176.490560779425,
2022,Qtr 1,February,15,5197.634354099394,
2022,Qtr 1,February,16,5214.734001865138,
2022,Qtr 1,February,17,5235.566900926214,
2022,Qtr 1,February,18,5254.354049238716,
2022,Qtr 1,February,19,5271.965957304775,
2022,Qtr 1,February,20,5289.100399919532,
2022,Qtr 1,February,21,5298.759373400138,
2022,Qtr 1,February,22,5318.490123223989,
2022,Qtr 1,February,23,5334.365265896129,
2022,Qtr 1,February,24,5354.165125859689,
2022,Qtr 1,February,25,5372.107613173621,
2022,Qtr 1,February,26,5389.05430060988,
2022,Qtr 1,February,27,5405.688519079312,
2022,Qtr 1,February,28,5414.992825713143,
2022,Qtr 1,March,1,5434.490693606414,
2022,Qtr 1,March,2,5450.227426540358,
2022,Qtr 1,March,3,5469.953395045996,
2022,Qtr 1,March,4,5487.854891878717,
2022,Qtr 1,March,5,5504.761235544092,
2022,Qtr 1,March,6,5521.323909327691,
2022,Qtr 1,March,7,5530.49505820963,
2022,Qtr 1,March,8,5549.770161204088,
2022,Qtr 1,March,9,5565.169852406427,
2022,Qtr 1,March,10,5584.423959416433,
2022,Qtr 1,March,11,5601.70303269045,
2022,Qtr 1,March,12,5617.825973862476,
2022,Qtr 1,March,13,5633.439534423454,
2022,Qtr 1,March,14,5641.496996096336,
2022,Qtr 1,March,15,5659.500844755672,
2022,Qtr 1,March,16,5673.484411004192,
2022,Qtr 1,March,17,5691.195551428323,
2022,Qtr 1,March,18,5706.827654800452,
2022,Qtr 1,March,19,5721.226597018056,
2022,Qtr 1,March,20,5735.06943647845,
2022,Qtr 1,March,21,5741.342185481927,
2022,Qtr 1,March,22,5757.581496979719,
2022,Qtr 1,March,23,5769.855269631764,
2022,Qtr 1,March,24,5785.945276531717,
2022,Qtr 1,March,25,5800.07713374186,
2022,Qtr 1,March,26,5813.126263879856,
2022,Qtr 1,March,27,5825.795676537405,
2022,Qtr 1,March,28,5831.092928927361,
2022,Qtr 1,March,29,5846.571130762759,
2022,Qtr 1,March,30,5858.309017159047,
2022,Qtr 1,March,31,5874.093211253422,
2022,Qtr 2,April,1,5888.14800403605,
2022,Qtr 2,April,2,5901.341312660347,
2022,Qtr 2,April,3,5914.362639524929,
2022,Qtr 2,April,4,5920.200390506199,
2022,Qtr 2,April,5,5936.383405945518,
2022,Qtr 2,April,6,5948.961712709157,
2022,Qtr 2,April,7,5965.689598931361,
2022,Qtr 2,April,8,5980.756314842134,
2022,Qtr 2,April,9,5994.993033565145,
2022,Qtr 2,April,10,6009.051864329085,
2022,Qtr 2,April,11,6015.884245049885,
2022,Qtr 2,April,12,6032.983535837349,
2022,Qtr 2,April,13,6046.366790025848,
2022,Qtr 2,April,14,6063.758773908761,
2022,Qtr 2,April,15,6079.323510347583,
2022,Qtr 2,April,16,6093.87195496145,
2022,Qtr 2,April,17,6108.041575970547,
2022,Qtr 2,April,18,6114.775147735219,
2022,Qtr 2,April,19,6131.563567593665,
2022,Qtr 2,April,20,6144.427665977448,
2022,Qtr 2,April,21,6161.102079894759,
2022,Qtr 2,April,22,6175.766469432951,
2022,Qtr 2,April,23,6189.252695905625,
2022,Qtr 2,April,24,6202.223747784168,
2022,Qtr 2,April,25,6207.651744219414,
2022,Qtr 2,April,26,6223.05984962919,
2022,Qtr 2,April,27,6234.503096598007,
2022,Qtr 2,April,28,6249.751217024222,
2022,Qtr 2,April,29,6263.018792693849,
2022,Qtr 2,April,30,6275.171376170623,
2022,Qtr 2,May,1,6286.903400171129,
2022,Qtr 2,May,2,6291.215236061252,
2022,Qtr 2,May,3,6305.654263649459,
2022,Qtr 2,May,4,6316.294975226526,
2022,Qtr 2,May,5,6330.921235711492,
2022,Qtr 2,May,6,6343.75602756441,
2022,Qtr 2,May,7,6355.667343854791,
2022,Qtr 2,May,8,6367.346054788562,
2022,Qtr 2,May,9,6371.783109867283,
2022,Qtr 2,May,10,6386.510933741696,
2022,Qtr 2,May,11,6397.584029050226,
2022,Qtr 2,May,12,6412.761893177796,
2022,Qtr 2,May,13,6426.239557838713,
2022,Qtr 2,May,14,6438.854390865864,
2022,Qtr 2,May,15,6451.264957961305,
2022,Qtr 2,May,16,6456.42927631316,
2022,Qtr 2,May,17,6471.847286050755,
2022,Qtr 2,May,18,6483.542519878194,
2022,Qtr 2,May,19,6499.246044997515,
2022,Qtr 2,May,20,6513.127954514802,
2022,Qtr 2,May,21,6526.00501807203,
2022,Qtr 2,May,22,6538.520262788044,
2022,Qtr 2,May,23,6543.621793524703,
2022,Qtr 2,May,24,6558.805660042618,
2022,Qtr 2,May,25,6570.097738036206,
2022,Qtr 2,May,26,6585.237690283955,
2022,Qtr 2,May,27,6598.410282970907,
2022,Qtr 2,May,28,6610.452670618261,
2022,Qtr 2,May,29,6622.033430142719,
2022,Qtr 2,May,30,6626.130667993245,
2022,Qtr 2,May,31,6640.274027939198,
2022,Qtr 2,June,1,6650.525591013136,
2022,Qtr 2,June,2,6664.662762160824,
2022,Qtr 2,June,3,6676.908449950256,
2022,Qtr 2,June,4,6688.137186138452,
2022,Qtr 2,June,5,6699.053000071443,
2022,Qtr 2,June,6,6702.6664063968,
2022,Qtr 2,June,7,6716.535367250599,
2022,Qtr 2,June,8,6726.745252073131,
2022,Qtr 2,June,9,6741.090918375895,
2022,Qtr 2,June,10,6753.806244840289,
2022,Qtr 2,June,11,6765.769784078037,
2022,Qtr 2,June,12,6777.68236543951,
2022,Qtr 2,June,13,6782.544016159381,
2022,Qtr 2,June,14,6797.895065898187,
2022,Qtr 2,June,15,6809.796455673878,
2022,Qtr 2,June,16,6826.012366322282,
2022,Qtr 2,June,17,6840.740483871175,
2022,Qtr 2,June,18,6854.818549730226,
2022,Qtr 2,June,19,6868.903001764632,
2022,Qtr 2,June,20,6875.947046017593,
2022,Qtr 2,June,21,6893.442992220613,
2022,Qtr 2,June,22,6907.403839680618,
2022,Qtr 2,June,23,6925.54719278067,
2022,Qtr 2,June,24,6942.026787109939,
2022,Qtr 2,June,25,6957.640238339537,
2022,Qtr 2,June,26,6973.008785743511,
2022,Qtr 2,June,27,6981.056338568891,
2022,Qtr 2,June,28,6999.252630355899,
2022,Qtr 2,June,29,7013.595444099992,
2022,Qtr 2,June,30,7031.794968826815,
2022,Qtr 3,July,1,7048.005555509527,5111
2022,Qtr 3,July,2,7063.033477326348,5136
2022,Qtr 3,July,3,7077.516465220255,5141
2022,Qtr 3,July,4,7084.402332245245,5146
2022,Qtr 3,July,5,7101.191503157622,5203
2022,Qtr 3,July,6,7113.91842925596,5211
2022,Qtr 3,July,7,7130.334971425887,5221
2022,Qtr 3,July,8,7144.641046336877,5287
2022,Qtr 3,July,9,7157.691171669564,5343
2022,Qtr 3,July,10,7170.172715193602,5355
2022,Qtr 3,July,11,7175.083197049712,5356
2022,Qtr 3,July,12,7189.971498544124,5373
2022,Qtr 3,July,13,7200.917994237881,5381
2022,Qtr 3,July,14,7215.716725938664,5388
2022,Qtr 3,July,15,7228.604947051568,5402
2022,Qtr 3,July,16,7240.46870357329,5447
2022,Qtr 3,July,17,7252.020282991246,5474
2022,Qtr 3,July,18,7256.274902164077,5475
2022,Qtr 3,July,19,7270.791503884941,5482
2022,Qtr 3,July,20,7281.652689515985,5524
2022,Qtr 3,July,21,7296.646910828823,5549
2022,Qtr 3,July,22,7309.998247844078,5553
2022,Qtr 3,July,23,7322.572431165401,5573
2022,Qtr 3,July,24,7335.05492639746,5589
2022,Qtr 3,July,25,7340.428432583629,5593
2022,Qtr 3,July,26,7356.21464032376,5614
2022,Qtr 3,July,27,7368.45524873105,5652
2022,Qtr 3,July,28,7384.895332775364,5679
2022,Qtr 3,July,29,7399.714353785063,5695
2022,Qtr 3,July,30,7413.733436142976,5778
2022,Qtr 3,July,31,7427.594691897182,5786
2022,Qtr 3,August,1,7434.239909987305,5787
2022,Qtr 3,August,2,7451.153422161715,5794
2022,Qtr 3,August,3,7464.344113777521,5851
2022,Qtr 3,August,4,7481.529643567929,5877
2022,Qtr 3,August,5,7496.868141971078,5887
2022,Qtr 3,August,6,7511.165992816223,5961
2022,Qtr 3,August,7,7525.057467292771,5994
2022,Qtr 3,August,8,7531.483519893285,6040
2022,Qtr 3,August,9,7547.934557360469,6042
2022,Qtr 3,August,10,7560.432153739845,6043
2022,Qtr 3,August,11,7576.712786315387,6076
2022,Qtr 3,August,12,7590.958878146758,6080
2022,Qtr 3,August,13,7604.005773057623,6126
2022,Qtr 3,August,14,7616.52043733129,6127
2022,Qtr 3,August,15,7621.479226643934,6135
2022,Qtr 3,August,16,7636.409560736012,6136
2022,Qtr 3,August,17,7647.370512082107,6138
2022,Qtr 3,August,18,7662.135417187475,6155
2022,Qtr 3,August,19,7674.921829765628,6173
2022,Qtr 3,August,20,7686.597473869255,6174
2022,Qtr 3,August,21,7697.858021190552,6197
2022,Qtr 3,August,22,7701.704057873983,6253
2022,Qtr 3,August,23,7715.682106225282,6262
2022,Qtr 3,August,24,7725.864725867617,6263
2022,Qtr 3,August,25,7740.032816145013,6300
2022,Qtr 3,August,26,7752.405446714925,6301
2022,Qtr 3,August,27,7763.845876399767,6317
2022,Qtr 3,August,28,7775.039580790085,6329
2022,Qtr 3,August,29,7778.971644638831,6339
2022,Qtr 3,August,30,7793.168369852821,6356
2022,Qtr 3,August,31,7803.678104245648,6365
2022,Qtr 3,September,1,7818.254389264817,6366
2022,Qtr 3,September,2,7831.086726579554,6384
2022,Qtr 3,September,3,7843.007593910822,6394
2022,Qtr 3,September,4,7854.671499188123,6423
2022,Qtr 3,September,5,7859.03339690619,6426
2022,Qtr 3,September,6,7873.591285545734,6443
2022,Qtr 3,September,7,7884.367960479932,6456
2022,Qtr 3,September,8,7899.094991970173,6468
2022,Qtr 3,September,9,7911.944202531676,6483
2022,Qtr 3,September,10,7923.735252223287,6494
2022,Qtr 3,September,11,7935.115103560162,6552
2022,Qtr 3,September,12,7939.036677498873,6601
2022,Qtr 3,September,13,7953.001512275486,6628
2022,Qtr 3,September,14,7963.041397980759,6655
2022,Qtr 3,September,15,7976.902060529367,6666
2022,Qtr 3,September,16,7988.774178816085,6683
2022,Qtr 3,September,17,7999.500358293051,6685
2022,Qtr 3,September,18,8009.753852056649,6722
2022,Qtr 3,September,19,8012.516364401434,6731
2022,Qtr 3,September,20,8025.319775522416,6743
2022,Qtr 3,September,21,8034.226789717668,6743
2022,Qtr 3,September,22,8047.013611878843,6794
2022,Qtr 3,September,23,8057.899967896925,6801
2022,Qtr 3,September,24,8067.755123776647,6816
2022,Qtr 3,September,25,8077.275724858555,6819
2022,Qtr 3,September,26,8079.462818231496,6822
2022,Qtr 3,September,27,8091.862922083206,6829
2022,Qtr 3,September,28,8100.548165569903,6836
2022,Qtr 3,September,29,8113.298620715987,6856
2022,Qtr 3,September,30,8124.332153660239,6888
2022,Qtr 4,October,1,8134.510456318715,6942
2022,Qtr 4,October,2,8144.517080511808,6948
2022,Qtr 4,October,3,8147.334832616677,6951
2022,Qtr 4,October,4,8160.487381929121,
2022,Qtr 4,October,5,8170.020090508345,7004
2022,Qtr 4,October,6,8183.683165423588,7029
2022,Qtr 4,October,7,8195.66243595024,7031
2022,Qtr 4,October,8,8206.786388573586,7032
2022,Qtr 4,October,9,8217.705251040612,7124
2022,Qtr 4,October,10,8221.369451043678,7141
2022,Qtr 4,October,11,8235.27226955666,7151
2022,Qtr 4,October,12,8245.431663756666,7158
2022,Qtr 4,October,13,8259.5743289376,7160
2022,Qtr 4,October,14,8271.867272749045,7161
2022,Qtr 4,October,15,8283.125508609011,7173
2022,Qtr 4,October,16,8293.991637543488,7197
2022,Qtr 4,October,17,8297.414626767775,7206
2022,Qtr 4,October,18,8310.89259304504,7222
2022,Qtr 4,October,19,8320.454559456439,7258
2022,Qtr 4,October,20,8333.84425461881,7260
2022,Qtr 4,October,21,8345.251233300118,7266
2022,Qtr 4,October,22,8355.517936769858,7274
2022,Qtr 4,October,23,8365.31847920286,7286
2022,Qtr 4,October,24,8367.636490632138,7300
2022,Qtr 4,October,25,8380.006851161423,7314
2022,Qtr 4,October,26,8388.496315486702,7334
2022,Qtr 4,October,27,8400.88613004003,7336
2022,Qtr 4,October,28,8411.401956881138,7345
2022,Qtr 4,October,29,8420.91975871733,7347
2022,Qtr 4,October,30,8430.143467217036,7349
2022,Qtr 4,October,31,8432.081799698331,7367
2022,Qtr 4,November,1,8444.289091189961,7448
2022,Qtr 4,November,2,8452.845169925607,7479
2022,Qtr 4,November,3,8465.537403432403,7484
2022,Qtr 4,November,4,8476.59024925022,7498
2022,Qtr 4,November,5,8486.870979003423,7529
2022,Qtr 4,November,6,8497.067406285607,7557
2022,Qtr 4,November,7,8500.164985385563,7561
2022,Qtr 4,November,8,8513.68814333209,7584
2022,Qtr 4,November,9,8523.680862399442,7625
2022,Qtr 4,November,10,8537.88962317068,7640
2022,Qtr 4,November,11,8550.494019424103,7641
2022,Qtr 4,November,12,8562.313685687923,7659
2022,Qtr 4,November,13,8573.98733569884,7684
2022,Qtr 4,November,14,8578.451243106862,7724
2022,Qtr 4,November,15,8593.181988749959,7749
2022,Qtr 4,November,16,8604.178452089302,7751
2022,Qtr 4,November,17,8619.146117072742,7753
2022,Qtr 4,November,18,8632.228964717226,7829
2022,Qtr 4,November,19,8644.21755625155,7840
2022,Qtr 4,November,20,8655.729071089838,7857
2022,Qtr 4,November,21,8659.68660103634,7866
2022,Qtr 4,November,22,8673.562500004608,7866
2022,Qtr 4,November,23,8683.360747444904,7872
2022,Qtr 4,November,24,8696.801382579028,7892
2022,Qtr 4,November,26,8717.936837253943,7900
2022,Qtr 4,December,1,8757.600704963686,7901
2022,Qtr 4,December,2,8766.202577693599,7905
2022,Qtr 4,December,10,8820.347862896937,7914
2022,Qtr 4,December,12,8828.194446181538,7927
2022,Qtr 4,December,18,8892.914290118131,7939
2022,Qtr 4,December,19,8897.579249668159,7966
2022,Qtr 4,December,20,8913.154100236068,7967
2022,Qtr 4,December,21,8925.684589146818,7983
2022,Qtr 4,December,22,8942.916807618032,7991
2022,Qtr 4,December,23,8959.028367245608,7998
2022,Qtr 4,December,24,8974.835874370176,8000
2022,Qtr 4,December,25,8990.97447840127,8001
2022,Qtr 4,December,26,9000.376804889149,8012
2022,Qtr 4,December,27,9020.516079392455,8053
2022,Qtr 4,December,28,9037.38840433399,8075
2022,Qtr 4,December,29,9058.6972470966,8118
2022,Qtr 4,December,30,9078.5854034166,8127
2022,Qtr 4,December,31,9097.84303574438,8139
2023,Qtr 1,January,1,9117.08755088393,8166
2023,Qtr 1,January,2,9129.242622582926,8171
2023,Qtr 1,January,3,9151.781166742172,8185
2023,Qtr 1,January,4,9170.707239689129,8191
2023,Qtr 1,January,5,9193.739932362952,8192
2023,Qtr 1,January,6,9215.044544933737,8223
2023,Qtr 1,January,7,9235.439667227249,8286
2023,Qtr 1,January,8,9255.5759594227,8316
2023,Qtr 1,January,9,9268.413972403796,8323
2023,Qtr 1,January,10,9291.465851693656,8396
2023,Qtr 1,January,11,9310.77593317013,8468
2023,Qtr 1,January,12,9334.103341550308,8473
2023,Qtr 1,January,13,9355.651913596814,8494
2023,Qtr 1,January,14,9376.276107060674,8517
2023,Qtr 1,January,15,9396.65872267326,8637
2023,Qtr 1,January,16,9409.787807688712,8642
2023,Qtr 1,January,17,9433.19760949484,8654
2023,Qtr 1,January,18,9452.948606873408,8656
2023,Qtr 1,January,19,9476.809743563157,8660
2023,Qtr 1,January,20,9498.98819368124,8669
2023,Qtr 1,January,21,9520.335321395352,8679
2023,Qtr 1,January,22,9541.524657330301,8716
2023,Qtr 1,January,23,9555.529249378142,8725
2023,Qtr 1,January,24,9579.863239970658,8742
2023,Qtr 1,January,25,9600.562675847359,8801
2023,Qtr 1,January,26,9625.368649023289,8816
2023,Qtr 1,January,27,9648.458068969998,8818
2023,Qtr 1,January,28,9670.650696179242,8830
2023,Qtr 1,January,29,9692.588225671232,8874
2023,Qtr 1,January,30,9707.212743523974,8886
2023,Qtr 1,January,31,9732.009374258232,8890
