Year,Quarter,Month,Day,ECD Centre - FBProphet,ECD Centre - SS Targets
,,,,,3967028
2015,Qtr 1,January,1,-328.004692501244,
2015,Qtr 1,January,18,-206.3424073114648,
2015,Qtr 1,January,26,-148.405684222038,
2015,Qtr 1,March,1,66.98051569797599,
2015,Qtr 1,March,2,63.28324374712938,
2015,Qtr 1,March,24,113.5123540620873,
2015,Qtr 2,April,1,109.5016750708078,
2015,Qtr 2,April,13,113.650212653427,
2015,Qtr 2,May,7,111.7956023852655,
2015,Qtr 2,May,11,101.1986290497544,
2015,Qtr 2,May,12,103.1138404897046,
2015,Qtr 2,June,5,79.38467050550102,
2015,Qtr 2,June,15,57.88614428563337,
2015,Qtr 3,September,15,28.53636842153257,
2015,Qtr 4,October,5,-38.23593588075244,
2015,Qtr 4,October,26,-92.6549597219416,
2015,Qtr 4,November,22,-152.7812079687316,
2016,Qtr 1,January,3,-223.1298119107048,
2016,Qtr 1,January,4,-223.6715798644893,
2016,Qtr 1,January,8,-189.2493706720762,
2016,Qtr 1,January,9,-181.7961564387783,
2016,Qtr 1,January,10,-174.6194220503531,
2016,Qtr 1,January,11,-174.7486344479174,
2016,Qtr 1,January,12,-164.6624984695066,
2016,Qtr 1,January,17,-124.0440656818693,
2016,Qtr 1,January,31,-7.685400700653787,
2016,Qtr 1,February,2,5.548153073163249,
2016,Qtr 1,February,4,24.96530813959727,
2016,Qtr 1,February,12,84.89732753370583,
2016,Qtr 1,February,15,95.0605012129331,
2016,Qtr 1,February,17,107.0132270713533,
2016,Qtr 1,February,21,128.9520247993665,
2016,Qtr 1,February,26,146.7308297593677,
2016,Qtr 1,March,1,157.0752895853649,
2016,Qtr 1,March,23,204.4540698170265,
2016,Qtr 2,April,13,208.417284074088,
2016,Qtr 2,April,28,215.5384253100058,
2016,Qtr 2,May,11,194.2747630243838,
2016,Qtr 2,May,31,176.3552741647019,
2016,Qtr 2,June,1,173.5428641927554,
2016,Qtr 2,June,6,160.5974216155686,
2016,Qtr 2,June,7,161.5057835062274,
2016,Qtr 2,June,12,158.1279433405898,
2016,Qtr 2,June,21,158.1587996911671,
2016,Qtr 3,July,1,182.6218739841538,
2016,Qtr 3,July,27,164.1098937176283,
2016,Qtr 3,July,29,169.5392328946863,
2016,Qtr 3,August,16,171.1991134229551,
2016,Qtr 3,August,17,169.0558488663106,
2016,Qtr 3,August,25,157.3350999612573,
2016,Qtr 3,August,26,156.7161764960825,
2016,Qtr 3,September,1,144.7223300376664,
2016,Qtr 3,September,2,144.5773622527961,
2016,Qtr 3,September,7,132.839849806624,
2016,Qtr 4,November,4,-30.29571807137778,
2016,Qtr 4,November,14,-57.55523819620684,
2016,Qtr 4,November,23,-70.42795075893324,
2016,Qtr 4,December,30,-186.8109248897728,
2017,Qtr 1,January,1,-175.9148759189829,
2017,Qtr 1,January,2,-177.5986646201058,
2017,Qtr 1,January,3,-168.9202176511648,
2017,Qtr 1,January,4,-163.8730025738382,
2017,Qtr 1,January,7,-140.8611382152912,
2017,Qtr 1,January,8,-134.6495807117195,
2017,Qtr 1,January,9,-135.7402311637923,
2017,Qtr 1,January,10,-126.6181619763224,
2017,Qtr 1,January,11,-121.2365239907481,
2017,Qtr 1,January,12,-111.8340201021441,
2017,Qtr 1,January,15,-91.01666690777306,
2017,Qtr 1,January,16,-91.78522132589181,
2017,Qtr 1,January,17,-82.26536169704491,
2017,Qtr 1,January,18,-76.39722512517527,
2017,Qtr 1,January,20,-58.10676428442596,
2017,Qtr 1,January,23,-43.17461132734488,
2017,Qtr 1,January,25,-25.8967168551264,
2017,Qtr 1,January,26,-14.98062574278997,
2017,Qtr 1,January,29,10.49445124343692,
2017,Qtr 1,January,31,22.00675982045678,
2017,Qtr 1,February,1,29.00418733775216,
2017,Qtr 1,February,2,39.88427249436192,
2017,Qtr 1,February,3,48.80661386886322,
2017,Qtr 1,February,4,56.5793722033878,
2017,Qtr 1,February,5,63.83879512074168,
2017,Qtr 1,February,6,63.52792031929216,
2017,Qtr 1,February,7,73.13926855049601,
2017,Qtr 1,February,8,78.69649922808806,
2017,Qtr 1,February,9,87.93810270619663,
2017,Qtr 1,February,10,95.04841377469288,
2017,Qtr 1,February,13,103.5982486813203,
2017,Qtr 1,February,14,111.0225489689763,
2017,Qtr 1,February,22,137.3320179044496,
2017,Qtr 1,February,24,147.2696624324147,
2017,Qtr 1,February,26,152.9923414175789,
2017,Qtr 1,February,27,148.3555376524445,
2017,Qtr 1,February,28,153.9090865214859,
2017,Qtr 1,March,1,155.7019847871935,
2017,Qtr 1,March,6,166.3762802929322,
2017,Qtr 1,March,9,178.7377590861881,
2017,Qtr 1,March,11,184.5218931165817,
2017,Qtr 1,March,16,189.0893763060588,
2017,Qtr 1,March,21,186.699533397016,
2017,Qtr 1,March,23,187.457067561638,
2017,Qtr 1,March,25,186.9418912583534,
2017,Qtr 1,March,26,185.7254113903833,
2017,Qtr 1,March,27,177.1107018410953,
2017,Qtr 2,April,1,177.440215314958,
2017,Qtr 2,April,2,176.4213420895458,
2017,Qtr 2,April,4,170.3321366459959,
2017,Qtr 2,April,7,172.5283042731434,
2017,Qtr 2,April,10,165.5627430146627,
2017,Qtr 2,April,11,168.6654676705809,
2017,Qtr 2,April,12,168.0736212668907,
2017,Qtr 2,April,13,171.5135465499239,
2017,Qtr 2,April,18,169.9102155302047,
2017,Qtr 2,April,19,170.1589338812525,
2017,Qtr 2,April,20,174.2330451896422,
2017,Qtr 2,April,25,173.2878735146021,
2017,Qtr 2,April,30,174.0481633502751,
2017,Qtr 2,May,1,165.6887787871952,
2017,Qtr 2,May,2,167.4349046761876,
2017,Qtr 2,May,3,165.360847876207,
2017,Qtr 2,May,4,167.2509724254159,
2017,Qtr 2,May,5,167.3294254960449,
2017,Qtr 2,May,6,166.4659908104633,
2017,Qtr 2,May,7,165.3538959952635,
2017,Qtr 2,May,8,156.9869378169897,
2017,Qtr 2,May,9,158.9007856739273,
2017,Qtr 2,May,10,157.1534794226001,
2017,Qtr 2,May,14,159.5629782991612,
2017,Qtr 2,May,15,151.929816403767,
2017,Qtr 2,May,16,154.564662467496,
2017,Qtr 2,May,17,153.4933515305641,
2017,Qtr 2,May,25,153.7180041414208,
2017,Qtr 2,May,29,144.1336502273857,
2017,Qtr 2,May,31,143.2542235465814,
2017,Qtr 2,June,1,144.7305764276322,
2017,Qtr 2,June,5,131.8545432427477,
2017,Qtr 2,June,6,132.9333239225166,
2017,Qtr 2,June,9,131.6559365171607,
2017,Qtr 2,June,11,129.6996232148668,
2017,Qtr 2,June,12,121.6134065131409,
2017,Qtr 2,June,13,124.0008187533737,
2017,Qtr 2,June,14,122.9274656221905,
2017,Qtr 2,June,15,126.162585983122,
2017,Qtr 2,June,17,129.0104458418074,
2017,Qtr 2,June,18,130.1282213418109,
2017,Qtr 2,June,20,128.7859162033533,
2017,Qtr 2,June,21,129.8405629676337,
2017,Qtr 2,June,22,135.1064223615491,
2017,Qtr 2,June,23,138.7404636366945,
2017,Qtr 2,June,25,144.1361885304285,
2017,Qtr 2,June,26,139.445376453987,
2017,Qtr 2,June,27,144.9398851075136,
2017,Qtr 2,June,28,146.6164103848317,
2017,Qtr 2,June,30,155.7917158965772,
2017,Qtr 3,July,3,154.5278769739317,
2017,Qtr 3,July,4,158.7962150866033,
2017,Qtr 3,July,9,165.1738421002175,
2017,Qtr 3,July,10,157.5263574847233,
2017,Qtr 3,July,12,158.1720971239853,
2017,Qtr 3,July,14,160.5532312485782,
2017,Qtr 3,July,15,159.7161467672854,
2017,Qtr 3,July,18,151.7458365763576,
2017,Qtr 3,July,21,152.4152250379271,
2017,Qtr 3,July,23,151.6918801920732,
2017,Qtr 3,July,24,144.1627501522684,
2017,Qtr 3,July,26,146.3842582812874,
2017,Qtr 3,July,27,149.9316053975804,
2017,Qtr 3,July,28,151.870718673178,
2017,Qtr 3,July,30,154.0458686038724,
2017,Qtr 3,July,31,149.7235165471333,
2017,Qtr 3,August,1,155.695408998388,
2017,Qtr 3,August,3,164.2716619921945,
2017,Qtr 3,August,5,172.2201961988823,
2017,Qtr 3,August,6,175.3073319243007,
2017,Qtr 3,August,7,170.9526576534064,
2017,Qtr 3,August,8,176.6437228848927,
2017,Qtr 3,August,10,183.9503711197681,
2017,Qtr 3,August,11,187.4770032506603,
2017,Qtr 3,August,12,189.8097345748983,
2017,Qtr 3,August,14,185.8537630910517,
2017,Qtr 3,August,15,190.0606967262767,
2017,Qtr 3,August,17,194.3043247166272,
2017,Qtr 3,August,18,196.326038556315,
2017,Qtr 3,August,20,197.6753215706016,
2017,Qtr 3,August,21,190.69696582406,
2017,Qtr 3,August,22,193.8296850433555,
2017,Qtr 3,August,23,193.1466582866244,
2017,Qtr 3,August,26,198.4245644863523,
2017,Qtr 3,August,29,194.9382869271815,
2017,Qtr 3,August,30,194.5034545003499,
2017,Qtr 3,September,4,195.226516717553,
2017,Qtr 3,September,6,198.800762226141,
2017,Qtr 3,September,7,202.6740046886859,
2017,Qtr 3,September,8,204.6874197459911,
2017,Qtr 3,September,9,205.6601820292072,
2017,Qtr 3,September,12,202.5626918556502,
2017,Qtr 3,September,13,201.8376972333198,
2017,Qtr 3,September,14,204.9402357342954,
2017,Qtr 3,September,15,206.0576619582865,
2017,Qtr 3,September,18,197.5213264373126,
2017,Qtr 3,September,19,199.5489368789058,
2017,Qtr 3,September,21,199.648364669149,
2017,Qtr 3,September,24,197.3798983527736,
2017,Qtr 3,September,25,188.6818227998616,
2017,Qtr 4,October,2,179.8660002560949,
2017,Qtr 4,October,9,177.0710776624216,
2017,Qtr 4,October,10,180.0536863581264,
2017,Qtr 4,October,11,179.3135644163598,
2017,Qtr 4,October,12,182.57821118072,
2017,Qtr 4,October,16,177.1126482279182,
2017,Qtr 4,October,19,181.2245538065407,
2017,Qtr 4,October,20,181.8725388129869,
2017,Qtr 4,October,22,180.4174007209257,
2017,Qtr 4,October,23,171.9634278581454,
2017,Qtr 4,October,29,169.4557127252082,
2017,Qtr 4,November,2,161.0061563028306,
2017,Qtr 4,November,4,160.2832930716961,
2017,Qtr 4,November,9,156.0130826576479,
2017,Qtr 4,November,13,152.5389784187088,
2017,Qtr 4,November,16,160.5227427882218,
2017,Qtr 4,November,18,163.977851243306,
2017,Qtr 4,November,19,164.7396942403475,
2017,Qtr 4,November,20,157.9846121343086,
2017,Qtr 4,November,23,163.1512294816507,
2017,Qtr 4,November,26,161.6930100114575,
2017,Qtr 4,November,29,142.7482973969819,
2017,Qtr 4,December,9,84.875161555251,
2017,Qtr 4,December,26,53.0358056263949,
2017,Qtr 4,December,30,76.33808343849955,
2017,Qtr 4,December,31,82.17440527302705,
2018,Qtr 1,January,1,80.95788671061695,
2018,Qtr 1,January,2,90.15872550392356,
2018,Qtr 1,January,4,105.5297343497522,
2018,Qtr 1,January,5,113.5761230009426,
2018,Qtr 1,January,6,120.7308448700833,
2018,Qtr 1,January,7,127.6399481777296,
2018,Qtr 1,January,8,127.2594265012478,
2018,Qtr 1,January,9,137.0970639069745,
2018,Qtr 1,January,10,143.1931621771311,
2018,Qtr 1,January,11,153.3032574405377,
2018,Qtr 1,January,12,161.6281449161953,
2018,Qtr 1,January,13,169.0198700695707,
2018,Qtr 1,January,14,176.1595113794377,
2018,Qtr 1,January,15,176.0341217597484,
2018,Qtr 1,January,16,186.177696391987,
2018,Qtr 1,January,17,192.6511944941446,
2018,Qtr 1,January,18,203.2247403307944,
2018,Qtr 1,January,19,212.1073343484886,
2018,Qtr 1,January,20,220.1527387907368,
2018,Qtr 1,January,21,228.0373628075199,
2018,Qtr 1,January,22,228.7375077479984,
2018,Qtr 1,January,23,239.7708281114187,
2018,Qtr 1,January,25,258.700824918325,
2018,Qtr 1,January,26,268.5226971036761,
2018,Qtr 1,January,27,277.4656947272584,
2018,Qtr 1,January,28,286.1744609519969,
2018,Qtr 1,January,29,287.5935771221336,
2018,Qtr 1,January,30,299.2101237027705,
2018,Qtr 1,January,31,307.0354226309759,
2018,Qtr 1,February,1,318.7890313326036,
2018,Qtr 1,February,2,328.6302626255742,
2018,Qtr 1,February,3,337.3658382960992,
2018,Qtr 1,February,4,345.6294465880443,
2018,Qtr 1,February,5,346.3605129430949,
2018,Qtr 1,February,6,357.046993054265,
2018,Qtr 1,February,7,363.7071578593292,
2018,Qtr 1,February,8,374.0734404107358,
2018,Qtr 1,February,9,382.3236243206449,
2018,Qtr 1,February,10,389.2879926443742,
2018,Qtr 1,February,11,395.6282237490518,
2018,Qtr 1,February,12,394.3153645227966,
2018,Qtr 1,February,14,407.3516227368453,
2018,Qtr 1,February,15,415.5242864946517,
2018,Qtr 1,February,16,421.603882970345,
2018,Qtr 1,February,18,430.7738597395482,
2018,Qtr 1,February,19,427.5587013367115,
2018,Qtr 1,February,20,434.3575040347854,
2018,Qtr 1,February,21,437.244755108076,
2018,Qtr 1,February,23,448.8594667518575,
2018,Qtr 1,February,24,452.6782109276753,
2018,Qtr 1,February,25,456.1517434249641,
2018,Qtr 1,February,26,452.271364392335,
2018,Qtr 1,February,27,458.5699431372635,
2018,Qtr 1,February,28,461.1025275559875,
2018,Qtr 1,March,1,467.6292660792572,
2018,Qtr 1,March,2,472.345947915373,
2018,Qtr 1,March,4,479.5233430337244,
2018,Qtr 1,March,5,475.6026204224157,
2018,Qtr 1,March,6,481.8296544815092,
2018,Qtr 1,March,7,484.2290811483485,
2018,Qtr 1,March,8,490.5330547727857,
2018,Qtr 1,March,9,494.9126948773197,
2018,Qtr 1,March,10,498.185686291771,
2018,Qtr 1,March,11,500.9958049413186,
2018,Qtr 1,March,12,496.2916798366584,
2018,Qtr 1,March,13,501.5696006731405,
2018,Qtr 1,March,14,502.8553401309009,
2018,Qtr 1,March,15,507.888059420243,
2018,Qtr 1,March,17,512.5815993995215,
2018,Qtr 1,March,18,513.7447481472143,
2018,Qtr 1,March,19,507.316624088117,
2018,Qtr 1,March,20,510.8238238240181,
2018,Qtr 1,March,21,510.3248506123629,
2018,Qtr 1,March,22,513.5930327401729,
2018,Qtr 1,March,23,514.846754294369,
2018,Qtr 1,March,24,514.95564559877,
2018,Qtr 1,March,26,506.8406120457822,
2018,Qtr 1,March,27,509.1743849788447,
2018,Qtr 1,March,28,507.6999151536701,
2018,Qtr 1,March,29,510.2069876190629,
2018,Qtr 1,March,30,510.9248229175356,
2018,Qtr 1,March,31,510.7279014163424,
2018,Qtr 2,April,2,502.6799819221471,
2018,Qtr 2,April,3,505.3656690622387,
2018,Qtr 2,April,4,504.431697828367,
2018,Qtr 2,April,6,509.2018395635138,
2018,Qtr 2,April,7,509.9486101901434,
2018,Qtr 2,April,9,503.9560239228175,
2018,Qtr 2,April,10,507.6792149622353,
2018,Qtr 2,April,11,507.7398734679352,
2018,Qtr 2,April,12,511.8680348854028,
2018,Qtr 2,April,13,514.2312379760564,
2018,Qtr 2,April,16,510.4592664149819,
2018,Qtr 2,April,17,514.2932476995823,
2018,Qtr 2,April,18,514.2550972491421,
2018,Qtr 2,April,19,518.0723877375976,
2018,Qtr 2,April,20,519.916435023535,
2018,Qtr 2,April,21,520.6097333452768,
2018,Qtr 2,April,22,520.8051682590328,
2018,Qtr 2,April,23,513.464328455018,
2018,Qtr 2,April,24,516.099740609058,
2018,Qtr 2,April,26,517.1929908689824,
2018,Qtr 2,April,28,516.8831915706055,
2018,Qtr 2,April,29,515.6818126158056,
2018,Qtr 2,April,30,507.0073298158827,
2018,Qtr 2,May,1,508.4037140919024,
2018,Qtr 2,May,2,505.9438277669044,
2018,Qtr 2,May,3,507.4117259851279,
2018,Qtr 2,May,4,508.3804306594512,
2018,Qtr 2,May,5,508.3736197439657,
2018,Qtr 2,May,7,500.5197953763388,
2018,Qtr 2,May,8,503.2109107807198,
2018,Qtr 2,May,9,502.2242878394171,
2018,Qtr 2,May,11,506.7301149447279,
2018,Qtr 2,May,13,507.6316619034271,
2018,Qtr 2,May,14,500.7674728490024,
2018,Qtr 2,May,15,504.1904444150493,
2018,Qtr 2,May,16,503.9310847468925,
2018,Qtr 2,May,17,507.7260093096098,
2018,Qtr 2,May,18,509.7492362343035,
2018,Qtr 2,May,20,511.5806890411081,
2018,Qtr 2,May,21,504.9787305167345,
2018,Qtr 2,May,22,508.5063797033833,
2018,Qtr 2,May,23,508.1842324200073,
2018,Qtr 2,May,24,511.7450137630376,
2018,Qtr 2,May,25,513.365084853904,
2018,Qtr 2,May,26,513.8719657011878,
2018,Qtr 2,May,28,506.4870135245878,
2018,Qtr 2,May,29,509.0801775196414,
2018,Qtr 2,May,30,507.7537373501361,
2018,Qtr 2,May,31,510.2740121212135,
2018,Qtr 2,June,1,510.8535682924356,
2018,Qtr 2,June,2,510.3576680396512,
2018,Qtr 2,June,3,509.4824453997442,
2018,Qtr 2,June,4,501.2321595063631,
2018,Qtr 2,June,5,503.1603779099497,
2018,Qtr 2,June,6,501.3501062152936,
2018,Qtr 2,June,7,503.5959818941869,
2018,Qtr 2,June,8,504.1338598139999,
2018,Qtr 2,June,9,503.8464547163158,
2018,Qtr 2,June,10,503.4408707513466,
2018,Qtr 2,June,11,495.9253879075215,
2018,Qtr 2,June,12,498.8503737396118,
2018,Qtr 2,June,13,498.2883464394598,
2018,Qtr 2,June,14,502.0163110033767,
2018,Qtr 2,June,15,504.2456938763372,
2018,Qtr 2,June,16,505.828533124293,
2018,Qtr 2,June,17,507.4357402438376,
2018,Qtr 2,June,18,502.0347840213075,
2018,Qtr 2,June,19,507.1316405263096,
2018,Qtr 2,June,20,508.7520067592623,
2018,Qtr 2,June,21,514.6248677873916,
2018,Qtr 2,June,22,518.9137083446582,
2018,Qtr 2,June,23,522.4239900442664,
2018,Qtr 2,June,25,521.917103092199,
2018,Qtr 2,June,26,528.2980549667819,
2018,Qtr 2,June,27,530.9219297721605,
2018,Qtr 2,June,28,537.4951363842534,
2018,Qtr 2,June,29,542.1659432256407,
2018,Qtr 3,July,1,548.8220728053695,
2018,Qtr 3,July,2,544.3709725406104,
2018,Qtr 3,July,3,549.8663649051103,
2018,Qtr 3,July,4,551.3285539101012,
2018,Qtr 3,July,5,556.4946396475654,
2018,Qtr 3,July,7,563.8858907112542,
2018,Qtr 3,July,8,566.3474857421994,
2018,Qtr 3,July,9,561.1950195426039,
2018,Qtr 3,July,11,566.7286324719381,
2018,Qtr 3,July,12,571.2702793407564,
2018,Qtr 3,July,14,575.2632895307347,
2018,Qtr 3,July,15,576.3070307635846,
2018,Qtr 3,July,16,569.9681957530117,
2018,Qtr 3,July,17,573.8086101908816,
2018,Qtr 3,July,18,573.9159818929833,
2018,Qtr 3,July,19,578.0859289882706,
2018,Qtr 3,July,20,580.5515382658716,
2018,Qtr 3,July,22,583.6959758627829,
2018,Qtr 3,July,23,578.0675676517991,
2018,Qtr 3,July,24,582.8388979037665,
2018,Qtr 3,July,25,584.0651566192045,
2018,Qtr 3,July,26,589.5047097337584,
2018,Qtr 3,July,29,599.407726110449,
2018,Qtr 3,July,30,595.2242169360541,
2018,Qtr 3,July,31,601.3743077101809,
2018,Qtr 3,August,1,603.872278329579,
2018,Qtr 3,August,2,610.439135878394,
2018,Qtr 3,August,3,615.2342511407674,
2018,Qtr 3,August,6,618.6524179159803,
2018,Qtr 3,August,7,624.832727412414,
2018,Qtr 3,August,8,627.1115325422322,
2018,Qtr 3,August,9,633.2159153838205,
2018,Qtr 3,August,10,637.3179354097675,
2018,Qtr 3,August,11,640.2419271341461,
2018,Qtr 3,August,12,642.6435390854906,
2018,Qtr 3,August,13,637.4878424640672,
2018,Qtr 3,August,14,642.2913417576318,
2018,Qtr 3,August,15,643.1028835995655,
2018,Qtr 3,August,16,647.6865630660499,
2018,Qtr 3,August,17,650.2519380586929,
2018,Qtr 3,August,20,646.0751875823597,
2018,Qtr 3,August,22,649.3233591362773,
2018,Qtr 3,August,24,654.7417961509093,
2018,Qtr 3,August,28,652.8017738297959,
2018,Qtr 3,August,29,652.5865902078039,
2018,Qtr 3,August,30,656.4366607962156,
2018,Qtr 3,August,31,658.5508188356092,
2018,Qtr 3,September,2,660.758320438318,
2018,Qtr 3,September,3,654.4765962373036,
2018,Qtr 3,September,4,658.4293365345134,
2018,Qtr 3,September,5,658.6439867818502,
2018,Qtr 3,September,6,662.8552207958026,
2018,Qtr 3,September,7,665.2363193765377,
2018,Qtr 3,September,8,666.6067100156631,
2018,Qtr 3,September,10,661.1998988564537,
2018,Qtr 3,September,11,664.8685852132276,
2018,Qtr 3,September,12,664.6429116812106,
2018,Qtr 3,September,13,668.2610918322366,
2018,Qtr 3,September,16,670.4370612881892,
2018,Qtr 3,September,17,662.9606492328799,
2018,Qtr 3,September,18,665.5029780163713,
2018,Qtr 3,September,19,664.1182428904434,
2018,Qtr 3,September,20,666.5751788535566,
2018,Qtr 3,September,21,667.0867961631208,
2018,Qtr 3,September,23,665.5592125466263,
2018,Qtr 3,September,24,657.2119563617969,
2018,Qtr 3,September,25,659.0215719313471,
2018,Qtr 3,September,26,657.0615973013097,
2018,Qtr 3,September,27,659.1152259951339,
2018,Qtr 3,September,28,659.405072596176,
2018,Qtr 3,September,29,658.7990663588062,
2018,Qtr 3,September,30,657.9882988907405,
2018,Qtr 4,October,1,649.9641894846727,
2018,Qtr 4,October,2,652.2598281653997,
2018,Qtr 4,October,3,650.9305122672673,
2018,Qtr 4,October,4,653.7365864218493,
2018,Qtr 4,October,7,655.315481761553,
2018,Qtr 4,October,8,648.2370223203206,
2018,Qtr 4,October,9,651.4448992749876,
2018,Qtr 4,October,10,650.9620312750708,
2018,Qtr 4,October,11,654.5183746301984,
2018,Qtr 4,October,13,657.0685757420215,
2018,Qtr 4,October,14,657.5172191411468,
2018,Qtr 4,October,15,650.5730429365553,
2018,Qtr 4,October,16,653.7281863586437,
2018,Qtr 4,October,17,653.0041075799704,
2018,Qtr 4,October,18,656.1355986993699,
2018,Qtr 4,October,19,657.3021682250563,
2018,Qtr 4,October,20,657.3354020039961,
2018,Qtr 4,October,21,656.8980802730168,
2018,Qtr 4,October,22,648.9623716781787,
2018,Qtr 4,October,23,651.0519285988241,
2018,Qtr 4,October,24,649.2228720251223,
2018,Qtr 4,October,25,651.2467573965477,
2018,Qtr 4,October,26,651.3408248361109,
2018,Qtr 4,October,27,650.3741780060253,
2018,Qtr 4,October,28,649.0457044348301,
2018,Qtr 4,October,29,640.3610942064433,
2018,Qtr 4,October,30,641.8738171937854,
2018,Qtr 4,October,31,639.6650816721124,
2018,Qtr 4,November,1,641.5258980058593,
2018,Qtr 4,November,2,641.686579855811,
2018,Qtr 4,November,4,640.2308973846796,
2018,Qtr 4,November,5,632.3092150733319,
2018,Qtr 4,November,6,634.7946568431627,
2018,Qtr 4,November,7,633.7451679401215,
2018,Qtr 4,November,8,636.9218507287873,
2018,Qtr 4,November,9,638.5191729104431,
2018,Qtr 4,November,10,639.3714722982647,
2018,Qtr 4,November,12,633.7488223386315,
2018,Qtr 4,November,13,637.7114868371924,
2018,Qtr 4,November,14,638.028326242216,
2018,Qtr 4,November,15,642.4125967274616,
2018,Qtr 4,November,19,641.6495934830389,
2018,Qtr 4,November,20,645.4501228089773,
2018,Qtr 4,November,21,645.2605847524774,
2018,Qtr 4,November,22,648.7900085628779,
2018,Qtr 4,November,23,650.1928591174842,
2018,Qtr 4,November,24,649.7946351905989,
2018,Qtr 4,November,26,639.9185820335011,
2018,Qtr 4,November,28,637.7127943897119,
2018,Qtr 4,November,30,636.3254500522102,
2018,Qtr 4,December,2,629.4892490530135,
2018,Qtr 4,December,3,618.1714296823454,
2018,Qtr 4,December,4,616.8350016965501,
2018,Qtr 4,December,5,611.588270784775,
2018,Qtr 4,December,11,586.7733704404739,
2018,Qtr 4,December,14,581.8174814518828,
2018,Qtr 4,December,24,587.2980865006772,
2018,Qtr 4,December,26,600.0161681491545,
2019,Qtr 1,January,1,643.9764966622215,
2019,Qtr 1,January,2,651.5021026806639,
2019,Qtr 1,January,3,663.2117740044403,
2019,Qtr 1,January,4,673.2600523881154,
2019,Qtr 1,January,5,682.4538860009486,
2019,Qtr 1,January,6,691.4318004818367,
2019,Qtr 1,January,7,693.1421130332219,
2019,Qtr 1,January,8,705.0850220387362,
2019,Qtr 1,January,9,713.2935693392799,
2019,Qtr 1,January,10,725.5165757936777,
2019,Qtr 1,January,11,735.9488627068636,
2019,Qtr 1,January,12,745.4374120260657,
2019,Qtr 1,January,13,754.6592859826641,
2019,Qtr 1,January,14,756.5986697043747,
2019,Qtr 1,January,15,768.7879021270364,
2019,Qtr 1,January,16,777.2875214619164,
2019,Qtr 1,January,17,789.8684504325948,
2019,Qtr 1,January,18,800.7416532478853,
2019,Qtr 1,January,19,810.763930876627,
2019,Qtr 1,January,20,820.6156829048323,
2019,Qtr 1,January,21,823.2780008768043,
2019,Qtr 1,January,22,836.2739536218171,
2019,Qtr 1,January,23,845.6490799890829,
2019,Qtr 1,January,24,859.154197746148,
2019,Qtr 1,January,25,870.975839059578,
2019,Qtr 1,January,26,881.9429531745194,
2019,Qtr 1,January,27,892.7056750313272,
2019,Qtr 1,January,28,896.2134924984503,
2019,Qtr 1,January,29,909.9576388004898,
2019,Qtr 1,January,30,919.952690972641,
2019,Qtr 1,January,31,933.920448871441,
2019,Qtr 1,February,1,946.0213723266112,
2019,Qtr 1,February,2,957.0621865797007,
2019,Qtr 1,February,3,967.6754275376915,
2019,Qtr 1,February,4,970.7982363646895,
2019,Qtr 1,February,5,983.915211557209,
2019,Qtr 1,February,6,993.0402861463422,
2019,Qtr 1,February,7,1005.900696977035,
2019,Qtr 1,February,8,1016.668321870897,
2019,Qtr 1,February,9,1026.166998859823,
2019,Qtr 1,February,10,1035.051608723256,
2019,Qtr 1,February,11,1036.28624539434,
2019,Qtr 1,February,12,1047.386302277627,
2019,Qtr 1,February,13,1054.399466243895,
2019,Qtr 1,February,14,1063.362773989924,
2019,Qtr 1,February,15,1070.210736091651,
2019,Qtr 1,February,16,1075.803776248999,
2019,Qtr 1,February,17,1080.832198193628,
2019,Qtr 1,February,18,1078.293337884835,
2019,Qtr 1,February,19,1085.732700006235,
2019,Qtr 1,February,20,1089.224099445251,
2019,Qtr 1,February,21,1096.551928159984,
2019,Qtr 1,February,22,1101.940875480042,
2019,Qtr 1,February,23,1106.261765472792,
2019,Qtr 1,February,24,1110.209337761425,
2019,Qtr 1,February,25,1106.779335866353,
2019,Qtr 1,February,26,1113.509763788683,
2019,Qtr 1,February,27,1116.461327473241,
2019,Qtr 1,February,28,1123.400172036429,
2019,Qtr 1,March,1,1128.528228111878,
2019,Qtr 1,March,2,1132.689811534375,
2019,Qtr 1,March,3,1136.550279217741,
2019,Qtr 1,March,4,1133.074078368882,
2019,Qtr 1,March,5,1139.76702025065,
2019,Qtr 1,March,6,1142.657763947443,
2019,Qtr 1,March,7,1149.481589103823,
2019,Qtr 1,March,8,1154.411739313379,
2019,Qtr 1,March,9,1158.266949897734,
2019,Qtr 1,March,10,1161.690934571335,
2019,Qtr 1,March,11,1157.631142749588,
2019,Qtr 1,March,12,1163.581597070028,
2019,Qtr 1,March,13,1165.564779332068,
2019,Qtr 1,March,14,1171.315631490244,
2019,Qtr 1,March,15,1175.012946326192,
2019,Qtr 1,March,17,1179.39752483307,
2019,Qtr 1,March,18,1173.714383852952,
2019,Qtr 1,March,19,1177.957370577277,
2019,Qtr 1,March,20,1178.178522087077,
2019,Qtr 1,March,21,1182.144994984078,
2019,Qtr 1,March,22,1184.069485720512,
2019,Qtr 1,March,23,1184.816596804891,
2019,Qtr 1,March,24,1185.080958412774,
2019,Qtr 1,March,25,1177.864458388979,
2019,Qtr 1,March,26,1180.717436388645,
2019,Qtr 1,March,27,1179.718860096001,
2019,Qtr 1,March,28,1182.658601943657,
2019,Qtr 1,March,29,1183.767143236814,
