Year,Quarter,Month,Day,Playgroup - FBProphet,Playgroup - SS Targets
2021,Qtr 2,June,7,8872.707927524181,
2021,Qtr 2,June,8,8901.736223018514,
2021,Qtr 2,June,9,8917.098974407838,
2021,Qtr 2,June,10,8941.75823453138,
2021,Qtr 2,June,11,8965.766558106487,
2021,Qtr 2,June,12,8979.25415715604,
2021,Qtr 2,June,13,8991.979640690133,
2021,Qtr 2,June,14,8993.621515150433,
2021,Qtr 2,June,15,9023.617937222712,
2021,Qtr 2,June,16,9039.965509524312,
2021,Qtr 2,June,17,9065.552075256199,
2021,Qtr 2,June,18,9090.354156303592,
2021,Qtr 2,June,19,9104.4267136757,
2021,Qtr 2,June,20,9117.456498984453,
2021,Qtr 2,June,21,9119.056091513512,
2021,Qtr 2,June,22,9148.606032311265,
2021,Qtr 2,June,23,9164.055769879034,
2021,Qtr 2,June,24,9188.258304163564,
2021,Qtr 2,June,25,9211.169112664074,
2021,Qtr 2,June,26,9222.836987460449,
2021,Qtr 2,June,27,9232.95801396137,
2021,Qtr 2,June,28,9231.169761426312,
2021,Qtr 2,June,29,9256.893086438853,
2021,Qtr 2,June,30,9268.132268296147,
2021,Qtr 3,July,1,9287.808382043373,
2021,Qtr 3,July,2,9305.95652614503,
2021,Qtr 3,July,3,9312.714580056341,
2021,Qtr 3,July,5,9311.175258284344,
2021,Qtr 3,July,6,9332.139004895853,
2021,Qtr 3,July,7,9338.871086147143,
2021,Qtr 3,July,8,9354.389080410787,
2021,Qtr 3,July,9,9368.817455495795,
2021,Qtr 3,July,10,9372.373642918095,
2021,Qtr 3,July,11,9374.917181648249,
2021,Qtr 3,July,12,9366.239145996546,
2021,Qtr 3,July,13,9385.899402879275,
2021,Qtr 3,July,14,9392.02255666052,
2021,Qtr 3,July,15,9407.627617493663,
2021,Qtr 3,July,16,9422.822127360629,
2021,Qtr 3,July,17,9427.788519683683,
2021,Qtr 3,July,19,9426.181723412765,
2021,Qtr 3,July,20,9448.809046348752,
2021,Qtr 3,July,21,9458.246555301463,
2021,Qtr 3,July,22,9477.409956178968,
2021,Qtr 3,July,23,9496.297221245124,
2021,Qtr 3,July,24,9504.978109252825,
2021,Qtr 3,July,26,9510.41910183965,
2021,Qtr 3,July,27,9536.168582394614,
2021,Qtr 3,July,28,9548.334114347037,
2021,Qtr 3,July,29,9569.751942666351,
2021,Qtr 3,July,30,9590.35591495217,
2021,Qtr 3,July,31,9600.169135870872,
2021,Qtr 3,August,1,9608.858881971799,
2021,Qtr 3,August,2,9606.031826332313,
2021,Qtr 3,August,3,9631.076950122379,
2021,Qtr 3,August,4,9634.407127139282,
2021,Qtr 3,August,5,9646.472787059516,
2021,Qtr 3,August,6,9657.281184687545,
2021,Qtr 3,August,7,9656.945977436017,
2021,Qtr 3,August,9,9641.886923905875,
2021,Qtr 3,August,10,9656.402629366414,
2021,Qtr 3,August,11,9656.89143446799,
2021,Qtr 3,August,12,9666.377781581077,
2021,Qtr 3,August,13,9675.00068847231,
2021,Qtr 3,August,14,9672.999837506524,
2021,Qtr 3,August,15,9670.264504463328,
2021,Qtr 3,August,16,9656.622538008563,
2021,Qtr 3,August,17,9671.67693735088,
2021,Qtr 3,August,18,9673.600894571424,
2021,Qtr 3,August,19,9685.466351829416,
2021,Qtr 3,August,20,9697.436827695385,
2021,Qtr 3,August,21,9699.752313970208,
2021,Qtr 3,August,22,9702.277643513542,
2021,Qtr 3,August,23,9694.791561153437,
2021,Qtr 3,August,24,9716.824048477916,
2021,Qtr 3,August,25,9726.45275434304,
2021,Qtr 3,August,26,9746.63354904563,
2021,Qtr 3,August,27,9767.395907387481,
2021,Qtr 3,August,28,9778.830857486328,
2021,Qtr 3,August,30,9792.442463204781,
2021,Qtr 3,August,31,9823.588075919884,
2021,Qtr 3,September,1,9841.986120815025,
2021,Qtr 3,September,2,9870.425960677947,
2021,Qtr 3,September,3,9898.779302889474,
2021,Qtr 3,September,4,9916.992008406824,
2021,Qtr 3,September,5,9934.639483189421,
2021,Qtr 3,September,6,9941.222700474953,
2021,Qtr 3,September,7,9976.012222590101,
2021,Qtr 3,September,8,9996.850898537677,
2021,Qtr 3,September,9,10026.49009104053,
2021,Qtr 3,September,10,10054.78998980825,
2021,Qtr 3,September,11,10071.71161928056,
2021,Qtr 3,September,12,10086.87175786988,
2021,Qtr 3,September,13,10089.83783184237,
2021,Qtr 3,September,14,10119.9701848412,
2021,Qtr 3,September,15,10135.2224482598,
2021,Qtr 3,September,16,10158.47493035405,
2021,Qtr 3,September,17,10179.73165849935,
2021,Qtr 3,September,18,10189.10877171927,
2021,Qtr 3,September,19,10196.38557813063,
2021,Qtr 3,September,20,10191.29544408562,
2021,Qtr 3,September,21,10213.3640227909,
2021,Qtr 3,September,22,10220.70565456748,
2021,Qtr 3,September,23,10236.3529608252,
2021,Qtr 3,September,24,10250.45036471416,
2021,Qtr 3,September,25,10253.23932582336,
2021,Qtr 3,September,26,10254.60668306187,
2021,Qtr 3,September,27,10244.37333912068,
2021,Qtr 3,September,28,10262.13084628539,
2021,Qtr 3,September,29,10266.03676180132,
2021,Qtr 3,September,30,10279.14381407688,
2021,Qtr 4,October,1,10291.59361467987,
2021,Qtr 4,October,2,10295.32003203272,
2021,Qtr 4,October,3,10298.44687093602,
2021,Qtr 4,October,4,10290.73048079242,
2021,Qtr 4,October,5,10311.68135442976,
2021,Qtr 4,October,6,10319.36223065989,
2021,Qtr 4,October,7,10336.72031482069,
2021,Qtr 4,October,8,10353.78426135157,
2021,Qtr 4,October,9,10360.65359486877,
2021,Qtr 4,October,10,10367.0518343168,
2021,Qtr 4,October,11,10362.62040923972,
2021,Qtr 4,October,12,10386.76077302548,
2021,Qtr 4,October,13,10397.43542035035,
2021,Qtr 4,October,14,10417.50268771703,
2021,Qtr 4,October,15,10436.91591286939,
2021,Qtr 4,October,18,10450.12313320546,
2021,Qtr 4,October,19,10474.7404855485,
2021,Qtr 4,October,20,10485.40108650609,
2021,Qtr 4,October,21,10504.98723823815,
2021,Qtr 4,October,22,10523.49093922778,
2021,Qtr 4,October,23,10531.00323000644,
2021,Qtr 4,October,24,10537.26637619498,
2021,Qtr 4,October,25,10531.96602293641,
2021,Qtr 4,October,26,10554.57079431689,
2021,Qtr 4,October,27,10563.13013519074,
2021,Qtr 4,October,28,10580.60538307012,
2021,Qtr 4,October,29,10597.06476982319,
2021,Qtr 4,October,30,10602.67010932739,
2021,Qtr 4,October,31,10607.22653670182,
2021,Qtr 4,November,1,10600.47250733804,
2021,Qtr 4,November,2,10621.91759416023,
2021,Qtr 4,November,3,10629.63893420238,
2021,Qtr 4,November,4,10646.6113531474,
2021,Qtr 4,November,5,10662.90189473801,
2021,Qtr 4,November,6,10668.65652382984,
2021,Qtr 4,November,7,10673.65036650785,
2021,Qtr 4,November,8,10667.57867860074,
2021,Qtr 4,November,9,10689.89605004901,
2021,Qtr 4,November,10,10698.61465213658,
2021,Qtr 4,November,11,10716.63650043247,
2021,Qtr 4,November,12,10733.9503945442,
2021,Qtr 4,November,14,10746.34296357809,
2021,Qtr 4,November,15,10740.73234795492,
2021,Qtr 4,November,16,10763.17084668267,
2021,Qtr 4,November,17,10771.60546670519,
2021,Qtr 4,November,18,10788.88339539842,
2021,Qtr 4,November,19,10804.95103370453,
2021,Qtr 4,November,20,10809.8450563236,
2021,Qtr 4,November,21,10813.24672940294,
2021,Qtr 4,November,22,10804.77655247009,
2021,Qtr 4,November,23,10823.83661952287,
2021,Qtr 4,November,24,10828.41140907068,
2021,Qtr 4,November,25,10841.40189690653,
2021,Qtr 4,November,26,10852.8235940546,
2021,Qtr 4,November,27,10852.79616826687,
2021,Qtr 4,November,28,10851.09591937909,
2021,Qtr 4,November,29,10837.44822674856,
2021,Qtr 4,November,30,10876.57794658636,
2021,Qtr 4,December,1,10901.37593184033,
2021,Qtr 4,December,2,10934.86185803548,
2021,Qtr 4,December,3,10967.16882354658,
2021,Qtr 4,December,4,10988.53007089119,
2021,Qtr 4,December,5,11008.82865850557,
2021,Qtr 4,December,6,11017.88727860599,
2021,Qtr 4,December,7,11055.30574957312,
2021,Qtr 4,December,8,11079.2570269593,
2021,Qtr 4,December,9,11112.8167580785,
2021,Qtr 4,December,10,11146.15710690633,
2021,Qtr 4,December,13,11205.85555735134,
2021,Qtr 4,December,14,11248.17811366834,
2021,Qtr 4,December,16,11318.09607225516,
2021,Qtr 4,December,17,11358.79752063287,
2021,Qtr 4,December,21,11495.82262317406,
2021,Qtr 4,December,22,11535.17941771,
2021,Qtr 4,December,27,11749.37540441083,
2021,Qtr 4,December,30,11916.06510720261,
2022,Qtr 1,January,1,12022.59004592907,
2022,Qtr 1,January,2,12070.77045294378,
2022,Qtr 1,January,3,12108.42241742878,
2022,Qtr 1,January,4,12174.95207039085,
2022,Qtr 1,January,5,12228.34202496351,
2022,Qtr 1,January,6,12291.48384488102,
2022,Qtr 1,January,7,12354.37447168575,
2022,Qtr 1,January,8,12407.10432883481,
2022,Qtr 1,January,9,12459.40843130222,
2022,Qtr 1,January,10,12500.9576738315,
2022,Qtr 1,January,11,12571.19780409855,
2022,Qtr 1,January,12,12628.14690341808,
2022,Qtr 1,January,13,12694.72637961362,
2022,Qtr 1,January,14,12760.95617992235,
2022,Qtr 1,January,15,12816.94197906695,
2022,Qtr 1,January,16,12872.42569792025,
2022,Qtr 1,January,17,12917.07654183418,
2022,Qtr 1,January,18,12990.33006946646,
2022,Qtr 1,January,19,13050.18610789933,
2022,Qtr 1,January,20,13119.54050069884,
2022,Qtr 1,January,21,13188.38136831756,
2022,Qtr 1,January,22,13246.77759796746,
2022,Qtr 1,January,23,13304.43087209748,
2022,Qtr 1,January,24,13350.96837148764,
2022,Qtr 1,January,25,13425.78360568029,
2022,Qtr 1,January,26,13486.83612525784,
2022,Qtr 1,January,27,13556.98504012677,
2022,Qtr 1,January,28,13626.18696152895,
2022,Qtr 1,January,29,13684.48602601046,
2022,Qtr 1,January,30,13741.56725626399,
2022,Qtr 1,January,31,13787.05034706121,
2022,Qtr 1,February,1,13860.33128916612,
2022,Qtr 1,February,2,13919.38255516516,
2022,Qtr 1,February,3,13987.08675106775,
2022,Qtr 1,February,4,14053.43434203272,
2022,Qtr 1,February,5,14108.5131123743,
2022,Qtr 1,February,6,14162.06062795969,
2022,Qtr 1,February,7,14203.75681331521,
2022,Qtr 1,February,8,14273.06409063389,
2022,Qtr 1,February,9,14328.02584808429,
2022,Qtr 1,February,10,14391.59819259091,
2022,Qtr 1,February,11,14453.84565303029,
2022,Qtr 1,February,12,14504.9285560927,
2022,Qtr 1,February,13,14554.65340760229,
2022,Qtr 1,February,14,14592.76345686811,
2022,Qtr 1,February,15,14658.77695505543,
2022,Qtr 1,February,16,14710.78393531525,
2022,Qtr 1,February,17,14771.77652481167,
2022,Qtr 1,February,18,14831.84350245598,
2022,Qtr 1,February,19,14881.15686380691,
2022,Qtr 1,February,20,14929.5217552178,
2022,Qtr 1,February,21,14966.66697318078,
2022,Qtr 1,February,22,15032.08354667697,
2022,Qtr 1,February,23,15083.82222523437,
2022,Qtr 1,February,24,15144.82486600106,
2022,Qtr 1,February,25,15205.12040543926,
2022,Qtr 1,February,26,15254.81313830073,
2022,Qtr 1,February,27,15303.63461766902,
2022,Qtr 1,February,28,15341.23631562886,
2022,Qtr 1,March,1,15407.03049953762,
2022,Qtr 1,March,2,15458.99007918404,
2022,Qtr 1,March,3,15519.98234815174,
2022,Qtr 1,March,4,15579.96723452913,
2022,Qtr 1,March,5,15628.98771481671,
2022,Qtr 1,March,6,15676.72363975329,
2022,Qtr 1,March,7,15712.78605228875,
2022,Qtr 1,March,8,15776.55940091138,
2022,Qtr 1,March,9,15826.00236102054,
2022,Qtr 1,March,10,15883.98215558743,
2022,Qtr 1,March,11,15940.47296972529,
2022,Qtr 1,March,12,15985.54610475233,
2022,Qtr 1,March,13,16028.9231247806,
2022,Qtr 1,March,14,16060.26909290771,
2022,Qtr 1,March,15,16119.03332918764,
2022,Qtr 1,March,16,16163.24844336833,
2022,Qtr 1,March,17,16215.86258413977,
2022,Qtr 1,March,18,16266.93555877617,
2022,Qtr 1,March,19,16306.62653507047,
2022,Qtr 1,March,20,16344.74465002958,
2022,Qtr 1,March,21,16371.03969687532,
2022,Qtr 1,March,22,16425.04039782616,
2022,Qtr 1,March,23,16464.85108955406,
2022,Qtr 1,March,24,16513.48183336716,
2022,Qtr 1,March,25,16561.04266860946,
2022,Qtr 1,March,26,16597.7297781332,
2022,Qtr 1,March,27,16633.37493789252,
2022,Qtr 1,March,28,16657.73545894822,
2022,Qtr 1,March,29,16710.33215411846,
2022,Qtr 1,March,30,16749.24616815514,
2022,Qtr 1,March,31,16797.44968228057,
2022,Qtr 2,April,1,16845.00119712968,
2022,Qtr 2,April,2,16882.0331356351,
2022,Qtr 2,April,3,16918.30309845398,
2022,Qtr 2,April,4,16943.48592974547,
2022,Qtr 2,April,5,16997.01406546015,
2022,Qtr 2,April,6,17036.87693506843,
2022,Qtr 2,April,7,17085.95435369861,
2022,Qtr 2,April,8,17134.21453109485,
2022,Qtr 2,April,9,17171.70435978771,
2022,Qtr 2,April,10,17208.10323673943,
2022,Qtr 2,April,11,17233.01750104237,
2022,Qtr 2,April,12,17285.82288992605,
2022,Qtr 2,April,13,17324.46572148189,
2022,Qtr 2,April,14,17371.79768781184,
2022,Qtr 2,April,15,17417.77484258209,
2022,Qtr 2,April,16,17452.44841506437,
2022,Qtr 2,April,17,17485.51868766035,
2022,Qtr 2,April,18,17506.6290158087,
2022,Qtr 2,April,19,17555.20740258529,
2022,Qtr 2,April,20,17589.26635994428,
2022,Qtr 2,April,21,17631.73597666966,
2022,Qtr 2,April,22,17672.66082518262,
2022,Qtr 2,April,23,17702.18839787113,
2022,Qtr 2,April,24,17730.12037725381,
2022,Qtr 2,April,25,17746.20389297826,
2022,Qtr 2,April,26,17789.9702567027,
2022,Qtr 2,April,27,17819.5319878901,
2022,Qtr 2,April,28,17857.91313164836,
2022,Qtr 2,April,29,17895.24357944293,
2022,Qtr 2,April,30,17921.74515734355,
2022,Qtr 2,May,1,17947.28085326278,
2022,Qtr 2,May,2,17961.64439451772,
2022,Qtr 2,May,3,18004.39771456329,
2022,Qtr 2,May,4,18033.66715779892,
2022,Qtr 2,May,5,18072.47344646839,
2022,Qtr 2,May,6,18110.92612970947,
2022,Qtr 2,May,7,18139.21027471438,
2022,Qtr 2,May,8,18167.13675297172,
2022,Qtr 2,May,9,18184.43330118242,
2022,Qtr 2,May,10,18230.583851653,
2022,Qtr 2,May,11,18263.62692600768,
2022,Qtr 2,May,12,18306.48805179022,
2022,Qtr 2,May,13,18349.17685007587,
2022,Qtr 2,May,14,18381.77647675607,
2022,Qtr 2,May,15,18413.99669008413,
2022,Qtr 2,May,16,18435.46764298791,
2022,Qtr 2,May,17,18485.58181555432,
2022,Qtr 2,May,18,18522.29480616451,
2022,Qtr 2,May,19,18568.45987175101,
2022,Qtr 2,May,20,18614.02680450353,
2022,Qtr 2,May,21,18649.03277699353,
2022,Qtr 2,May,22,18683.1563892094,
2022,Qtr 2,May,23,18706.01198966599,
2022,Qtr 2,May,24,18756.99167316875,
2022,Qtr 2,May,25,18794.06567478451,
2022,Qtr 2,May,26,18840.11606541165,
2022,Qtr 2,May,27,18885.1343645921,
2022,Qtr 2,May,28,18919.2107433874,
2022,Qtr 2,May,29,18952.086102972,
2022,Qtr 2,May,30,18973.44416299818,
2022,Qtr 2,May,31,19022.75103208336,
2022,Qtr 2,June,1,19058.05305550732,
2022,Qtr 2,June,2,19102.30792455024,
2022,Qtr 2,June,3,19145.57974326066,
2022,Qtr 2,June,4,19178.02580432191,
2022,Qtr 2,June,5,19209.44643482143,
2022,Qtr 2,June,6,19229.57511516839,
2022,Qtr 2,June,7,19277.91640462932,
2022,Qtr 2,June,8,19312.54251976161,
2022,Qtr 2,June,9,19356.42358986831,
2022,Qtr 2,June,10,19399.62231223372,
2022,Qtr 2,June,11,19432.28077220857,
2022,Qtr 2,June,12,19464.17078834293,
2022,Qtr 2,June,13,19484.98497117829,
2022,Qtr 2,June,14,19534.1760009119,
2022,Qtr 2,June,15,19569.75492915015,
2022,Qtr 2,June,16,19614.62347620645,
2022,Qtr 2,June,17,19658.77098399096,
2022,Qtr 2,June,18,19692.26371866711,
2022,Qtr 2,June,19,19724.79780632171,
2022,Qtr 2,June,20,19745.99290955659,
2022,Qtr 2,June,21,19795.234068199,
2022,Qtr 2,June,22,19830.47242849696,
2022,Qtr 2,June,23,19874.55975503618,
2022,Qtr 2,June,24,19917.4473141985,
2022,Qtr 2,June,25,19949.17676029678,
2022,Qtr 2,June,26,19979.43425474086,
2022,Qtr 2,June,27,19997.84488506634,
2022,Qtr 2,June,28,20043.81477907973,
2022,Qtr 2,June,29,20075.33162461584,
2022,Qtr 2,June,30,20115.2984898596,
2022,Qtr 3,July,1,20153.73154844137,17220
2022,Qtr 3,July,2,20180.74937014978,17222
2022,Qtr 3,July,3,20206.12505086021,17224
2022,Qtr 3,July,4,20219.57830409405,17225
2022,Qtr 3,July,5,20260.61497581972,17227
2022,Qtr 3,July,6,20287.32476821482,17230
2022,Qtr 3,July,7,20322.71214925921,17231
2022,Qtr 3,July,8,20356.89113858173,17233
2022,Qtr 3,July,9,20380.07171837938,17235
2022,Qtr 3,July,10,20402.10923013319,17235
2022,Qtr 3,July,11,20412.79396321451,17237
2022,Qtr 3,July,12,20451.68847470128,17238
2022,Qtr 3,July,13,20476.9234955063,17238
2022,Qtr 3,July,14,20511.52745860782,17238
2022,Qtr 3,July,15,20545.62038642814,17240
2022,Qtr 3,July,16,20569.3999190109,17241
2022,Qtr 3,July,17,20592.69086167014,17246
2022,Qtr 3,July,18,20605.23546060103,17247
2022,Qtr 3,July,19,20646.53193240153,17247
2022,Qtr 3,July,20,20674.63207372056,17248
2022,Qtr 3,July,21,20712.47294311556,17249
2022,Qtr 3,July,22,20750.07329478632,17251
2022,Qtr 3,July,23,20777.52247633096,17253
2022,Qtr 3,July,24,20804.53308948224,17255
2022,Qtr 3,July,25,20820.73453462003,17257
2022,Qtr 3,July,26,20865.51487180975,17257
2022,Qtr 3,July,27,20896.82172853437,17257
2022,Qtr 3,July,28,20937.49715006742,17260
2022,Qtr 3,July,29,20977.47697870891,17261
2022,Qtr 3,July,30,21006.7823860045,17261
2022,Qtr 3,July,31,21035.07477688423,17262
2022,Qtr 3,August,1,21051.95111688051,17263
2022,Qtr 3,August,2,21096.78705801278,17267
2022,Qtr 3,August,3,21127.53855057386,17268
2022,Qtr 3,August,4,21167.07680941321,17268
2022,Qtr 3,August,5,21205.38721008402,17269
2022,Qtr 3,August,6,21232.55974506787,17273
2022,Qtr 3,August,7,21258.34228202249,17275
2022,Qtr 3,August,8,21272.43371461528,17275
2022,Qtr 3,August,9,21314.32443635266,17277
2022,Qtr 3,August,10,21342.09489343297,17283
2022,Qtr 3,August,11,21378.7471661544,17283
2022,Qtr 3,August,12,21414.40024511919,17288
2022,Qtr 3,August,13,21439.27673077467,17289
2022,Qtr 3,August,14,21463.25230129257,17289
2022,Qtr 3,August,15,21476.14514427436,17292
2022,Qtr 3,August,16,21517.55288654492,17292
2022,Qtr 3,August,17,21545.64787792685,17293
2022,Qtr 3,August,18,21583.50587157814,17293
2022,Qtr 3,August,19,21621.29885073155,17294
2022,Qtr 3,August,20,21649.27980212378,17295
2022,Qtr 3,August,21,21677.3308389549,17296
2022,Qtr 3,August,22,21695.2519111027,17297
2022,Qtr 3,August,23,21742.59766223983,17299
2022,Qtr 3,August,24,21777.47329749519,17300
2022,Qtr 3,August,25,21822.86449405525,17300
2022,Qtr 3,August,26,21868.83207663303,17301
2022,Qtr 3,August,27,21905.49921315667,17301
2022,Qtr 3,August,28,21942.60247273753,17301
2022,Qtr 3,August,29,21969.78390864587,17302
2022,Qtr 3,August,30,22026.43163875228,17302
2022,Qtr 3,August,31,22070.47969006396,17302
2022,Qtr 3,September,1,22124.74203556556,17305
2022,Qtr 3,September,2,22179.11143678258,17306
2022,Qtr 3,September,3,22223.55073756109,17307
2022,Qtr 3,September,4,22267.64784293176,17310
2022,Qtr 3,September,5,22300.91144223221,17310
2022,Qtr 3,September,6,22362.61485286793,17311
2022,Qtr 3,September,7,22410.59866538018,17313
2022,Qtr 3,September,8,22467.60704453342,17313
2022,Qtr 3,September,9,22523.48824081631,17314
2022,Qtr 3,September,10,22568.18691489568,17314
2022,Qtr 3,September,11,22611.29948316883,17315
2022,Qtr 3,September,12,22642.36953575706,17315
2022,Qtr 3,September,13,22700.73071356958,17318
2022,Qtr 3,September,14,22744.30775309623,17318
2022,Qtr 3,September,15,22795.95059856051,17319
2022,Qtr 3,September,16,22845.63219637929,17320
2022,Qtr 3,September,17,22883.43764894331,17321
2022,Qtr 3,September,18,22919.11602215036,17321
2022,Qtr 3,September,19,22942.37195371768,17321
2022,Qtr 3,September,20,22992.70455130423,17322
2022,Qtr 3,September,21,23028.20439536936,17322
2022,Qtr 3,September,22,23071.88365358974,17322
2022,Qtr 3,September,23,23113.87002693009,17324
2022,Qtr 3,September,24,23144.39230460663,17325
2022,Qtr 3,September,25,23173.32891493451,17326
2022,Qtr 3,September,26,23190.49670147908,17326
2022,Qtr 3,September,27,23235.48748355515,17327
2022,Qtr 3,September,28,23266.46327179065,17328
2022,Qtr 3,September,29,23306.4851857022,17328
2022,Qtr 3,September,30,23345.70681685189,17329
2022,Qtr 4,October,1,23374.35982113283,17330
2022,Qtr 4,October,2,23402.30311628842,17333
2022,Qtr 4,October,3,23419.31288646539,17336
2022,Qtr 4,October,4,23464.92090941715,
2022,Qtr 4,October,5,23497.21201920509,17341
2022,Qtr 4,October,6,23539.15568080506,17344
2022,Qtr 4,October,7,23580.80233908901,17345
2022,Qtr 4,October,8,23612.27223646497,17347
2022,Qtr 4,October,9,23643.30798046712,17350
2022,Qtr 4,October,10,23663.56796547935,17351
2022,Qtr 4,October,11,23712.46806659547,17352
2022,Qtr 4,October,12,23747.98232364263,17352
2022,Qtr 4,October,13,23792.97750242209,17352
2022,Qtr 4,October,14,23837.41211426464,17353
2022,Qtr 4,October,15,23871.3275170375,17353
2022,Qtr 4,October,16,23904.40231992516,17353
2022,Qtr 4,October,17,23926.24715094234,17353
2022,Qtr 4,October,18,23976.24717487592,17355
2022,Qtr 4,October,19,24012.36306501142,17355
2022,Qtr 4,October,20,24057.46531693849,17355
2022,Qtr 4,October,21,24101.53250248083,17358
2022,Qtr 4,October,22,24134.64111889665,17360
2022,Qtr 4,October,23,24166.51830165747,17364
2022,Qtr 4,October,24,24186.83451824528,17364
2022,Qtr 4,October,25,24235.04369980432,17366
2022,Qtr 4,October,26,24269.18159167502,17368
2022,Qtr 4,October,27,24312.19729493935,17368
2022,Qtr 4,October,28,24354.1486844947,17372
2022,Qtr 4,October,29,24385.1894472991,17373
2022,Qtr 4,October,30,24415.11909598663,17373
2022,Qtr 4,October,31,24433.67315802108,17374
2022,Qtr 4,November,1,24480.36107336759,17376
2022,Qtr 4,November,2,24513.26264905952,17376
2022,Qtr 4,November,3,24555.35809940701,17377
2022,Qtr 4,November,4,24596.7224016438,17378
2022,Qtr 4,November,5,24627.51174135943,17380
2022,Qtr 4,November,6,24657.51341921988,17381
2022,Qtr 4,November,7,24676.43642064953,17381
2022,Qtr 4,November,8,24723.75016820434,17381
2022,Qtr 4,November,9,24757.48227748178,17382
2022,Qtr 4,November,10,24800.55030439735,17383
2022,Qtr 4,November,11,24842.95816060735,17383
2022,Qtr 4,November,12,24874.78490794285,17388
2022,Qtr 4,November,13,24905.73723134449,17390
2022,Qtr 4,November,14,24925.44271360499,17391
2022,Qtr 4,November,15,24973.29134927965,17392
2022,Qtr 4,November,16,25007.23603470072,17392
2022,Qtr 4,November,17,25050.12693896289,17394
2022,Qtr 4,November,18,25091.91035309968,17394
2022,Qtr 4,November,19,25122.61965449465,17395
2022,Qtr 4,November,20,25151.92962009672,17395
2022,Qtr 4,November,21,25169.45115563981,17395
2022,Qtr 4,November,22,25214.57383355339,17396
2022,Qtr 4,November,23,25245.26694453346,17397
2022,Qtr 4,November,24,25284.41394927155,17398
2022,Qtr 4,November,26,25348.15664175466,17399
2022,Qtr 4,December,1,25484.65702778674,17399
2022,Qtr 4,December,2,25517.4597408771,17401
2022,Qtr 4,December,10,25717.81039858737,17403
2022,Qtr 4,December,12,25751.9038140499,17406
2022,Qtr 4,December,18,25958.66692533291,17406
2022,Qtr 4,December,19,25978.94827367533,17407
2022,Qtr 4,December,20,26028.86791716518,17408
2022,Qtr 4,December,21,26066.45858258215,17410
2022,Qtr 4,December,22,26114.64029568841,17413
2022,Qtr 4,December,23,26163.41810038033,17414
2022,Qtr 4,December,24,26202.87201283967,17415
2022,Qtr 4,December,25,26242.71046394259,17416
2022,Qtr 4,December,26,26272.56431422367,17416
2022,Qtr 4,December,27,26331.82884820326,17418
2022,Qtr 4,December,28,26378.46446388615,17421
2022,Qtr 4,December,29,26435.33095127045,17421
2022,Qtr 4,December,30,26492.38595651315,17425
2022,Qtr 4,December,31,26539.6752787096,17426
2023,Qtr 1,January,1,26586.88625296035,17427
2023,Qtr 1,January,2,26623.64131660577,17427
2023,Qtr 1,January,3,26689.33918966372,17429
2023,Qtr 1,January,4,26741.95442026324,17433
2023,Qtr 1,January,5,26804.3702334635,17435
2023,Qtr 1,January,6,26866.57533273447,17435
2023,Qtr 1,January,7,26918.65236005543,17438
2023,Qtr 1,January,8,26970.32933177377,17438
2023,Qtr 1,January,9,27011.27121302969,17438
2023,Qtr 1,January,10,27080.91912808114,17441
2023,Qtr 1,January,11,27137.28802192878,17441
2023,Qtr 1,January,12,27203.29777253312,17442
2023,Qtr 1,January,13,27268.96845823015,17442
2023,Qtr 1,January,14,27324.40753436156,17443
2023,Qtr 1,January,15,27379.36027560504,17444
2023,Qtr 1,January,16,27423.50067625889,17445
2023,Qtr 1,January,17,27496.27032451348,17446
2023,Qtr 1,January,18,27555.67607354096,17446
2023,Qtr 1,January,19,27624.62150469579,17451
2023,Qtr 1,January,20,27693.10287219776,17454
2023,Qtr 1,January,21,27751.19725739335,17456
2023,Qtr 1,January,22,27808.6142533511,17459
2023,Qtr 1,January,23,27854.98832769418,17462
2023,Qtr 1,January,24,27929.7193281806,17463
2023,Qtr 1,January,25,27990.77189684233,17466
2023,Qtr 1,January,26,28061.0087273021,17466
2023,Qtr 1,January,27,28130.38829226282,17467
2023,Qtr 1,January,28,28188.95470719549,17469
2023,Qtr 1,January,29,28246.3909912052,17470
2023,Qtr 1,January,30,28292.31281742115,17471
2023,Qtr 1,January,31,28366.11016786651,17471
2023,Qtr 1,February,1,28425.74761666558,17476
2023,Qtr 1,February,2,28494.09814321473,17480
2023,Qtr 1,February,3,28561.1410793611,17480
2023,Qtr 1,February,4,28616.95184446875,17481
2023,Qtr 1,February,5,28671.25472844188,17483
2023,Qtr 1,February,6,28713.71582544645,17483
2023,Qtr 1,February,7,28783.78355471755,17483
2023,Qtr 1,February,8,28839.48752414263,17483
2023,Qtr 1,February,9,28903.77067953629,17486
2023,Qtr 1,February,10,28966.68539314031,17487
2023,Qtr 1,February,11,29018.38120141012,17488
2023,Qtr 1,February,12,29068.65551330012,17490
2023,Qtr 1,February,13,29107.24445601125,17491
2023,Qtr 1,February,14,29173.66135989007,17491
2023,Qtr 1,February,15,29225.99370252096,17492
2023,Qtr 1,February,16,29287.23351631219,17492
2023,Qtr 1,February,17,29347.47196959457,17492
2023,Qtr 1,February,18,29396.88588108424,17494
2023,Qtr 1,February,19,29445.28753042935,17494
2023,Qtr 1,February,20,29482.4149636749,17498
2023,Qtr 1,February,21,29547.77031651417,17502
2023,Qtr 1,February,22,29599.41698512099,17504
2023,Qtr 1,February,23,29660.31064679878,17505
