Year,Quarter,Month,Day,Playgroup - FBProphet,Playgroup - SS Targets
,,,,,2708372
2015,Qtr 1,January,1,-917.0531091574239,
2015,Qtr 1,January,18,-609.4833875380174,
2015,Qtr 1,January,26,-440.6304892462655,
2015,Qtr 1,March,1,166.7131465294563,
2015,Qtr 1,March,2,165.1290586893855,
2015,Qtr 1,March,24,367.0341469040438,
2015,Qtr 2,April,1,377.361361747259,
2015,Qtr 2,April,13,391.5570660327429,
2015,Qtr 2,May,7,277.3777481064409,
2015,Qtr 2,May,11,237.0758467744475,
2015,Qtr 2,May,12,245.251070832922,
2015,Qtr 2,June,5,224.2177162143622,
2015,Qtr 2,June,15,173.9447111549265,
2015,Qtr 3,September,15,-194.5407179980549,
2015,Qtr 4,October,5,-277.5640433216369,
2015,Qtr 4,October,26,-327.1881530232025,
2015,Qtr 4,November,22,-422.4409111298975,
2016,Qtr 1,January,3,-595.354120606494,
2016,Qtr 1,January,4,-596.4715038359615,
2016,Qtr 1,January,8,-505.7961293985251,
2016,Qtr 1,January,9,-491.9193751520801,
2016,Qtr 1,January,10,-478.4765248823793,
2016,Qtr 1,January,11,-475.79476059273,
2016,Qtr 1,January,12,-444.4269998009008,
2016,Qtr 1,January,17,-337.6330340723707,
2016,Qtr 1,January,31,-15.44649888172043,
2016,Qtr 1,February,2,24.67320595523005,
2016,Qtr 1,February,4,72.68651899075662,
2016,Qtr 1,February,12,224.298761643111,
2016,Qtr 1,February,15,245.317771007266,
2016,Qtr 1,February,17,284.8915177486845,
2016,Qtr 1,February,21,347.0811440344468,
2016,Qtr 1,February,26,427.3429341594807,
2016,Qtr 1,March,1,472.8387033006459,
2016,Qtr 1,March,23,664.1233414938301,
2016,Qtr 2,April,13,701.9104230704202,
2016,Qtr 2,April,28,644.1403133498069,
2016,Qtr 2,May,11,543.7521731885658,
2016,Qtr 2,May,31,521.6944479413337,
2016,Qtr 2,June,1,517.7761063372539,
2016,Qtr 2,June,6,493.499384215988,
2016,Qtr 2,June,7,502.7497887283375,
2016,Qtr 2,June,12,493.7927235213375,
2016,Qtr 2,June,21,472.947500210294,
2016,Qtr 3,July,1,437.4903652110746,
2016,Qtr 3,July,27,164.8327097077979,
2016,Qtr 3,July,29,167.3545900977172,
2016,Qtr 3,August,16,1.716218284217376,
2016,Qtr 3,August,17,-9.01824829190295,
2016,Qtr 3,August,25,-40.27873211073114,
2016,Qtr 3,August,26,-32.72563992042072,
2016,Qtr 3,September,1,-7.866135728102194,
2016,Qtr 3,September,2,7.793348765617736,
2016,Qtr 3,September,7,44.41623505789849,
2016,Qtr 4,November,4,-44.96536486259998,
2016,Qtr 4,November,14,-106.7629659932128,
2016,Qtr 4,November,23,-140.8663674951618,
2016,Qtr 4,December,30,-540.9721586705612,
2017,Qtr 1,January,1,-535.1994760103626,
2017,Qtr 1,January,2,-542.8544816833477,
2017,Qtr 1,January,3,-521.5938941998963,
2017,Qtr 1,January,4,-513.4400113984135,
2017,Qtr 1,January,7,-470.2373542487016,
2017,Qtr 1,January,8,-463.0853437172451,
2017,Qtr 1,January,9,-466.6771373700726,
2017,Qtr 1,January,10,-441.5695514588805,
2017,Qtr 1,January,11,-429.7461532994841,
2017,Qtr 1,January,12,-408.2862063166269,
2017,Qtr 1,January,15,-365.9002922387724,
2017,Qtr 1,January,16,-366.3314785762012,
2017,Qtr 1,January,17,-338.1430620452848,
2017,Qtr 1,January,18,-323.3308689306398,
2017,Qtr 1,January,20,-275.1403993166799,
2017,Qtr 1,January,23,-247.2810397476218,
2017,Qtr 1,January,25,-200.997040744648,
2017,Qtr 1,January,26,-175.5612401090409,
2017,Qtr 1,January,29,-124.7968387608725,
2017,Qtr 1,January,31,-94.99481083361945,
2017,Qtr 1,February,1,-80.36120754181938,
2017,Qtr 1,February,2,-57.0401405888873,
2017,Qtr 1,February,3,-35.04803338626883,
2017,Qtr 1,February,4,-24.3046845198506,
2017,Qtr 1,February,5,-15.08060675863197,
2017,Qtr 1,February,6,-17.7042312910383,
2017,Qtr 1,February,7,7.27846335637021,
2017,Qtr 1,February,8,17.90265798216127,
2017,Qtr 1,February,9,37.11668271631639,
2017,Qtr 1,February,10,54.97794886980056,
2017,Qtr 1,February,13,60.51294015726857,
2017,Qtr 1,February,14,81.9776856066782,
2017,Qtr 1,February,22,149.1447875880838,
2017,Qtr 1,February,24,180.7514199033125,
2017,Qtr 1,February,26,189.6130353111637,
2017,Qtr 1,February,27,182.4247945424025,
2017,Qtr 1,February,28,203.4638745923702,
2017,Qtr 1,March,1,210.7100667594024,
2017,Qtr 1,March,6,241.7182665694565,
2017,Qtr 1,March,9,279.8871898549502,
2017,Qtr 1,March,11,292.9742433231431,
2017,Qtr 1,March,16,302.346918473858,
2017,Qtr 1,March,21,289.9958901746937,
2017,Qtr 1,March,23,289.4574924110102,
2017,Qtr 1,March,25,284.4827034295941,
2017,Qtr 1,March,26,275.4292298410779,
2017,Qtr 1,March,27,255.0383761599056,
2017,Qtr 2,April,1,255.0423954744648,
2017,Qtr 2,April,2,246.4110607161718,
2017,Qtr 2,April,4,235.3590542448795,
2017,Qtr 2,April,7,238.1572450036315,
2017,Qtr 2,April,10,203.0205063348811,
2017,Qtr 2,April,11,211.2998696343083,
2017,Qtr 2,April,12,205.4773578241482,
2017,Qtr 2,April,13,208.4020987328722,
2017,Qtr 2,April,18,170.4373597262257,
2017,Qtr 2,April,19,170.0578804954468,
2017,Qtr 2,April,20,178.0873126692168,
2017,Qtr 2,April,25,163.6923053262504,
2017,Qtr 2,April,30,146.8274993494227,
2017,Qtr 2,May,1,126.1176629619268,
2017,Qtr 2,May,2,133.7196349476812,
2017,Qtr 2,May,3,127.7641632259304,
2017,Qtr 2,May,4,131.2780963884113,
2017,Qtr 2,May,5,134.3786581462953,
2017,Qtr 2,May,6,127.25992136801,
2017,Qtr 2,May,7,119.7428410884019,
2017,Qtr 2,May,8,101.5660335367603,
2017,Qtr 2,May,9,112.224804265176,
2017,Qtr 2,May,10,109.7692280744405,
2017,Qtr 2,May,14,118.2956036573111,
2017,Qtr 2,May,15,104.391650699242,
2017,Qtr 2,May,16,119.1804100515336,
2017,Qtr 2,May,17,120.6224213512143,
2017,Qtr 2,May,25,158.2667520583546,
2017,Qtr 2,May,29,152.3366805209345,
2017,Qtr 2,May,31,167.3060063270761,
2017,Qtr 2,June,1,176.7117483892813,
2017,Qtr 2,June,5,164.2740297546488,
2017,Qtr 2,June,6,177.6021061592336,
2017,Qtr 2,June,9,194.083852906471,
2017,Qtr 2,June,11,188.3801485677844,
2017,Qtr 2,June,12,174.0585435833529,
2017,Qtr 2,June,13,188.118440419176,
2017,Qtr 2,June,14,188.5796171839826,
2017,Qtr 2,June,15,198.3524760660237,
2017,Qtr 2,June,17,205.9002509135759,
2017,Qtr 2,June,18,203.4520561620258,
2017,Qtr 2,June,20,204.0796081106566,
2017,Qtr 2,June,21,204.4985029441777,
2017,Qtr 2,June,22,213.8248805517806,
2017,Qtr 2,June,23,222.0092671718926,
2017,Qtr 2,June,25,214.7513219196264,
2017,Qtr 2,June,26,198.6099926820273,
2017,Qtr 2,June,27,210.0654324847388,
2017,Qtr 2,June,28,207.0964822541393,
2017,Qtr 2,June,30,216.5700749861824,
2017,Qtr 3,July,3,178.9718946750306,
2017,Qtr 3,July,4,185.4665088517442,
2017,Qtr 3,July,9,153.3682835456466,
2017,Qtr 3,July,10,129.1152669339318,
2017,Qtr 3,July,12,123.1344856186608,
2017,Qtr 3,July,14,121.4289821448415,
2017,Qtr 3,July,15,109.91303073962,
2017,Qtr 3,July,18,80.89442933572535,
2017,Qtr 3,July,21,78.13729018293061,
2017,Qtr 3,July,23,61.81666808921909,
2017,Qtr 3,July,24,42.68835206299106,
2017,Qtr 3,July,26,48.2830602559869,
2017,Qtr 3,July,27,53.80897762080742,
2017,Qtr 3,July,28,58.70915862562374,
2017,Qtr 3,July,30,46.35967119341066,
2017,Qtr 3,July,31,28.36367614497559,
2017,Qtr 3,August,1,38.3878236144549,
2017,Qtr 3,August,3,39.20160701293881,
2017,Qtr 3,August,5,35.33046864792864,
2017,Qtr 3,August,6,26.44828441884815,
2017,Qtr 3,August,7,5.863567075293105,
2017,Qtr 3,August,8,13.05153601040519,
2017,Qtr 3,August,10,7.929453247382327,
2017,Qtr 3,August,11,8.712601343307597,
2017,Qtr 3,August,12,-1.362369840160341,
2017,Qtr 3,August,14,-34.68040586383702,
2017,Qtr 3,August,15,-28.52163166348649,
2017,Qtr 3,August,17,-33.39407177781931,
2017,Qtr 3,August,18,-31.17577156301761,
2017,Qtr 3,August,20,-46.59173859250774,
2017,Qtr 3,August,21,-64.52576240982194,
2017,Qtr 3,August,22,-53.10632562287017,
2017,Qtr 3,August,23,-54.21341173658419,
2017,Qtr 3,August,26,-34.30226839487355,
2017,Qtr 3,August,29,-21.33898453907551,
2017,Qtr 3,August,30,-13.16034269488893,
2017,Qtr 3,September,4,39.51826600752341,
2017,Qtr 3,September,6,79.02206156564239,
2017,Qtr 3,September,7,101.1477144324331,
2017,Qtr 3,September,8,122.2807333743856,
2017,Qtr 3,September,9,132.3586075808136,
2017,Qtr 3,September,12,161.6942897045819,
2017,Qtr 3,September,13,171.0393599233914,
2017,Qtr 3,September,14,188.5078436739561,
2017,Qtr 3,September,15,204.0544500868182,
2017,Qtr 3,September,18,198.4393633006803,
2017,Qtr 3,September,19,214.6102769556969,
2017,Qtr 3,September,21,225.3038486140503,
2017,Qtr 3,September,24,223.4326333780502,
2017,Qtr 3,September,25,205.9720843951173,
2017,Qtr 4,October,2,189.7376139290757,
2017,Qtr 4,October,9,186.4519380948547,
2017,Qtr 4,October,10,200.026941120672,
2017,Qtr 4,October,11,200.2571686241631,
2017,Qtr 4,October,12,210.0163194958308,
2017,Qtr 4,October,16,202.8936784365628,
2017,Qtr 4,October,19,229.3767933486288,
2017,Qtr 4,October,20,238.6143936347049,
2017,Qtr 4,October,22,234.0176588712429,
2017,Qtr 4,October,23,219.5630958920195,
2017,Qtr 4,October,29,238.9722507964073,
2017,Qtr 4,November,2,239.3154246198324,
2017,Qtr 4,November,4,241.3075209732916,
2017,Qtr 4,November,9,238.6746418383829,
2017,Qtr 4,November,13,223.3233795165237,
2017,Qtr 4,November,16,243.3301998017457,
2017,Qtr 4,November,18,246.341085883789,
2017,Qtr 4,November,19,241.0007986669502,
2017,Qtr 4,November,20,223.9279675281517,
2017,Qtr 4,November,23,235.376733971746,
2017,Qtr 4,November,26,220.2541203467954,
2017,Qtr 4,November,29,161.1228060385408,
2017,Qtr 4,December,9,-33.40768860857645,
2017,Qtr 4,December,26,-220.7540574462408,
2017,Qtr 4,December,30,-200.8305701890056,
2017,Qtr 4,December,31,-200.4709181900274,
2018,Qtr 1,January,1,-210.5197930950195,
2018,Qtr 1,January,2,-191.5823136783698,
2018,Qtr 1,January,4,-169.9596389166284,
2018,Qtr 1,January,5,-154.4123761913758,
2018,Qtr 1,January,6,-148.9689094121439,
2018,Qtr 1,January,7,-143.9058993061025,
2018,Qtr 1,January,8,-149.5625870908264,
2018,Qtr 1,January,9,-126.5014122214636,
2018,Qtr 1,January,10,-116.7102082875261,
2018,Qtr 1,January,11,-97.27098211044137,
2018,Qtr 1,January,12,-78.16457463834683,
2018,Qtr 1,January,13,-69.28345158100507,
2018,Qtr 1,January,14,-60.88126797098056,
2018,Qtr 1,January,15,-63.28201376017927,
2018,Qtr 1,January,16,-37.04122250494817,
2018,Qtr 1,January,17,-24.14841718635648,
2018,Qtr 1,January,18,-1.695793644043761,
2018,Qtr 1,January,19,20.31755294145978,
2018,Qtr 1,January,20,31.97359260268433,
2018,Qtr 1,January,21,42.98684352269964,
2018,Qtr 1,January,22,42.99652823879097,
2018,Qtr 1,January,23,71.40687477079041,
2018,Qtr 1,January,25,110.2006656683253,
2018,Qtr 1,January,26,133.4104933983688,
2018,Qtr 1,January,27,145.8610551290747,
2018,Qtr 1,January,28,157.235359832556,
2018,Qtr 1,January,29,157.1478793802999,
2018,Qtr 1,January,30,184.9861820357505,
2018,Qtr 1,January,31,198.7112342377087,
2018,Qtr 1,February,1,221.1912722525798,
2018,Qtr 1,February,2,242.3998464041962,
2018,Qtr 1,February,3,252.4056891686122,
2018,Qtr 1,February,4,260.9256634348737,
2018,Qtr 1,February,5,257.6178888426668,
2018,Qtr 1,February,6,281.9224768299189,
2018,Qtr 1,February,7,291.8606235901856,
2018,Qtr 1,February,8,310.3669968188219,
2018,Qtr 1,February,9,327.4860624218151,
2018,Qtr 1,February,10,333.3600537902886,
2018,Qtr 1,February,11,337.7798975308925,
2018,Qtr 1,February,12,330.4762556594967,
2018,Qtr 1,February,14,357.3101902415223,
2018,Qtr 1,February,15,372.5227843389036,
2018,Qtr 1,February,16,386.6870727512604,
2018,Qtr 1,February,18,392.2206700550893,
2018,Qtr 1,February,19,383.1474864721927,
2018,Qtr 1,February,20,402.2694502850197,
2018,Qtr 1,February,21,407.6566296526966,
2018,Qtr 1,February,23,436.1682857688821,
2018,Qtr 1,February,24,439.4725733974258,
2018,Qtr 1,February,25,441.9404961368609,
2018,Qtr 1,February,26,433.246684064482,
2018,Qtr 1,February,27,456.2199795385083,
2018,Qtr 1,February,28,465.4583826068304,
2018,Qtr 1,March,1,483.8464061293549,
2018,Qtr 1,March,2,501.3580376321842,
2018,Qtr 1,March,4,513.5987105478705,
2018,Qtr 1,March,5,507.6273896054323,
2018,Qtr 1,March,6,529.5151306477628,
2018,Qtr 1,March,7,537.2142482917114,
2018,Qtr 1,March,8,553.5814365280308,
2018,Qtr 1,March,9,568.5764484936878,
2018,Qtr 1,March,10,572.252633626204,
2018,Qtr 1,March,11,574.3105747689956,
2018,Qtr 1,March,12,564.3919085660368,
2018,Qtr 1,March,13,581.9207447000282,
2018,Qtr 1,March,14,584.9034179356078,
2018,Qtr 1,March,15,596.2614938292824,
2018,Qtr 1,March,17,604.3391912034533,
2018,Qtr 1,March,18,600.9792928449045,
2018,Qtr 1,March,19,585.6784679091511,
2018,Qtr 1,March,20,597.9483989740138,
2018,Qtr 1,March,21,595.8801509281819,
2018,Qtr 1,March,22,602.4746914928138,
2018,Qtr 1,March,23,607.83743507709,
2018,Qtr 1,March,24,602.1645694557928,
2018,Qtr 1,March,26,576.987839996835,
2018,Qtr 1,March,27,586.7848158619406,
2018,Qtr 1,March,28,582.7820420260359,
2018,Qtr 1,March,29,587.9725768100377,
2018,Qtr 1,March,30,592.4386427031721,
2018,Qtr 1,March,31,586.3385473941769,
2018,Qtr 2,April,2,561.4973265237401,
2018,Qtr 2,April,3,571.9191054483723,
2018,Qtr 2,April,4,568.7386418482484,
2018,Qtr 2,April,6,580.2755386414228,
2018,Qtr 2,April,7,575.0493478371652,
2018,Qtr 2,April,9,551.3746797013206,
2018,Qtr 2,April,10,561.9253727587126,
2018,Qtr 2,April,11,558.476342170183,
2018,Qtr 2,April,12,563.8755706676172,
2018,Qtr 2,April,13,568.070454079806,
2018,Qtr 2,April,16,532.3248640029458,
2018,Qtr 2,April,17,539.5469527046639,
2018,Qtr 2,April,18,532.293985961473,
2018,Qtr 2,April,19,533.4662123518298,
2018,Qtr 2,April,20,533.077221567213,
2018,Qtr 2,April,21,521.2432288581798,
2018,Qtr 2,April,22,507.7352043761504,
2018,Qtr 2,April,23,482.2709758346672,
2018,Qtr 2,April,24,484.3547713230566,
2018,Qtr 2,April,26,468.4351954942201,
2018,Qtr 2,April,28,447.6265128618269,
2018,Qtr 2,April,29,430.5240876614553,
2018,Qtr 2,April,30,402.0338643320485,
2018,Qtr 2,May,1,401.7213763570294,
2018,Qtr 2,May,2,387.7216227204575,
2018,Qtr 2,May,3,383.0687823798061,
2018,Qtr 2,May,4,388.0104197981178,
2018,Qtr 2,May,5,382.6332413595561,
2018,Qtr 2,May,7,360.1856800332039,
2018,Qtr 2,May,8,372.3841167226661,
2018,Qtr 2,May,9,371.4375123681199,
2018,Qtr 2,May,11,389.0173133162233,
2018,Qtr 2,May,13,386.0710396077021,
2018,Qtr 2,May,14,373.7990073842564,
2018,Qtr 2,May,15,390.2911791444019,
2018,Qtr 2,May,16,393.5189794829947,
2018,Qtr 2,May,17,406.3471339895724,
2018,Qtr 2,May,18,418.7323187824308,
2018,Qtr 2,May,20,421.9681193447333,
2018,Qtr 2,May,21,412.1024329310466,
2018,Qtr 2,May,22,430.4980035790246,
2018,Qtr 2,May,23,435.1104514703958,
2018,Qtr 2,May,24,448.8041169132798,
2018,Qtr 2,May,25,461.550312711777,
2018,Qtr 2,May,26,463.4172362308733,
2018,Qtr 2,May,28,453.3275246343357,
2018,Qtr 2,May,29,470.4748426509715,
2018,Qtr 2,May,30,473.5897501119287,
2018,Qtr 2,May,31,485.6106011372578,
2018,Qtr 2,June,1,496.58481874398,
2018,Qtr 2,June,2,496.6562206788318,
2018,Qtr 2,June,3,495.6153087205886,
2018,Qtr 2,June,4,483.1897108781934,
2018,Qtr 2,June,5,498.8822998097531,
2018,Qtr 2,June,6,500.7678275915309,
2018,Qtr 2,June,7,511.8230989925137,
2018,Qtr 2,June,8,522.1214083075815,
2018,Qtr 2,June,9,521.8190113062445,
2018,Qtr 2,June,10,520.7050030029656,
2018,Qtr 2,June,11,508.4918040741856,
2018,Qtr 2,June,12,524.6537786406202,
2018,Qtr 2,June,13,527.2248089107677,
2018,Qtr 2,June,14,539.1298205844886,
2018,Qtr 2,June,15,550.380943005493,
2018,Qtr 2,June,16,551.0660229537665,
2018,Qtr 2,June,17,550.900800069584,
2018,Qtr 2,June,18,539.5218758420942,
2018,Qtr 2,June,19,556.327921928717,
2018,Qtr 2,June,20,559.2798725983988,
2018,Qtr 2,June,21,571.2350131809637,
2018,Qtr 2,June,22,582.1455676616179,
2018,Qtr 2,June,23,582.0494270927934,
2018,Qtr 2,June,25,567.482042781108,
2018,Qtr 2,June,26,582.0114956572588,
2018,Qtr 2,June,27,582.1789734175205,
2018,Qtr 2,June,28,590.8628493710216,
2018,Qtr 2,June,29,598.0518890898959,
2018,Qtr 3,July,1,587.9556151387487,
2018,Qtr 3,July,2,570.1017779434752,
2018,Qtr 3,July,3,579.7494170859236,
2018,Qtr 3,July,4,574.9595177545939,
2018,Qtr 3,July,5,578.7101714203767,
2018,Qtr 3,July,7,572.2942307759636,
2018,Qtr 3,July,8,562.1595688505656,
2018,Qtr 3,July,9,540.4675691652528,
2018,Qtr 3,July,11,539.2167787086963,
2018,Qtr 3,July,12,540.8243515562552,
2018,Qtr 3,July,14,532.1502213789197,
2018,Qtr 3,July,15,521.92949795131,
2018,Qtr 3,July,16,500.836451051054,
2018,Qtr 3,July,17,508.3984315631088,
2018,Qtr 3,July,18,502.6989573494812,
2018,Qtr 3,July,19,506.708490510825,
2018,Qtr 3,July,20,510.4799054332781,
2018,Qtr 3,July,22,497.4230875638066,
2018,Qtr 3,July,23,479.9996896254029,
2018,Qtr 3,July,24,491.2813406294766,
2018,Qtr 3,July,25,489.2387126227799,
2018,Qtr 3,July,26,496.7321111733332,
2018,Qtr 3,July,29,495.86745274071,
2018,Qtr 3,July,30,480.3002805532568,
2018,Qtr 3,July,31,492.8637092858127,
2018,Qtr 3,August,1,491.4959761376045,
2018,Qtr 3,August,2,499.0449786306816,
2018,Qtr 3,August,3,505.4677447952055,
2018,Qtr 3,August,6,477.1183208709199,
2018,Qtr 3,August,7,487.1718956783183,
2018,Qtr 3,August,8,483.0192551266529,
2018,Qtr 3,August,9,487.6230382248399,
2018,Qtr 3,August,10,491.0647689085907,
2018,Qtr 3,August,11,483.5326539426802,
2018,Qtr 3,August,12,474.8720816595481,
2018,Qtr 3,August,13,454.8759878320788,
2018,Qtr 3,August,14,463.1225962027448,
2018,Qtr 3,August,15,457.7713660400457,
2018,Qtr 3,August,16,461.8921696714286,
2018,Qtr 3,August,17,465.6584346567411,
2018,Qtr 3,August,20,435.9197404354555,
2018,Qtr 3,August,22,447.9188141226683,
2018,Qtr 3,August,24,468.5245354794652,
2018,Qtr 3,August,28,484.5541301563299,
2018,Qtr 3,August,29,493.4914929201424,
2018,Qtr 3,August,30,512.8522843874241,
2018,Qtr 3,August,31,532.5716093025206,
2018,Qtr 3,September,2,552.7053170858749,
2018,Qtr 3,September,3,552.2720383813819,
2018,Qtr 3,September,4,580.6401816048458,
2018,Qtr 3,September,5,595.6597077608036,
2018,Qtr 3,September,6,620.0761797573625,
2018,Qtr 3,September,7,643.7312658729564,
2018,Qtr 3,September,8,656.5552573390077,
2018,Qtr 3,September,10,667.9488969702873,
2018,Qtr 3,September,11,695.3325030962128,
2018,Qtr 3,September,12,708.158482539967,
2018,Qtr 3,September,13,729.2327217133129,
2018,Qtr 3,September,16,761.3074391911613,
2018,Qtr 3,September,17,754.240312272213,
2018,Qtr 3,September,18,774.189723332034,
2018,Qtr 3,September,19,779.2015817548779,
2018,Qtr 3,September,20,791.5931341099883,
2018,Qtr 3,September,21,802.1101451863799,
2018,Qtr 3,September,23,797.9695246273532,
2018,Qtr 3,September,24,782.9651162287289,
2018,Qtr 3,September,25,795.5186578171927,
2018,Qtr 3,September,26,793.7882646250594,
2018,Qtr 3,September,27,800.838001469662,
2018,Qtr 3,September,28,806.8309567165002,
2018,Qtr 3,September,29,802.0143763484623,
2018,Qtr 3,September,30,796.2682496579664,
2018,Qtr 4,October,1,779.3945678637508,
2018,Qtr 4,October,2,790.9547942798811,
2018,Qtr 4,October,3,789.0663847201312,
2018,Qtr 4,October,4,796.7333624404577,
2018,Qtr 4,October,7,797.8257070039234,
2018,Qtr 4,October,8,783.7689183046534,
2018,Qtr 4,October,9,798.4215935673583,
2018,Qtr 4,October,10,799.7833988428482,
2018,Qtr 4,October,11,810.7424547276271,
2018,Qtr 4,October,13,821.4305632859347,
2018,Qtr 4,October,14,820.8974172882895,
2018,Qtr 4,October,15,809.2861339859684,
2018,Qtr 4,October,16,825.9778681341472,
2018,Qtr 4,October,17,828.9245194146602,
2018,Qtr 4,October,18,840.9834981168558,
2018,Qtr 4,October,19,852.1165552635379,
2018,Qtr 4,October,20,852.3803129110388,
2018,Qtr 4,October,21,851.4797406132889,
2018,Qtr 4,October,22,839.0616709538742,
2018,Qtr 4,October,23,854.5557849752602,
2018,Qtr 4,October,24,855.9738218263691,
2018,Qtr 4,October,25,866.2419581540292,
2018,Qtr 4,October,26,875.3970170359368,
2018,Qtr 4,October,27,873.5742260207479,
2018,Qtr 4,October,28,870.5578577359523,
2018,Qtr 4,October,29,856.0719344651111,
2018,Qtr 4,October,30,869.6185144132021,
2018,Qtr 4,October,31,869.274396710965,
2018,Qtr 4,November,1,878.0212668260576,
2018,Qtr 4,November,2,885.9400095292197,
2018,Qtr 4,November,4,879.5935099937615,
2018,Qtr 4,November,5,864.8561636342267,
2018,Qtr 4,November,6,878.4747727552465,
2018,Qtr 4,November,7,878.4995944481823,
2018,Qtr 4,November,8,887.8722967716124,
2018,Qtr 4,November,9,896.6215730602663,
2018,Qtr 4,November,10,894.8511056963089,
2018,Qtr 4,November,12,878.5912653264159,
2018,Qtr 4,November,13,893.1605199886546,
2018,Qtr 4,November,14,893.967822512413,
2018,Qtr 4,November,15,903.8754129557205,
2018,Qtr 4,November,19,892.8879469869805,
2018,Qtr 4,November,20,905.8148438496812,
2018,Qtr 4,November,21,904.438199656,
2018,Qtr 4,November,22,911.6198323381918,
2018,Qtr 4,November,23,917.3301103295007,
2018,Qtr 4,November,24,904.2443600081815,
2018,Qtr 4,November,26,862.7040870163086,
2018,Qtr 4,November,28,849.5384805476198,
2018,Qtr 4,November,30,837.3121171514604,
2018,Qtr 4,December,2,799.6302426436822,
2018,Qtr 4,December,3,768.4214504369319,
2018,Qtr 4,December,4,765.1350200055434,
2018,Qtr 4,December,5,747.9240624784672,
2018,Qtr 4,December,11,660.243671958731,
2018,Qtr 4,December,14,637.3543817467828,
2018,Qtr 4,December,24,576.2278967011569,
2018,Qtr 4,December,26,595.8504280493495,
2019,Qtr 1,January,1,651.166916952501,
2019,Qtr 1,January,2,661.6295400813863,
2019,Qtr 1,January,3,681.9921071280628,
2019,Qtr 1,January,4,702.2302439589819,
2019,Qtr 1,January,5,712.4133020998866,
2019,Qtr 1,January,6,722.2563827508432,
2019,Qtr 1,January,7,721.4124632167918,
2019,Qtr 1,January,8,749.312105415888,
2019,Qtr 1,January,9,763.961546155281,
2019,Qtr 1,January,10,788.2741551954922,
2019,Qtr 1,January,11,812.2659552745013,
2019,Qtr 1,January,12,826.0429508195296,
2019,Qtr 1,January,13,839.3516178965017,
2019,Qtr 1,January,14,841.8697471728591,
2019,Qtr 1,January,15,873.0451588971227,
2019,Qtr 1,January,16,890.8931190344317,
2019,Qtr 1,January,17,918.3274612777656,
2019,Qtr 1,January,18,945.3561165366392,
2019,Qtr 1,January,19,962.0687926320707,
2019,Qtr 1,January,20,978.1881415140771,
2019,Qtr 1,January,21,983.361579854647,
2019,Qtr 1,January,22,1017.001246293174,
2019,Qtr 1,January,23,1037.082880119671,
2019,Qtr 1,January,24,1066.478574594839,
2019,Qtr 1,January,25,1095.154049487978,
2019,Qtr 1,January,26,1113.158124888394,
2019,Qtr 1,January,27,1130.175671229086,
2019,Qtr 1,January,28,1135.821139306775,
2019,Qtr 1,January,29,1169.480093797223,
2019,Qtr 1,January,30,1189.109479496559,
2019,Qtr 1,January,31,1217.571523930642,
2019,Qtr 1,February,1,1244.831878961173,
2019,Qtr 1,February,2,1260.949650451014,
2019,Qtr 1,February,3,1275.630567977311,
2019,Qtr 1,February,4,1278.520386230049,
2019,Qtr 1,February,5,1309.045940683888,
2019,Qtr 1,February,6,1325.214597171844,
2019,Qtr 1,February,7,1349.947020431698,
2019,Qtr 1,February,8,1373.273896088256,
2019,Qtr 1,February,9,1385.324296422505,
2019,Qtr 1,February,10,1395.876991406517,
2019,Qtr 1,February,11,1394.651852821351,
2019,Qtr 1,February,12,1421.148835192022,
2019,Qtr 1,February,13,1433.445337386584,
2019,Qtr 1,February,14,1454.526936063803,
2019,Qtr 1,February,15,1474.482185735682,
2019,Qtr 1,February,16,1483.489245277112,
2019,Qtr 1,February,17,1491.365680749122,
2019,Qtr 1,February,18,1487.85864619344,
2019,Qtr 1,February,19,1512.482966828878,
2019,Qtr 1,February,20,1523.317960367428,
2019,Qtr 1,February,21,1543.338008005142,
2019,Qtr 1,February,22,1562.607583652984,
2019,Qtr 1,February,23,1571.268491080921,
2019,Qtr 1,February,24,1579.090653027371,
2019,Qtr 1,February,25,1575.763624465146,
2019,Qtr 1,February,26,1600.736319022751,
2019,Qtr 1,February,27,1612.015738237287,
2019,Qtr 1,February,28,1632.499660682448,
2019,Qtr 1,March,1,1652.173938146247,
2019,Qtr 1,March,2,1661.102082077639,
2019,Qtr 1,March,3,1668.978414812564,
2019,Qtr 1,March,4,1665.421887226193,
2019,Qtr 1,March,5,1689.817982388221,
2019,Qtr 1,March,6,1700.119428706028,
2019,Qtr 1,March,7,1719.180618653178,
2019,Qtr 1,March,8,1736.956326443084,
2019,Qtr 1,March,9,1743.492362837324,
2019,Qtr 1,March,10,1748.479406787824,
2019,Qtr 1,March,11,1741.547092071229,
2019,Qtr 1,March,12,1762.105757115258,
2019,Qtr 1,March,13,1768.146582658095,
2019,Qtr 1,March,14,1782.57502707941,
2019,Qtr 1,March,15,1795.408178758689,
2019,Qtr 1,March,17,1796.411658766969,
2019,Qtr 1,March,18,1784.066358190163,
2019,Qtr 1,March,19,1799.225679138307,
2019,Qtr 1,March,20,1799.968688472984,
2019,Qtr 1,March,21,1809.286522159003,
2019,Qtr 1,March,22,1817.277229411791,
2019,Qtr 1,March,23,1814.132329305876,
2019,Qtr 1,March,24,1809.686439024015,
2019,Qtr 1,March,25,1793.707175351622,
2019,Qtr 1,March,26,1805.732861380988,
2019,Qtr 1,March,27,1803.868883487143,
